NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
24,서울특별시 영등포구 당산동2가,집합,3*,영등포로,준공업,제2종근린생활,25m이상,20.33, ,"8,300",,-,-,201912,31,,1987,-,-,-
25,서울특별시 도봉구 도봉동,집합,5**,도봉로171길,제2종일반주거,제2종근린생활,8m미만,21.56, ,"4,500",1,-,-,201912,31,,2008,-,-,-
26,서울특별시 서초구 서초동,일반,1***,서초대로60길,제3종일반주거,제2종근린생활,8m미만,780.25,274.2,"430,000",,-,-,201912,31,,1998,-,-,-
27,서울특별시 중구 을지로6가,집합,2*,을지로,일반상업,판매,25m이상,55.31, ,"1,000",40,-,-,201912,31,,2007,-,-,-
28,서울특별시 금천구 가산동,집합,5**,서부샛길,준공업,업무,25m미만,112.03, ,"53,500",24,-,-,201912,31,,2012,-,-,-
29,서울특별시 강남구 개포동,일반,1***,개포로17길,제2종일반주거,제2종근린생활,8m미만,620.27,255.9,"345,000",,-,-,201912,31,,1990,-,-,-
30,서울특별시 마포구 연남동,일반,4**,성미산로19길,제2종일반주거,제2종근린생활,12m미만,256.74,337.2,"358,000",,-,-,201912,31,,1973,-,-,-
31,서울특별시 영등포구 신길동,집합,1**,영등포로64길,제2종일반주거,제1종근린생활,8m미만,26.19, ,"20,000",2,-,-,201912,31,,2005,-,-,-
32,서울특별시 동대문구 신설동,집합,1**,청계천로,일반상업,제1종근린생활,25m미만,32.07, ,"62,000",1,-,-,201912,31,,2018,-,-,-
33,서울특별시 구로구 개봉동,집합,4**,개봉로12길,제3종일반주거,제2종근린생활,-,51.98, ,"25,104",2,-,-,201912,31,,2019,-,-,-
34,서울특별시 중랑구 묵동,집합,1**,숙선옹주로,일반상업,판매,25m이상,55.64, ,"23,000",1,-,-,201912,31,지분,2010,-,-,-
35,서울특별시 서초구 서초동,집합,1***,효령로,일반상업,판매,25m이상,12.21, ,"2,000",,-,-,201912,31,,1997,-,-,-
36,서울특별시 광진구 중곡동,일반,8*,긴고랑로36길,제1종일반주거,제1종근린생활,12m미만,616.78,50.9,"25,000",,-,-,201912,31,지분,1992,-,-,-
37,서울특별시 강남구 역삼동,집합,7**,,일반상업,기타,25m이상,160.3, ,"275,000",4,-,-,201912,31,,2007,-,-,-
38,서울특별시 영등포구 문래동3가,집합,5*,도림로126길,준공업,제2종근린생활,12m미만,226.45, ,"91,000",,-,-,201912,31,,1978,-,-,-
39,서울특별시 중구 황학동,일반,3**,퇴계로85길,일반상업,제1종근린생활,25m미만,184.37,91.6,"166,000",,-,-,201912,31,,1974,-,-,-
40,서울특별시 영등포구 여의도동,집합,4*,여의대방로,일반상업,제2종근린생활,25m이상,54, ,"20,000",,-,-,201912,31,지분,,-,-,-
41,서울특별시 송파구 신천동,집합,*,올림픽로35길,제3종일반주거,기타,25m이상,44.37, ,"65,000",,-,-,201912,31,,1979,-,-,-
42,서울특별시 강남구 신사동,일반,6**,언주로173길,제3종일반주거,제2종근린생활,12m미만,788.88,351.9,"915,000",,-,-,201912,31,,1986,-,-,-
43,서울특별시 송파구 신천동,집합,*,올림픽로35길,제3종일반주거,기타,25m이상,34.05, ,"49,000",,-,-,201912,31,,1979,-,-,-
44,서울특별시 강남구 신사동,집합,6**,압구정로,제3종일반주거,제1종근린생활,25m이상,40, ,"12,000",,-,-,201912,31,지분,,-,-,-
45,서울특별시 강동구 천호동,집합,3**,천중로12길,제3종일반주거,제1종근린생활,25m미만,41.01, ,"43,819",1,-,-,201912,30,,2019,-,-,-
46,서울특별시 송파구 문정동,집합,1**,중대로,제3종일반주거,판매,25m이상,13.69, ,"28,000",,-,-,201912,30,,1988,-,-,-
47,서울특별시 강남구 신사동,집합,6**,압구정로46길,제3종일반주거,제2종근린생활,8m미만,50.1, ,"26,000",,-,-,201912,30,,2005,-,-,-
48,서울특별시 송파구 잠실동,집합,2*,올림픽로,제3종일반주거,제2종근린생활,25m이상,12.35, ,"27,500",,-,-,201912,30,,2008,-,-,-
49,서울특별시 강동구 명일동,집합,1*,명일로,제3종일반주거,판매,25m이상,21.31, ,"20,000",,-,-,201912,30,,1983,-,-,-
50,서울특별시 강동구 천호동,집합,3**,천중로12길,제3종일반주거,제1종근린생활,25m미만,21.27, ,"31,299",1,-,-,201912,30,,2019,-,-,-
51,서울특별시 송파구 마천동,집합,1**,마천로,제2종일반주거,제1종근린생활,25m미만,21.89, ,"4,800",,-,-,201912,30,,1998,-,-,-
52,서울특별시 강동구 천호동,집합,4**,진황도로,일반상업,판매,25m미만,10.78, ,"4,000",,-,-,201912,30,,1988,-,-,-
53,서울특별시 송파구 문정동,집합,6**,법원로,일반상업,판매,-,37.29, ,"105,000",1,-,-,201912,30,,2016,-,-,-
54,서울특별시 강남구 청담동,집합,4*,도산대로,일반상업,판매,25m이상,226.94, ,"519,900",,-,-,201912,30,,1978,-,-,-
55,서울특별시 강남구 신사동,일반,5**,강남대로162길,제2종일반주거,제2종근린생활,8m미만,821.65,301.4,"800,000",,-,-,201912,30,,2012,-,-,-
56,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,업무,25m이상,116.8, ,"85,000",,-,-,201912,30,,2008,-,-,-
57,서울특별시 동대문구 전농동,일반,1**,전농로,제3종일반주거,제1종근린생활,25m이상,140.64,179,"109,000",,-,-,201912,30,,1965,-,-,-
58,서울특별시 서초구 서초동,집합,1***,반포대로,일반상업,제2종근린생활,25m이상,31.16, ,"40,917",2,-,-,201912,30,,2009,-,-,-
59,서울특별시 구로구 신도림동,집합,3**,경인로,일반상업,제2종근린생활,25m이상,15.66, ,"15,700",6,-,-,201912,30,,2007,-,-,-
60,서울특별시 강북구 수유동,집합,7**,도봉로71가길,일반상업,제1종근린생활,12m미만,26.75, ,"12,000",4,-,-,201912,30,,2014,-,-,-
61,서울특별시 은평구 증산동,집합,1**,증산로3길,제2종일반주거,제1종근린생활,25m미만,12.96, ,"22,500",,-,-,201912,30,,1978,-,-,-
62,서울특별시 강북구 수유동,집합,2**,노해로8길,준주거,제2종근린생활,12m미만,65.67, ,"30,000",2,-,-,201912,30,,2005,-,-,-
63,서울특별시 강남구 개포동,집합,1**,개포로,일반상업,판매,25m미만,18.7, ,"11,401",,-,-,201912,30,,1984,-,-,-
64,서울특별시 종로구 사직동,집합,*,사직로8길,준주거,제1종근린생활,25m이상,38.35, ,"30,000",,-,-,201912,30,지분,2008,-,-,-
65,서울특별시 서초구 서초동,집합,1***,반포대로,일반상업,제2종근린생활,25m이상,27.8, ,"36,502",2,-,-,201912,30,,2009,-,-,-
66,서울특별시 서초구 서초동,집합,1***,서초대로,제3종일반주거,제2종근린생활,25m이상,25.65, ,"50,500",,-,-,201912,30,,1979,-,-,-
67,서울특별시 서초구 서초동,일반,1***,서초대로54길,제3종일반주거,제1종근린생활,12m미만,960.5,367.2,"580,000",,-,-,201912,30,,1988,-,-,-
68,서울특별시 강서구 마곡동,집합,7**,공항대로,제3종일반주거,제2종근린생활,25m이상,483.05, ,"60,000",7,-,-,201912,30,지분,1999,-,-,-
69,서울특별시 용산구 서계동,집합,2**,만리재로36길,제2종일반주거,제1종근린생활,8m미만,24.37, ,"12,000",1,-,-,201912,30,,2008,-,-,-
70,서울특별시 마포구 아현동,일반,2**,굴레방로,준주거,제1종근린생활,25m미만,682.94,175.5,"457,006",,-,-,201912,30,,1976,-,-,-
71,서울특별시 동대문구 제기동,집합,1***,왕산로,일반상업,판매,25m이상,4.5, ,500,,-,-,201912,30,,2007,-,-,-
72,서울특별시 강서구 마곡동,집합,7**,공항대로,제3종일반주거,제2종근린생활,25m이상,483.05, ,"60,000",7,-,-,201912,30,지분,1999,-,-,-
73,서울특별시 중랑구 면목동,일반,6**,사가정로54길,준주거,제2종근린생활,8m미만,475.36,133.2,"180,000",,-,-,201912,30,,2011,-,-,-
74,서울특별시 광진구 자양동,집합,1**,뚝섬로22길,제2종일반주거,제1종근린생활,8m미만,21.03, ,"19,000",1,-,-,201912,30,,2017,-,-,-
75,서울특별시 강북구 수유동,집합,2**,노해로8길,준주거,제2종근린생활,12m미만,73.58, ,"34,000",2,-,-,201912,30,,2005,-,-,-
76,서울특별시 영등포구 여의도동,집합,4*,여의대방로,일반상업,제2종근린생활,25m이상,54, ,"23,500",,-,-,201912,30,지분,,-,-,-
77,서울특별시 중랑구 신내동,집합,6**,봉화산로,일반상업,판매,25m이상,9.1, ,"5,000",2,-,-,201912,30,,1999,-,-,-
78,서울특별시 서초구 반포동,집합,7**,사평대로,제3종일반주거,제1종근린생활,25m이상,116.31, ,"50,000",2,-,-,201912,30,,1984,-,-,-
79,서울특별시 중랑구 면목동,일반,6**,사가정로54길,준주거,제2종근린생활,8m미만,488.9,150.4,"180,000",,-,-,201912,30,,2011,-,-,-
80,서울특별시 서초구 반포동,집합,7**,사평대로,제3종일반주거,제1종근린생활,25m이상,174.68, ,"54,500",,-,-,201912,30,,1984,-,-,-
81,서울특별시 영등포구 문래동3가,집합,5*,경인로,일반상업,제2종근린생활,25m이상,256.78, ,"158,000",,-,-,201912,30,,2007,-,-,-
82,서울특별시 중구 을지로6가,집합,1*,장충단로,일반상업,판매,25m이상,3.5, ,510,,-,-,201912,30,,2008,-,-,-
83,서울특별시 중구 신당동,집합,7**,마장로,일반상업,판매,25m이상,3.9, ,"6,000",51,-,-,201912,30,,2010,-,-,-
84,서울특별시 강남구 청담동,집합,4*,도산대로,일반상업,제1종근린생활,25m이상,21.42, ,"120,000",,-,-,201912,30,,1978,-,-,-
85,서울특별시 종로구 종로6가,집합,2**,,일반상업,판매,25m이상,9.29, ,"16,000",,-,-,201912,30,,,-,-,-
86,서울특별시 구로구 구로동,집합,1***,경인로53길,준공업,판매,25m이상,18.87, ,"14,500",21,-,-,201912,30,,1996,-,-,-
87,서울특별시 중구 산림동,집합,2**,청계천로,일반상업,판매,25m이상,9.26, ,"3,500",,-,-,201912,30,,1971,-,-,-
88,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
89,서울특별시 중구 을지로6가,집합,3*,을지로,일반상업,숙박,25m이상,15.94, ,"14,500",,-,-,201912,30,,2003,-,-,-
90,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
91,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제2종근린생활,25m이상,12.56, ,"10,000",2,-,-,201912,30,,2006,-,-,-
92,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
93,서울특별시 광진구 구의동,집합,7*,천호대로,제3종일반주거,제2종근린생활,25m이상,92.86, ,"51,000",3,-,-,201912,30,,2017,-,-,-
94,서울특별시 종로구 사직동,집합,*,사직로8길,준주거,제1종근린생활,25m이상,127.26, ,"30,000",,-,-,201912,30,지분,2008,-,-,-
95,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
96,서울특별시 중구 을지로6가,집합,1*,장충단로,일반상업,판매,25m이상,3.5, ,510,,-,-,201912,30,,2008,-,-,-
97,서울특별시 성동구 성수동2가,집합,2**,성수이로,준공업,업무,25m미만,33.45, ,"18,000",12,-,-,201912,30,,1998,-,-,-
98,서울특별시 중구 오장동,일반,1**,,일반상업,제1종근린생활,12m미만,240.92,86.66,"105,000",,-,-,201912,30,,1960,-,-,-
99,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
100,서울특별시 강남구 청담동,집합,4*,도산대로,일반상업,제1종근린생활,25m이상,21.49, ,"150,000",,-,-,201912,30,,1978,-,-,-
101,서울특별시 강북구 수유동,집합,2**,노해로8길,준주거,제2종근린생활,12m미만,49.93, ,"23,000",2,-,-,201912,30,,2005,-,-,-
102,서울특별시 성동구 성수동2가,집합,2**,광나루로6길,준공업,업무,25m미만,132.95, ,"69,000",,-,-,201912,30,,2006,-,-,-
103,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
104,서울특별시 도봉구 창동,집합,7**,도봉로134길,준주거,제1종근린생활,12m미만,43.09, ,"12,500",,-,-,201912,30,,1987,-,-,-
105,서울특별시 용산구 청파동3가,일반,1**,청파로47가길,제2종일반주거,제2종근린생활,8m미만,269.42,67.73,"45,000",,-,-,201912,30,지분,,-,-,-
106,서울특별시 동대문구 전농동,일반,5**,서울시립대로,제3종일반주거,제2종근린생활,25m이상,59.5,112,"120,000",,-,-,201912,30,,,-,-,-
107,서울특별시 중구 순화동,집합,2**,통일로,일반상업,제2종근린생활,25m이상,81.07, ,"37,000",6,-,-,201912,30,,2006,-,-,-
108,서울특별시 용산구 한남동,일반,7**,이태원로,준주거,제2종근린생활,25m이상,3255.62,741.8,"3,400,000",,-,-,201912,30,,2007,-,-,-
109,서울특별시 강남구 역삼동,일반,7**,언주로89길,일반상업,숙박,8m미만,882.19,330.8,"930,000",,-,-,201912,30,,1987,-,-,-
110,서울특별시 동작구 노량진동,일반,2*,노량진로,일반상업,제1종근린생활,25m이상,772.83,261,"450,000",,-,-,201912,30,,1971,-,-,-
111,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제2종근린생활,25m이상,8.59, ,"10,700",2,-,-,201912,30,,2006,-,-,-
112,서울특별시 금천구 독산동,집합,1***,범안로,일반상업,제2종근린생활,25m미만,16.07, ,"25,004",,-,-,201912,30,,2019,-,-,-
113,서울특별시 종로구 종로6가,집합,2**,,일반상업,판매,25m이상,8.4, ,"14,000",,-,-,201912,30,,,-,-,-
114,서울특별시 종로구 익선동,일반,1**,돈화문로11다길,일반상업,제2종근린생활,8m미만,49.59,89.3,"180,900",,-,-,201912,30,,,-,-,-
115,서울특별시 마포구 서교동,일반,4**,잔다리로,제2종일반주거,업무,25m미만,1181.85,971.5,"1,750,000",,-,-,201912,30,,1979,-,-,-
116,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제1종근린생활,25m이상,41.36, ,"30,000",1,-,-,201912,30,,1978,-,-,-
117,서울특별시 서대문구 홍은동,일반,4**,세검정로1길,제3종일반주거,기타,12m미만,346.4,126.02,"80,000",,-,-,201912,29,,1990,-,-,-
118,서울특별시 구로구 고척동,집합,1**,,준공업,제1종근린생활,25m미만,18, ,"13,000",,-,-,201912,29,,1986,-,-,-
119,서울특별시 강서구 화곡동,집합,9**,월정로18길,일반상업,제1종근린생활,8m미만,38.49, ,"15,000",1,-,-,201912,29,,2019,-,-,-
120,서울특별시 영등포구 문래동1가,일반,6*,경인로78길,준공업,제2종근린생활,8m미만,47.55,82,"55,000",,-,-,201912,29,,1970,-,-,-
121,서울특별시 강서구 화곡동,집합,9**,월정로18길,일반상업,제2종근린생활,8m미만,120.57, ,"15,000",,-,-,201912,29,,2019,-,-,-
122,서울특별시 구로구 구로동,집합,4**,구로동로42길,제2종일반주거,제2종근린생활,25m이상,622.93, ,"212,960",,-,-,201912,29,,2020,-,-,-
123,서울특별시 강동구 천호동,집합,4**,,일반상업,판매,25m미만,14.79, ,"4,500",,-,-,201912,29,지분,1990,-,-,-
124,서울특별시 강동구 천호동,집합,4**,천호대로157길,일반상업,판매,12m미만,4.05, ,"4,500",,-,-,201912,29,,2003,-,-,-
125,서울특별시 강동구 천호동,집합,4**,천호대로157길,일반상업,판매,12m미만,3.82, ,"6,000",1,-,-,201912,29,,2003,-,-,-
126,서울특별시 강남구 신사동,일반,6**,압구정로34길,제2종일반주거,제1종근린생활,8m미만,1128.92,363.9,"970,000",,-,-,201912,28,,2005,-,-,-
127,서울특별시 송파구 신천동,집합,*,올림픽로35길,제3종일반주거,제1종근린생활,25m이상,21.32, ,"55,000",,-,-,201912,28,,1979,-,-,-
128,서울특별시 강남구 대치동,일반,9**,도곡로,제3종일반주거,기타,25m이상,4951.42,1042,"4,550,000",,-,-,201912,28,,2002,-,-,-
129,서울특별시 강남구 논현동,집합,2**,학동로,제3종일반주거,제1종근린생활,25m이상,45.56, ,"39,500",3,-,-,201912,28,,2005,-,-,-
130,서울특별시 송파구 석촌동,집합,2**,가락로11길,제2종일반주거,제1종근린생활,-,40.71, ,"47,000",1,-,-,201912,28,,2019,-,-,-
131,서울특별시 강동구 암사동,집합,4**,고덕로,제3종일반주거,교육연구,25m이상,42.27, ,"42,000",,-,-,201912,28,,2008,-,-,-
132,서울특별시 용산구 청파동1가,집합,*,청파로71가길,제1종일반주거,제1종근린생활,8m미만,25.5, ,"14,000",4,-,-,201912,28,,2008,-,-,-
133,서울특별시 중랑구 망우동,집합,5**,망우로75길,제2종일반주거,제2종근린생활,12m미만,30.35, ,"12,850",1,-,-,201912,28,,2012,-,-,-
134,서울특별시 용산구 서계동,집합,9*,청파로83길,제2종일반주거,제2종근린생활,8m미만,23.51, ,"27,500",5,-,-,201912,28,,2007,-,-,-
135,서울특별시 종로구 명륜1가,일반,1*,성균관로15길,제2종일반주거,제2종근린생활,8m미만,39.67,78.7,"48,000",,-,-,201912,28,,1955,-,-,-
136,서울특별시 관악구 봉천동,일반,8**,봉천로,제3종일반주거,제1종근린생활,25m이상,292.42,126.6,"149,000",,-,-,201912,28,,1991,-,-,-
137,서울특별시 은평구 불광동,집합,3**,통일로,일반상업,업무,25m이상,33.75, ,"10,700",,-,-,201912,28,,2001,-,-,-
138,서울특별시 성북구 장위동,집합,2**,장위로,제2종일반주거,제1종근린생활,8m미만,42.16, ,"4,000",1,-,-,201912,28,,2018,-,-,-
139,서울특별시 양천구 목동,집합,9**,목동동로,일반상업,제2종근린생활,25m이상,21.9, ,"7,000",,-,-,201912,28,,2000,-,-,-
140,서울특별시 서초구 방배동,집합,7**,동광로1길,준주거,판매,25m미만,47.51, ,"91,000",1,-,-,201912,28,,2006,-,-,-
141,서울특별시 마포구 망원동,집합,4**,망원로,제2종일반주거,제2종근린생활,8m미만,28.78, ,"12,000",1,-,-,201912,28,,2008,-,-,-
142,서울특별시 중구 필동1가,집합,5*,퇴계로,일반상업,제2종근린생활,25m이상,73.4, ,"30,500",8,-,-,201912,28,,1972,-,-,-
143,서울특별시 마포구 공덕동,집합,2**,마포대로6길,준주거,제1종근린생활,12m미만,279.31, ,"10,630",,-,-,201912,28,지분,1967,-,-,-
144,서울특별시 마포구 공덕동,집합,2**,마포대로6길,준주거,판매,12m미만,1703.79, ,"29,370",,-,-,201912,28,지분,,-,-,-
145,서울특별시 종로구 돈의동,집합,1**,돈화문로5가길,일반상업,판매,8m미만,3.44, ,"2,000",,-,-,201912,28,,2004,-,-,-
146,서울특별시 강서구 마곡동,집합,7**,강서로,일반상업,제1종근린생활,-,81.12, ,"57,000",4,-,-,201912,28,,2015,-,-,-
147,서울특별시 은평구 대조동,집합,1**,연서로18길,제2종일반주거,제2종근린생활,8m미만,31.27, ,"21,000",1,-,-,201912,28,,2019,-,-,-
148,서울특별시 광진구 중곡동,집합,1**,천호대로109길,일반상업,제2종근린생활,12m미만,17.6, ,"34,000",1,-,-,201912,28,,2017,-,-,-
149,서울특별시 광진구 중곡동,집합,1**,천호대로109길,일반상업,제2종근린생활,12m미만,8.58, ,"16,000",1,-,-,201912,28,,2017,-,-,-
150,서울특별시 성동구 송정동,일반,8*,광나루로,제2종일반주거,제1종근린생활,25m이상,153.44,170,"158,000",,-,-,201912,28,,1985,-,-,-
151,서울특별시 중구 남창동,집합,*,남대문시장8길,일반상업,판매,12m미만,19620.43, ,"12,200",,-,-,201912,28,지분,1986,-,-,-
152,서울특별시 동대문구 장안동,집합,4**,장한로2길,준주거,제1종근린생활,12m미만,47.85, ,"20,000",2,-,-,201912,28,,2019,-,-,-
153,서울특별시 강서구 화곡동,일반,1**,초록마을로6길,제2종일반주거,기타,8m미만,407.25,238,"157,000",,-,-,201912,28,,2006,-,-,-
154,서울특별시 중구 다동,집합,1**,남대문로9길,일반상업,제1종근린생활,25m미만,102.95, ,"137,500",3,-,-,201912,27,,2011,-,-,-
155,서울특별시 용산구 서계동,집합,2**,청파로89길,제2종일반주거,제2종근린생활,8m미만,50.4, ,"43,000",3,-,-,201912,27,,2008,-,-,-
156,서울특별시 강남구 역삼동,집합,6**,테헤란로25길,일반상업,업무,25m미만,43.47, ,"20,700",12,-,-,201912,27,,2001,-,-,-
157,서울특별시 성동구 옥수동,집합,5**,독서당로40길,제3종일반주거,기타,25m미만,102.18, ,"37,000",,-,-,201912,27,,2011,-,-,-
158,서울특별시 성동구 성수동1가,일반,6**,광나루로,준공업,제2종근린생활,25m이상,129.56,111,"168,000",,-,-,201912,27,,1970,-,-,-
159,서울특별시 용산구 한강로3가,일반,4*,한강대로21길,준주거,제2종근린생활,12m미만,46.28,78.3,"250,000",,-,-,201912,27,,1957,-,-,-
160,서울특별시 영등포구 영등포동1가,집합,9*,경인로112길,준주거,판매,25m이상,167.94, ,"106,659",2,-,-,201912,27,,2013,-,-,-
161,서울특별시 관악구 봉천동,집합,8**,남부순환로,일반상업,제2종근린생활,25m이상,32.7, ,"32,000",1,-,-,201912,27,,2006,-,-,-
162,서울특별시 영등포구 영등포동1가,집합,9*,경인로112길,준주거,판매,25m이상,242.14, ,"153,783",3,-,-,201912,27,,2013,-,-,-
163,서울특별시 영등포구 영등포동1가,집합,9*,경인로112길,준주거,판매,25m이상,29.89, ,"18,983",1,-,-,201912,27,,2013,-,-,-
164,서울특별시 강남구 개포동,일반,1***,논현로12길,제2종일반주거,제2종근린생활,8m미만,654.53,250.3,"330,000",,-,-,201912,27,,1992,-,-,-
165,서울특별시 강서구 화곡동,집합,8**,곰달래로45길,제2종일반주거,제2종근린생활,8m미만,51.49, ,"14,500",2,-,-,201912,27,,2015,-,-,-
166,서울특별시 서초구 서초동,집합,1***,서초중앙로,일반상업,제2종근린생활,25m이상,17, ,"11,800",,-,-,201912,27,,2006,-,-,-
167,서울특별시 금천구 시흥동,집합,9**,시흥대로61길,준주거,제1종근린생활,8m미만,18.98, ,"20,200",,-,-,201912,27,,,-,-,-
168,서울특별시 영등포구 영등포동3가,집합,*,영중로,일반상업,판매,25m이상,4.96, ,"5,363",10,-,-,201912,27,,2005,-,-,-
169,서울특별시 금천구 시흥동,집합,9**,시흥대로61길,준주거,제1종근린생활,8m미만,18.98, ,"20,200",,-,-,201912,27,,,-,-,-
170,서울특별시 중구 을지로6가,집합,1*,장충단로,일반상업,판매,25m이상,6.24, ,"2,000",,-,-,201912,27,,2002,-,-,-
171,서울특별시 동대문구 장안동,집합,3**,답십리로,제3종일반주거,제1종근린생활,25m이상,36.73, ,"54,000",1,-,-,201912,27,,1978,-,-,-
172,서울특별시 노원구 중계동,집합,5**,한글비석로,제3종일반주거,제1종근린생활,25m미만,9.01, ,"7,500",,-,-,201912,27,,2000,-,-,-
173,서울특별시 종로구 평창동,집합,5**,평창문화로,제2종일반주거,판매,25m이상,84.64, ,"25,000",,-,-,201912,27,,1998,-,-,-
174,서울특별시 양천구 신월동,일반,9**,신월로,준주거,제2종근린생활,25m이상,2319.9,924.7,"739,770",,-,-,201912,27,,1988,-,-,-
175,서울특별시 용산구 한강로1가,집합,2**,한강대로62길,제2종일반주거,제1종근린생활,8m미만,28.62, ,"25,000",,-,-,201912,27,,2008,-,-,-
176,서울특별시 노원구 중계동,집합,5**,한글비석로,제3종일반주거,제1종근린생활,25m미만,8.84, ,"7,500",,-,-,201912,27,,2000,-,-,-
177,서울특별시 용산구 한강로2가,집합,1*,,일반상업,판매,12m미만,16.41, ,"16,000",,-,-,201912,27,,1974,-,-,-
