NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
28,서울특별시 양천구 신정동,집합,1***,신정이펜2로,준주거,제2종근린생활,25m미만,69.16, ,"20,000",2,-,-,201412,31,,2013,-,-,-
29,서울특별시 용산구 용산동3가,집합,*,한강대로50길,제2종일반주거,제2종근린생활,8m미만,21.3, ,"20,500",3,-,-,201412,31,,2007,-,-,-
30,서울특별시 마포구 대흥동,집합,8**,독막로,제3종일반주거,제2종근린생활,25m미만,144.76, ,"45,000",1,-,-,201412,31,,2000,-,-,-
31,서울특별시 마포구 도화동,집합,5**,큰우물로,일반상업,업무,25m미만,399.47, ,"47,839",,-,-,201412,31,지분,1984,-,-,-
32,서울특별시 강서구 화곡동,일반,1***,화곡로15길,제3종일반주거,제2종근린생활,12m미만,490.12,185.8,"95,000",,-,-,201412,31,,1992,-,-,-
33,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,-,23.4, ,"8,887",,-,-,201412,31,,2008,-,-,-
34,서울특별시 서초구 서초동,일반,1***,효령로,제3종일반주거,제2종근린생활,25m이상,2512.79,919.5,"1,745,000",,-,-,201412,31,,1987,-,-,-
35,서울특별시 용산구 이촌동,일반,2**,이촌로2가길,제2종일반주거,제2종근린생활,12m미만,48.58,14.52,"15,620",2,-,-,201412,31,지분,,-,-,-
36,서울특별시 용산구 이촌동,일반,2**,이촌로2가길,제2종일반주거,제2종근린생활,12m미만,56.45,16.88,"18,170",2,-,-,201412,31,지분,,-,-,-
37,서울특별시 관악구 봉천동,집합,1***,성현로,제3종일반주거,제1종근린생활,25m미만,23.1, ,"18,800",2,-,-,201412,31,,2003,-,-,-
38,서울특별시 금천구 독산동,일반,1**,독산로,제2종일반주거,제2종근린생활,25m미만,405.12,229.1,"97,000",,-,-,201412,31,,1985,-,-,-
39,서울특별시 양천구 신정동,집합,1***,신정이펜2로,준주거,제2종근린생활,25m미만,102, ,"30,000",2,-,-,201412,31,,2013,-,-,-
40,서울특별시 용산구 이촌동,일반,2**,이촌로2가길,제2종일반주거,제2종근린생활,12m미만,52.02,15.55,"16,790",2,-,-,201412,31,지분,,-,-,-
41,서울특별시 노원구 공릉동,집합,4**,공릉로,제2종일반주거,제2종근린생활,25m미만,194.69, ,"31,400",12,-,-,201412,31,,2006,-,-,-
42,서울특별시 용산구 주성동,집합,4*,서빙고로91나길,제3종일반주거,제2종근린생활,8m미만,103.74, ,"55,000",1,-,-,201412,31,,1995,-,-,-
43,서울특별시 서초구 우면동,집합,6*,바우뫼로7길,준주거,제2종근린생활,25m미만,30.16, ,"4,950",3,-,-,201412,31,,1995,-,-,-
44,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,-,34.02, ,"14,716",,-,-,201412,31,,2008,-,-,-
45,서울특별시 성북구 석관동,일반,2**,화랑로32길,제2종일반주거,제2종근린생활,12m미만,98.98,89,"40,000",,-,-,201412,31,,1996,-,-,-
46,서울특별시 광진구 광장동,집합,3**,천호대로,제3종일반주거,제2종근린생활,25m이상,63, ,"40,000",1,-,-,201412,31,,2001,-,-,-
47,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,-,34.02, ,"14,614",,-,-,201412,31,,2008,-,-,-
48,서울특별시 강동구 천호동,집합,4**,진황도로,일반상업,판매,25m미만,11.02, ,"2,316",2,-,-,201412,31,,1990,-,-,-
49,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,-,22.68, ,"39,212",,-,-,201412,31,,2008,-,-,-
50,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,-,22.68, ,"12,557",,-,-,201412,31,,2008,-,-,-
51,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,25m이상,23.33, ,"6,700",,-,-,201412,30,,2008,-,-,-
52,서울특별시 송파구 거여동,집합,3*,오금로,준주거,제2종근린생활,25m미만,383.43, ,"118,000",6,-,-,201412,30,,2002,-,-,-
53,서울특별시 동대문구 답십리동,일반,4**,천호대로,일반상업,제1종근린생활,25m이상,3328.92,719,"655,100",,-,-,201412,30,,1986,-,-,-
54,서울특별시 양천구 신정동,집합,3**,목동서로,일반상업,교육연구,25m이상,99.83, ,"55,500",2,-,-,201412,30,,2006,-,-,-
55,서울특별시 용산구 한강로2가,집합,1*,새창로,일반상업,판매,12m미만,8.96, ,"2,900",,-,-,201412,30,,1974,-,-,-
56,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,34.4, ,"28,813",2,-,-,201412,30,,2006,-,-,-
57,서울특별시 강남구 청담동,일반,5*,도산대로90길,제3종일반주거,제2종근린생활,8m미만,668,281.8,"517,000",,-,-,201412,30,,2004,-,-,-
58,서울특별시 동작구 신대방동,집합,3**,보라매로5가길,일반상업,제1종근린생활,25m미만,140.22, ,"22,676",5,-,-,201412,30,지분,1998,-,-,-
59,서울특별시 강서구 화곡동,집합,1***,강서로33길,일반상업,업무,8m미만,40.8, ,"11,800",5,-,-,201412,30,,1998,-,-,-
60,서울특별시 광진구 화양동,일반,*,능동로,준주거,제2종근린생활,25m이상,410.4,143.8,"290,000",,-,-,201412,30,,1995,-,-,-
61,서울특별시 중랑구 망우동,일반,4**,상봉로,제3종일반주거,제2종근린생활,25m이상,898.5,360,"200,000",,-,-,201412,30,,1989,-,-,-
62,서울특별시 강남구 역삼동,집합,6**,테헤란로5길,제3종일반주거,제2종근린생활,8m미만,244.99, ,"98,012",-1,-,-,201412,30,,2002,-,-,-
63,서울특별시 강서구 내발산동,집합,6**,강서로45길,제2종일반주거,제2종근린생활,25m미만,80.85, ,"21,589",3,-,-,201412,30,,2009,-,-,-
64,서울특별시 양천구 목동,집합,9**,목동중앙남로,제2종일반주거,제2종근린생활,12m미만,48.38, ,"46,000",1,-,-,201412,30,,2005,-,-,-
65,서울특별시 동대문구 신설동,일반,7*,왕산로,일반상업,제2종근린생활,25m이상,36.36,40,"90,000",,-,-,201412,30,,1951,-,-,-
66,서울특별시 광진구 구의동,집합,2**,자양로,일반상업,제1종근린생활,25m이상,28.1, ,"5,100",,-,-,201412,30,지분,1976,-,-,-
67,서울특별시 동대문구 이문동,일반,2**,천장산로9길,제1종일반주거,제2종근린생활,8m미만,396.75,198,"169,400",,-,-,201412,30,,2008,-,-,-
68,서울특별시 서초구 양재동,집합,2**,양재대로11길,일반상업,판매,25m이상,47.8, ,"42,000",,-,-,201412,30,,,-,-,-
69,서울특별시 서초구 서초동,일반,1***,서초중앙로,일반상업,업무,25m이상,2013.22,455.6,"1,400,000",,-,-,201412,30,,1994,-,-,-
70,서울특별시 서초구 양재동,집합,2**,양재대로11길,일반상업,판매,25m이상,5406.65, ,"25,000",,-,-,201412,30,지분,,-,-,-
71,서울특별시 서초구 양재동,집합,2**,양재대로11길,일반상업,판매,25m이상,5425.05, ,"25,000",,-,-,201412,30,지분,,-,-,-
72,서울특별시 서초구 양재동,집합,2**,양재대로11길,일반상업,판매,25m이상,5425.05, ,"25,000",,-,-,201412,30,지분,,-,-,-
73,서울특별시 영등포구 양평동1가,집합,2**,영등포로,준공업,판매,25m이상,21.78, ,"9,800",1,-,-,201412,30,,1988,-,-,-
74,서울특별시 광진구 구의동,집합,2**,광나루로,제3종일반주거,제1종근린생활,25m이상,33.03, ,"20,500",1,-,-,201412,30,,2003,-,-,-
75,서울특별시 강남구 대치동,집합,6**,남부순환로,제3종일반주거,제2종근린생활,25m이상,72.12, ,"105,000",1,-,-,201412,30,,1998,-,-,-
76,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,25m이상,22.72, ,"7,700",,-,-,201412,30,,2008,-,-,-
77,서울특별시 영등포구 당산동2가,집합,3*,영등포로,준공업,제2종근린생활,25m이상,15, ,"4,000",,-,-,201412,30,,1987,-,-,-
78,서울특별시 서대문구 연희동,일반,9*,증가로,제2종일반주거,제1종근린생활,25m미만,591.45,206,"200,000",,-,-,201412,30,,1970,-,-,-
79,서울특별시 광진구 구의동,집합,2**,자양로,일반상업,제1종근린생활,25m이상,28.1, ,"30,000",,-,-,201412,30,,1976,-,-,-
80,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",1,-,-,201412,30,,2006,-,-,-
81,서울특별시 강남구 역삼동,집합,7**,역삼로,제3종일반주거,판매,25m미만,7.14, ,"13,000",,-,-,201412,30,,1999,-,-,-
82,서울특별시 구로구 구로동,집합,1***,경인로53길,준공업,판매,25m이상,30.58, ,"95,000",,-,-,201412,30,,1996,-,-,-
83,서울특별시 중구 신당동,집합,7**,마장로,일반상업,판매,25m이상,3.83, ,"6,454",,-,-,201412,30,,2010,-,-,-
84,서울특별시 중구 을지로6가,집합,1*,장충단로,일반상업,판매,25m이상,3.77, ,"11,900",1,-,-,201412,30,,2002,-,-,-
85,서울특별시 강남구 도곡동,집합,4**,언주로30길,일반상업,제2종근린생활,25m이상,35.62, ,"21,800",-1,-,-,201412,30,,,-,-,-
86,서울특별시 강서구 화곡동,일반,8**,국회대로,제3종일반주거,제1종근린생활,25m이상,2147.84,787.2,"620,000",,-,-,201412,30,,1993,-,-,-
87,서울특별시 영등포구 양평동1가,집합,2**,영등포로,준공업,업무,25m이상,18.18, ,"4,000",2,-,-,201412,30,,1988,-,-,-
88,서울특별시 서초구 서초동,집합,1***,서초중앙로,일반상업,업무,25m이상,319.89, ,"185,130",4,-,-,201412,30,,2006,-,-,-
89,서울특별시 도봉구 도봉동,집합,5**,도봉산길,제2종일반주거,제1종근린생활,25m이상,91.96, ,"10,500",,-,-,201412,30,,1987,-,-,-
90,서울특별시 강서구 내발산동,집합,6**,강서로45길,제2종일반주거,제2종근린생활,25m미만,80.85, ,"21,589",3,-,-,201412,30,,2009,-,-,-
91,서울특별시 광진구 구의동,집합,2**,자양로,일반상업,제1종근린생활,25m이상,28.1, ,"5,100",,-,-,201412,30,지분,1976,-,-,-
92,서울특별시 송파구 문정동,집합,6**,새말로,유통상업,판매,-,54.6, ,"78,877",,-,-,201412,30,,2013,-,-,-
93,서울특별시 광진구 구의동,집합,2**,자양로,일반상업,제1종근린생활,25m이상,28.1, ,"5,100",,-,-,201412,30,지분,1976,-,-,-
94,서울특별시 도봉구 창동,집합,*,마들로11길,일반상업,제2종근린생활,25m이상,74.56, ,"30,000",,-,-,201412,30,,1991,-,-,-
95,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",3,-,-,201412,30,,2006,-,-,-
96,서울특별시 용산구 한남동,일반,*,독서당로,제3종일반주거,제2종근린생활,25m미만,2097.75,715,"1,100,000",,-,-,201412,30,,1989,-,-,-
97,서울특별시 용산구 한강로2가,집합,1*,새창로,일반상업,판매,12m미만,9.05, ,"3,000",,-,-,201412,30,,1974,-,-,-
98,서울특별시 동작구 신대방동,일반,3**,여의대방로24길,제3종일반주거,제1종근린생활,25m미만,237.76,198,"176,600",,-,-,201412,30,,1974,-,-,-
99,서울특별시 동작구 신대방동,집합,3**,보라매로5가길,일반상업,제1종근린생활,25m미만,327.06, ,"50,519",5,-,-,201412,30,지분,1998,-,-,-
100,서울특별시 강서구 내발산동,집합,6**,강서로45길,제2종일반주거,제2종근린생활,25m미만,81.12, ,"21,682",3,-,-,201412,30,,2009,-,-,-
101,서울특별시 동작구 사당동,집합,1**,동작대로29길,제3종일반주거,제1종근린생활,12m미만,28.95, ,"50,000",1,-,-,201412,29,,1993,-,-,-
102,서울특별시 용산구 이태원동,일반,9*,보광로,제2종일반주거,제2종근린생활,25m미만,1317.31,426,"630,000",,-,-,201412,29,,1994,-,-,-
103,서울특별시 구로구 구로동,일반,4**,가마산로12길,제3종일반주거,제2종근린생활,8m미만,267.3,93,"45,000",,-,-,201412,29,,1993,-,-,-
104,서울특별시 강남구 역삼동,일반,7**,역삼로25길,제3종일반주거,업무,8m미만,1652.53,547.9,"685,000",,-,-,201412,29,,2001,-,-,-
105,서울특별시 강남구 대치동,일반,9**,역삼로,제2종일반주거,제2종근린생활,25m미만,1005.35,402.4,"539,000",,-,-,201412,29,,1996,-,-,-
106,서울특별시 영등포구 문래동4가,일반,2*,도림로141나길,준공업,제2종근린생활,8m미만,31.82,62.8,"30,500",,-,-,201412,29,,,-,-,-
107,서울특별시 서초구 반포동,일반,7**,강남대로89길,제3종일반주거,제2종근린생활,8m미만,812.83,379.5,"410,000",,-,-,201412,29,,1982,-,-,-
108,서울특별시 종로구 수송동,집합,5*,삼봉로,일반상업,제2종근린생활,25m미만,37.2, ,"21,000",,-,-,201412,29,,2004,-,-,-
109,서울특별시 관악구 신림동,집합,1***,신림로66길,준주거,제2종근린생활,8m미만,57.08, ,"16,000",2,-,-,201412,29,,2014,-,-,-
110,서울특별시 관악구 신림동,집합,1***,신림로66길,준주거,제2종근린생활,8m미만,13.91, ,"4,000",3,-,-,201412,29,,2014,-,-,-
111,서울특별시 강북구 미아동,집합,1***,솔샘로,제3종일반주거,제1종근린생활,25m미만,11.38, ,"2,925",-1,-,-,201412,29,,2004,-,-,-
112,서울특별시 종로구 수송동,집합,8*,율곡로2길,일반상업,숙박,25m이상,42.87, ,"38,000",,-,-,201412,29,,2005,-,-,-
113,서울특별시 강북구 미아동,집합,1***,솔샘로,제3종일반주거,제1종근린생활,25m미만,11.38, ,"2,925",-1,-,-,201412,29,,2004,-,-,-
114,서울특별시 강북구 미아동,집합,1***,솔샘로,제3종일반주거,제1종근린생활,25m미만,11.38, ,"2,925",-1,-,-,201412,29,,2004,-,-,-
115,서울특별시 노원구 중계동,집합,5**,한글비석로,제3종일반주거,판매,25m미만,7.88, ,"6,000",1,-,-,201412,29,,2000,-,-,-
116,서울특별시 강서구 화곡동,일반,7**,곰달래로,제2종일반주거,제2종근린생활,25m미만,273.78,72.8,"28,500",,-,-,201412,29,지분,1974,-,-,-
117,서울특별시 관악구 신림동,일반,2**,대학14길,제2종일반주거,제2종근린생활,8m미만,552.84,236,"100,000",,-,-,201412,29,,2009,-,-,-
118,서울특별시 관악구 신림동,집합,1***,신림로66길,준주거,제2종근린생활,8m미만,13.91, ,"4,000",2,-,-,201412,29,,2014,-,-,-
119,서울특별시 서대문구 북가좌동,집합,4**,수색로,제3종일반주거,교육연구,-,66.12, ,"12,880",5,-,-,201412,29,,2014,-,-,-
120,서울특별시 관악구 신림동,일반,5**,난곡로66길,제2종일반주거,제1종근린생활,12m미만,575.12,185.5,"166,000",,-,-,201412,29,,1992,-,-,-
121,서울특별시 강남구 역삼동,집합,8**,강남대로84길,일반상업,제2종근린생활,12m미만,8.98, ,"24,000",-1,-,-,201412,29,,2014,-,-,-
122,서울특별시 금천구 가산동,집합,5**,서부샛길,준공업,제2종근린생활,25m미만,82.4, ,"32,300",,-,-,201412,29,,2012,-,-,-
123,서울특별시 강북구 미아동,집합,1***,솔샘로,제3종일반주거,제1종근린생활,25m미만,11.38, ,"2,925",-1,-,-,201412,29,,2004,-,-,-
124,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",3,-,-,201412,29,,2006,-,-,-
125,서울특별시 노원구 월계동,집합,1*,마들로1가길,제3종일반주거,제1종근린생활,25m이상,125, ,"36,000",4,-,-,201412,29,,2002,-,-,-
126,서울특별시 관악구 신림동,집합,1***,신림로66길,준주거,제2종근린생활,8m미만,57.08, ,"16,000",3,-,-,201412,29,,2014,-,-,-
127,서울특별시 송파구 잠실동,집합,1*,올림픽로,제3종일반주거,제2종근린생활,25m이상,10.53, ,"2,450",,-,-,201412,29,지분,2008,-,-,-
128,서울특별시 용산구 한강로2가,집합,1*,새창로,일반상업,판매,12m미만,33.6, ,"10,000",7,-,-,201412,29,,1974,-,-,-
129,서울특별시 강서구 화곡동,집합,6*,초록마을로6길,제2종일반주거,제2종근린생활,8m미만,24.42, ,"7,000",1,-,-,201412,29,,2008,-,-,-
130,서울특별시 광진구 군자동,집합,5**,광나루로,준주거,판매,25m이상,44.63, ,"10,137",1,-,-,201412,29,,2008,-,-,-
131,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,128.4, ,"189,700",1,-,-,201412,29,,2009,-,-,-
132,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,21.4, ,"39,500",1,-,-,201412,29,,2009,-,-,-
133,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,235.19, ,"167,900",2,-,-,201412,29,,2009,-,-,-
134,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,121.26, ,"179,200",1,-,-,201412,29,,2009,-,-,-
135,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,21.4, ,"35,500",1,-,-,201412,29,,2009,-,-,-
136,서울특별시 광진구 군자동,집합,5**,광나루로,준주거,판매,25m이상,44.63, ,"18,943",2,-,-,201412,29,,2008,-,-,-
137,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,42.8, ,"63,200",1,-,-,201412,29,,2009,-,-,-
138,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,21.4, ,"35,500",1,-,-,201412,29,,2009,-,-,-
139,서울특별시 중구 초동,집합,4*,충무로,일반상업,업무,25m미만,21.4, ,"39,500",1,-,-,201412,29,,2009,-,-,-
140,서울특별시 노원구 중계동,집합,5**,한글비석로,제3종일반주거,판매,25m미만,7, ,"3,900",1,-,-,201412,29,,2000,-,-,-
141,서울특별시 광진구 군자동,집합,5**,광나루로,준주거,판매,25m이상,44.63, ,"13,335",1,-,-,201412,29,,2008,-,-,-
142,서울특별시 관악구 봉천동,집합,1***,솔밭로2길,준주거,업무,8m미만,28.86, ,"10,000",4,-,-,201412,29,,1997,-,-,-
143,서울특별시 광진구 군자동,집합,5**,광나루로,준주거,판매,25m이상,27.29, ,"12,407",1,-,-,201412,29,,2008,-,-,-
144,서울특별시 성동구 성수동1가,집합,1*,상원길,준공업,제1종근린생활,12m미만,28.8, ,"38,125",,-,-,201412,29,,1992,-,-,-
145,서울특별시 노원구 중계동,집합,5**,한글비석로,제3종일반주거,판매,25m미만,7.35, ,"6,000",1,-,-,201412,29,,2000,-,-,-
146,서울특별시 성동구 성수동1가,집합,1*,상원길,준공업,제1종근린생활,12m미만,28.8, ,"38,125",,-,-,201412,29,,1992,-,-,-
147,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",1,-,-,201412,29,,2006,-,-,-
148,서울특별시 양천구 목동,일반,4**,오목로,제3종일반주거,제2종근린생활,25m이상,999.6,385,"770,000",,-,-,201412,29,,1994,-,-,-
149,서울특별시 동작구 신대방동,집합,7**,보라매로3길,일반상업,제2종근린생활,25m미만,15.12, ,"30,000",1,-,-,201412,29,,1996,-,-,-
150,서울특별시 영등포구 여의도동,일반,2*,국제금융로2길,일반상업,업무,25m미만,40439.98,3176,"20,390,000",,-,-,201412,29,,1994,-,-,-
151,서울특별시 종로구 명륜2가,일반,1**,창경궁로33길,제3종일반주거,제2종근린생활,8m미만,111.47,84,"77,000",,-,-,201412,29,,,-,-,-
152,서울특별시 마포구 염리동,집합,5**,숭문길,제2종일반주거,제2종근린생활,12m미만,29.4, ,"6,700",1,-,-,201412,29,,1997,-,-,-
153,서울특별시 양천구 신정동,집합,3**,목동서로,일반상업,교육연구,25m이상,67.64, ,"26,000",2,-,-,201412,29,,2003,-,-,-
154,서울특별시 동작구 사당동,일반,2**,사당로,제3종일반주거,제1종근린생활,25m이상,630.66,304,"335,000",,-,-,201412,29,,1981,-,-,-
155,서울특별시 영등포구 양평동2가,집합,2*,영등포로,준공업,제1종근린생활,25m이상,47.5, ,"69,000",,-,-,201412,29,,2009,-,-,-
156,서울특별시 마포구 노고산동,일반,3*,신촌로20길,제2종일반주거,업무,12m미만,719.24,312.5,"250,000",,-,-,201412,29,,1995,-,-,-
157,서울특별시 마포구 노고산동,일반,3*,신촌로20길,제2종일반주거,업무,12m미만,719.24,312.5,"250,000",,-,-,201412,29,,1995,-,-,-
158,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"97,280",19,-,-,201412,29,,2010,-,-,-
159,서울특별시 동작구 사당동,일반,1***,동작대로7길,제3종일반주거,제2종근린생활,12m미만,253.4,177.2,"124,000",,-,-,201412,29,,1985,-,-,-
160,서울특별시 마포구 서교동,일반,3**,독막로3길,제2종일반주거,제2종근린생활,12m미만,210.33,148.1,"262,000",,-,-,201412,29,,1971,-,-,-
161,서울특별시 중랑구 묵동,일반,1**,중랑역로,일반상업,제2종근린생활,25m미만,1544.66,261.2,"329,000",,-,-,201412,29,,2005,-,-,-
162,서울특별시 강남구 역삼동,집합,7**,언주로,일반상업,숙박,25m이상,52.07, ,"24,500",10,-,-,201412,29,,2008,-,-,-
163,서울특별시 용산구 동빙고동,집합,*,장문로9길,제2종일반주거,업무,8m미만,57.38, ,"16,000",,-,-,201412,29,,2008,-,-,-
164,서울특별시 송파구 문정동,집합,6**,새말로,유통상업,판매,-,54.6, ,"82,456",,-,-,201412,29,,2013,-,-,-
165,서울특별시 송파구 방이동,집합,8*,양재대로,제3종일반주거,판매,25m이상,11.58, ,"30,000",1,-,-,201412,29,,1988,-,-,-
166,서울특별시 강동구 성내동,일반,4**,풍성로53길,제2종일반주거,제2종근린생활,8m미만,580.48,239.6,"195,000",,-,-,201412,28,,2004,-,-,-
167,서울특별시 중구 신당동,집합,7**,마장로,일반상업,판매,25m이상,49938.92, ,"47,549",,-,-,201412,28,지분,2010,-,-,-
168,서울특별시 은평구 응암동,집합,1**,응암로21가길,준주거,제2종근린생활,12m미만,34.54, ,"34,000",1,-,-,201412,28,,2009,-,-,-
169,서울특별시 은평구 응암동,집합,1**,응암로21가길,준주거,제2종근린생활,12m미만,34.54, ,"34,000",1,-,-,201412,28,,2009,-,-,-
170,서울특별시 도봉구 창동,집합,2*,노해로70길,제3종일반주거,판매,25m미만,15.06, ,"2,000",,-,-,201412,27,,1988,-,-,-
171,서울특별시 은평구 응암동,집합,1**,은평로8길,준주거,제2종근린생활,8m미만,21.12, ,"8,500",5,-,-,201412,27,,2014,-,-,-
172,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",4,-,-,201412,27,,2006,-,-,-
173,서울특별시 마포구 성산동,집합,5**,월드컵로36길,유통상업,제2종근린생활,25m미만,51.48, ,"45,498",2,-,-,201412,27,,2013,-,-,-
174,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"47,186",3,-,-,201412,27,,2006,-,-,-
175,서울특별시 강남구 개포동,일반,1***,개포로24길,제2종일반주거,제2종근린생활,12m미만,580.95,240.7,"171,000",,-,-,201412,27,,1988,-,-,-
176,서울특별시 중구 신당동,집합,4**,동호로17길,제2종일반주거,제1종근린생활,8m미만,103.66, ,"44,000",2,-,-,201412,27,지분,2010,-,-,-
177,서울특별시 도봉구 창동,집합,2*,노해로70길,제3종일반주거,판매,25m미만,14.98, ,"1,970",,-,-,201412,27,,1988,-,-,-
178,서울특별시 영등포구 신길동,일반,2**,신길로37길,제2종일반주거,숙박,8m미만,176.53,132,"44,000",,-,-,201412,27,,1969,-,-,-
179,서울특별시 은평구 응암동,집합,1**,은평로8길,준주거,제2종근린생활,8m미만,21.12, ,"8,500",4,-,-,201412,27,,2014,-,-,-
