NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
37,서울특별시 도봉구 쌍문동,집합,2**,시루봉로,제1종일반주거,제2종근린생활,25m미만,39.98, ,"10,000",,-,-,201612,30,,1990,-,-,-
38,서울특별시 동대문구 제기동,집합,1***,왕산로,일반상업,판매,25m이상,5.86, ,"1,072",,-,-,201612,30,,2007,-,-,-
39,서울특별시 동대문구 제기동,집합,8**,왕산로,일반상업,판매,25m이상,6.6, ,"1,500",,-,-,201612,30,,1976,-,-,-
40,서울특별시 광진구 구의동,집합,5**,광나루로56길,준주거,판매,25m이상,11.07, ,"3,000",,-,-,201612,30,,1998,-,-,-
41,서울특별시 동작구 노량진동,집합,3**,만양로,제3종일반주거,제2종근린생활,25m미만,423.64, ,"170,000",1,-,-,201612,30,지분,,-,-,-
42,서울특별시 중랑구 묵동,일반,2**,동일로149길,제2종일반주거,제1종근린생활,12m미만,256.75,125,"71,500",,-,-,201612,30,,1986,-,-,-
43,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,89.6, ,"40,000",9,-,-,201612,30,,2005,-,-,-
44,서울특별시 동대문구 답십리동,집합,4*,답십리로,제3종일반주거,판매,25m이상,5.39, ,400,,-,-,201612,30,,1989,-,-,-
45,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,134.97, ,"60,000",8,-,-,201612,30,,2005,-,-,-
46,서울특별시 강북구 미아동,집합,1***,솔샘로,제3종일반주거,제2종근린생활,25m미만,24.19, ,"13,500",,-,-,201612,30,,2004,-,-,-
47,서울특별시 구로구 고척동,집합,1**,경인로43길,준공업,판매,25m미만,18, ,"7,700",,-,-,201612,30,,1986,-,-,-
48,서울특별시 마포구 합정동,집합,3**,양화진2길,제2종일반주거,제2종근린생활,8m미만,27.36, ,"7,000",,-,-,201612,30,,2009,-,-,-
49,서울특별시 동작구 상도동,집합,5**,상도로30길,준주거,제1종근린생활,12m미만,31.71, ,"15,900",,-,-,201612,30,,2016,-,-,-
50,서울특별시 노원구 중계동,집합,3**,한글비석로,일반상업,제2종근린생활,25m이상,1108.64, ,"1,250",,-,-,201612,30,지분,,-,-,-
51,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,243.01, ,"108,000",3,-,-,201612,30,,2005,-,-,-
52,서울특별시 중구 흥인동,집합,1*,다산로46길,일반상업,제2종근린생활,25m이상,81.84, ,"58,378",2,-,-,201612,30,,1995,-,-,-
53,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,234.33, ,"104,000",1,-,-,201612,30,,2005,-,-,-
54,서울특별시 강북구 번동,집합,7**,한천로,제3종일반주거,제1종근린생활,25m이상,333.14, ,"75,000",,-,-,201612,30,,2015,-,-,-
55,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,25.58, ,"12,000",1,-,-,201612,30,,2005,-,-,-
56,서울특별시 중구 흥인동,집합,1*,다산로46길,일반상업,업무,25m이상,58.35, ,"41,622",2,-,-,201612,30,,1995,-,-,-
57,서울특별시 노원구 상계동,집합,7**,노해로,제3종일반주거,제1종근린생활,25m이상,714.61, ,"4,030",,-,-,201612,30,지분,,-,-,-
58,서울특별시 서대문구 홍은동,집합,2**,모래내로,제3종일반주거,제1종근린생활,25m이상,38.18, ,"7,250",3,-,-,201612,30,,1981,-,-,-
59,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,134.97, ,"60,000",7,-,-,201612,30,,2005,-,-,-
60,서울특별시 구로구 신도림동,집합,4**,구로중앙로,준공업,판매,25m이상,26.97, ,"21,200",,-,-,201612,30,,1981,-,-,-
61,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,243.01, ,"108,000",4,-,-,201612,30,,2005,-,-,-
62,서울특별시 동작구 노량진동,집합,3**,만양로,제3종일반주거,제2종근린생활,25m미만,12.65, ,"10,000",1,-,-,201612,30,지분,2001,-,-,-
63,서울특별시 금천구 시흥동,집합,8**,시흥대로,일반상업,기타,25m이상,385.12, ,"114,000",11,-,-,201612,30,,2008,-,-,-
64,서울특별시 영등포구 영등포동8가,집합,8*,영중로,일반상업,제2종근린생활,25m이상,243.01, ,"108,000",2,-,-,201612,30,,2005,-,-,-
65,서울특별시 동작구 노량진동,집합,3**,만양로,제3종일반주거,제2종근린생활,25m미만,12.88, ,"10,000",1,-,-,201612,30,지분,2001,-,-,-
66,서울특별시 도봉구 창동,집합,7**,해등로,준주거,제1종근린생활,25m미만,17.42, ,"10,000",3,-,-,201612,30,,2014,-,-,-
67,서울특별시 양천구 목동,집합,9**,목동서로,일반상업,제2종근린생활,25m이상,40.71, ,"22,900",,-,-,201612,29,,1996,-,-,-
68,서울특별시 영등포구 도림동,집합,8**,도영로,준공업,제1종근린생활,25m이상,29.86, ,"26,000",,-,-,201612,29,,2004,-,-,-
69,서울특별시 양천구 목동,집합,9**,목동동로,일반상업,교육연구,25m이상,32.85, ,"11,800",3,-,-,201612,29,,2003,-,-,-
70,서울특별시 강서구 등촌동,집합,5**,등촌로55길,준주거,제1종근린생활,12m미만,36.23, ,"24,000",2,-,-,201612,29,,2016,-,-,-
71,서울특별시 중구 을지로7가,집합,1**,을지로,일반상업,판매,25m이상,3.96, ,"17,400",,-,-,201612,29,,2006,-,-,-
72,서울특별시 구로구 구로동,일반,1***,디지털로32가길,준공업,제2종근린생활,8m미만,1764.46,383.6,"400,000",,-,-,201612,29,,2012,-,-,-
73,서울특별시 금천구 시흥동,집합,8**,시흥대로54길,제2종일반주거,업무,8m미만,33.88, ,"14,545",1,-,-,201612,29,,2016,-,-,-
74,서울특별시 은평구 대조동,일반,2**,역말로9길,제2종일반주거,제1종근린생활,12m미만,803.54,101.13,"31,000",,-,-,201612,29,지분,1969,-,-,-
75,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"7,000",3,-,-,201612,29,,1987,-,-,-
76,서울특별시 동대문구 용두동,일반,2**,천호대로,제2종일반주거,제2종근린생활,25m이상,475.41,296.9,"269,400",,-,-,201612,29,,2001,-,-,-
77,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"8,500",2,-,-,201612,29,,1987,-,-,-
78,서울특별시 광진구 구의동,집합,5**,광나루로56길,준주거,판매,25m이상,31.32, ,"16,000",,-,-,201612,29,,1998,-,-,-
79,서울특별시 영등포구 대림동,일반,7**,가마산로34길,제2종일반주거,제2종근린생활,12m미만,471.8,242.9,"143,500",,-,-,201612,29,,1984,-,-,-
80,서울특별시 강서구 마곡동,집합,7**,강서로,일반상업,제2종근린생활,-,50.05, ,"103,500",,-,-,201612,29,,2015,-,-,-
81,서울특별시 동대문구 장안동,일반,3**,장한로,일반상업,제1종근린생활,25m이상,3106.89,820,"920,000",,-,-,201612,29,,1988,-,-,-
82,서울특별시 동작구 상도동,집합,5**,상도로30길,준주거,제2종근린생활,12m미만,38.72, ,"55,100",,-,-,201612,29,,2016,-,-,-
83,서울특별시 관악구 봉천동,집합,8**,남부순환로,준주거,제1종근린생활,25m이상,5.96, ,"2,000",,-,-,201612,29,,1998,-,-,-
84,서울특별시 관악구 신림동,일반,7*,,준주거,제1종근린생활,8m미만,1197.86,110.33,"63,000",,-,-,201612,29,지분,1993,-,-,-
85,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제1종근린생활,25m이상,24.84, ,"18,000",1,-,-,201612,29,,1987,-,-,-
86,서울특별시 영등포구 신길동,일반,4**,대방천로6가길,제2종일반주거,제1종근린생활,8m미만,242.7,130,"86,500",,-,-,201612,29,,1987,-,-,-
87,서울특별시 용산구 한남동,일반,2**,한남대로,준주거,제2종근린생활,8m미만,240.44,76,"77,000",,-,-,201612,29,지분,,-,-,-
88,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"7,500",2,-,-,201612,29,,1987,-,-,-
89,서울특별시 광진구 군자동,일반,3**,군자로,제2종일반주거,제2종근린생활,25m미만,470.44,281,"253,000",,-,-,201612,29,,1975,-,-,-
90,서울특별시 강서구 마곡동,집합,7**,강서로,일반상업,제1종근린생활,25m이상,55.59, ,"107,000",,-,-,201612,29,,2015,-,-,-
91,서울특별시 강북구 수유동,일반,2**,한천로,제3종일반주거,제2종근린생활,8m미만,420.33,175,"85,000",,-,-,201612,29,,2007,-,-,-
92,서울특별시 영등포구 영등포동3가,집합,1*,영중로8길,일반상업,제2종근린생활,25m미만,1245.51, ,"7,752",,-,-,201612,29,지분,,-,-,-
93,서울특별시 동작구 상도동,집합,5**,상도로30길,준주거,제1종근린생활,12m미만,44.25, ,"59,300",,-,-,201612,29,,2016,-,-,-
94,서울특별시 금천구 시흥동,집합,9**,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"7,450",3,-,-,201612,29,,1987,-,-,-
95,서울특별시 강남구 역삼동,집합,7**,언주로,일반상업,업무,25m이상,594.72, ,"290,000",4,-,-,201612,29,,2008,-,-,-
96,서울특별시 강동구 길동,집합,3**,양재대로124길,제2종일반주거,판매,12m미만,7.28, ,"1,300",,-,-,201612,29,,2009,-,-,-
97,서울특별시 서초구 방배동,일반,1***,방배로,제3종일반주거,업무,25m이상,1374.45,495.1,"820,000",,-,-,201612,29,,1990,-,-,-
98,서울특별시 서초구 방배동,집합,9**,효령로,제3종일반주거,판매,25m이상,695.24, ,"5,000",,-,-,201612,29,지분,1981,-,-,-
99,서울특별시 강남구 신사동,집합,6**,압구정로,제3종일반주거,제1종근린생활,25m이상,40, ,"15,000",,-,-,201612,29,지분,,-,-,-
100,서울특별시 강남구 역삼동,집합,7**,논현로85길,일반상업,제1종근린생활,12m미만,36.32, ,"130,000",1,-,-,201612,29,,2016,-,-,-
101,서울특별시 서초구 서초동,일반,1***,강남대로,일반상업,업무,12m미만,13215.05,3035.2,"8,610,000",,-,-,201612,29,,1977,-,-,-
102,서울특별시 송파구 장지동,집합,8**,위례광장로,제3종일반주거,제2종근린생활,-,48.45, ,"54,204",2,-,-,201612,29,,2016,-,-,-
103,서울특별시 서초구 서초동,일반,1***,서초대로54길,제3종일반주거,교육연구,8m미만,810.55,280.4,"430,000",,-,-,201612,28,,1990,-,-,-
104,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.75, ,"11,850",,-,-,201612,28,,2002,-,-,-
105,서울특별시 송파구 가락동,일반,1**,송이로,제3종일반주거,제1종근린생활,25m이상,1031.64,411.7,"380,000",,-,-,201612,28,,1989,-,-,-
106,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,9.87, ,"45,304",,-,-,201612,28,,2002,-,-,-
107,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.67, ,"11,268",,-,-,201612,28,,2002,-,-,-
108,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.97, ,"12,425",,-,-,201612,28,,2002,-,-,-
109,서울특별시 서초구 서초동,집합,1***,효령로,일반상업,판매,25m이상,11.73, ,"3,000",30,-,-,201612,28,,1997,-,-,-
110,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.91, ,"12,256",,-,-,201612,28,,2002,-,-,-
111,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.82, ,"12,024",,-,-,201612,28,,2002,-,-,-
112,서울특별시 강남구 대치동,집합,9**,선릉로82길,제2종일반주거,제1종근린생활,8m미만,56.64, ,"38,100",1,-,-,201612,28,,2004,-,-,-
113,서울특별시 송파구 문정동,집합,1**,중대로,제3종일반주거,판매,25m이상,47.85, ,"100,000",1,-,-,201612,28,,1988,-,-,-
114,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.56, ,"34,682",,-,-,201612,28,,2002,-,-,-
115,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,3.99, ,"9,938",,-,-,201612,28,,2002,-,-,-
116,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,3.72, ,"8,951",,-,-,201612,28,,2002,-,-,-
117,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.85, ,"12,087",,-,-,201612,28,,2002,-,-,-
118,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.56, ,"11,385",,-,-,201612,28,,2002,-,-,-
119,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,100.57, ,"163,058",,-,-,201612,28,,2002,-,-,-
120,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,8.4, ,"38,518",,-,-,201612,28,,2002,-,-,-
121,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.63, ,"35,022",,-,-,201612,28,,2002,-,-,-
122,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,12.6, ,"57,803",,-,-,201612,28,,2002,-,-,-
123,서울특별시 강남구 대치동,집합,9**,선릉로82길,제2종일반주거,제2종근린생활,8m미만,67.94, ,"43,200",2,-,-,201612,28,,2004,-,-,-
124,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.64, ,"11,563",,-,-,201612,28,,2002,-,-,-
125,서울특별시 강남구 청담동,집합,4*,도산대로,일반상업,제2종근린생활,25m이상,10.75, ,"18,000",,-,-,201612,28,,1978,-,-,-
126,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,5.11, ,"12,773",,-,-,201612,28,,2002,-,-,-
127,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.41, ,"10,630",,-,-,201612,28,,2002,-,-,-
128,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,9.87, ,"45,244",,-,-,201612,28,,2002,-,-,-
129,서울특별시 강남구 대치동,집합,9**,선릉로82길,제2종일반주거,제2종근린생활,8m미만,18.01, ,"12,500",1,-,-,201612,28,,2004,-,-,-
130,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.37, ,"33,811",,-,-,201612,28,,2002,-,-,-
131,서울특별시 송파구 방이동,일반,1**,오금로17길,제2종일반주거,제2종근린생활,8m미만,199.8,195.1,"176,000",,-,-,201612,28,,1985,-,-,-
132,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.55, ,"11,333",,-,-,201612,28,,2002,-,-,-
133,서울특별시 송파구 문정동,집합,6**,충민로,유통상업,판매,25m이상,22.84, ,"8,700",,-,-,201612,28,,2008,-,-,-
134,서울특별시 서초구 우면동,집합,6*,바우뫼로7길,준주거,제1종근린생활,25m미만,38.86, ,"6,800",,-,-,201612,28,,1995,-,-,-
135,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.97, ,"12,425",,-,-,201612,28,,2002,-,-,-
136,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,10.02, ,"46,000",,-,-,201612,28,,2002,-,-,-
137,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,12.6, ,"57,803",,-,-,201612,28,,2002,-,-,-
138,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,9.4, ,"43,155",,-,-,201612,28,,2002,-,-,-
139,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,12.6, ,"57,803",,-,-,201612,28,,2002,-,-,-
140,서울특별시 강남구 대치동,집합,9**,선릉로82길,제2종일반주거,제2종근린생활,8m미만,56.64, ,"36,100",2,-,-,201612,28,,2004,-,-,-
141,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,12.6, ,"57,740",,-,-,201612,28,,2002,-,-,-
142,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.42, ,"34,042",,-,-,201612,28,,2002,-,-,-
143,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.6, ,"34,858",,-,-,201612,28,,2002,-,-,-
144,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.42, ,"10,636",,-,-,201612,28,,2002,-,-,-
145,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.94, ,"12,317",,-,-,201612,28,,2002,-,-,-
146,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,9.31, ,"42,748",,-,-,201612,28,,2002,-,-,-
147,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.42, ,"10,636",,-,-,201612,28,,2002,-,-,-
148,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.95, ,"36,480",,-,-,201612,28,,2002,-,-,-
149,서울특별시 송파구 문정동,집합,6**,법원로,유통상업,제2종근린생활,-,84.33, ,"19,097",,-,-,201612,28,,2016,-,-,-
150,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,8.44, ,"38,684",,-,-,201612,28,,2002,-,-,-
151,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,7.57, ,"34,735",,-,-,201612,28,,2002,-,-,-
152,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,8.4, ,"38,518",,-,-,201612,28,,2002,-,-,-
153,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제2종근린생활,25m이상,10.02, ,"46,000",,-,-,201612,28,,2002,-,-,-
154,서울특별시 강남구 역삼동,집합,8**,강남대로,일반상업,제1종근린생활,25m이상,4.97, ,"12,425",,-,-,201612,28,,2002,-,-,-
155,서울특별시 강동구 천호동,집합,2**,천중로,제2종일반주거,제2종근린생활,25m미만,14, ,"10,000",1,-,-,201612,28,,2016,-,-,-
156,서울특별시 강북구 미아동,일반,3*,월계로3길,일반상업,제1종근린생활,8m미만,109.32,172,"175,000",,-,-,201612,28,,1966,-,-,-
157,서울특별시 마포구 도화동,집합,5**,큰우물로,일반상업,제2종근린생활,25m미만,57.5, ,"19,176",2,-,-,201612,28,,1984,-,-,-
158,서울특별시 영등포구 문래동2가,일반,5*,도림로141길,준공업,제1종근린생활,25m미만,101.68,138.8,"96,000",,-,-,201612,28,,,-,-,-
159,서울특별시 용산구 한강로2가,집합,1*,청파로20길,일반상업,판매,12m미만,31.68, ,"30,500",,-,-,201612,28,,1974,-,-,-
160,서울특별시 금천구 독산동,집합,2**,시흥대로,준공업,판매,25m이상,656.42, ,"111,500",,-,-,201612,28,,2004,-,-,-
161,서울특별시 강서구 마곡동,집합,7**,방화대로,일반상업,제1종근린생활,-,84.98, ,"45,573",,-,-,201612,28,,2016,-,-,-
162,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,45.87, ,"39,000",10,-,-,201612,28,,2006,-,-,-
163,서울특별시 양천구 신월동,일반,1**,남부순환로40길,제2종일반주거,판매,8m미만,206.65,90.2,"28,700",,-,-,201612,28,,2007,-,-,-
164,서울특별시 영등포구 신길동,집합,4***,가마산로79길,제3종일반주거,제2종근린생활,25m이상,75.6, ,"16,100",3,-,-,201612,28,,2001,-,-,-
165,서울특별시 은평구 대조동,일반,1**,연서로,일반상업,제1종근린생활,8m미만,41.09,25.5,"32,000",,-,-,201612,28,,1967,-,-,-
166,서울특별시 은평구 대조동,일반,1**,연서로,일반상업,제1종근린생활,8m미만,44.95,22.48,"32,000",,-,-,201612,28,,1967,-,-,-
167,서울특별시 영등포구 여의도동,집합,1*,국회대로76길,일반상업,제2종근린생활,25m이상,54.45, ,"18,000",11,-,-,201612,28,,1984,-,-,-
168,서울특별시 영등포구 신길동,집합,4***,가마산로79길,제3종일반주거,제2종근린생활,25m이상,90.72, ,"19,300",3,-,-,201612,28,,2001,-,-,-
169,서울특별시 중랑구 면목동,일반,3**,면목로,준주거,제2종근린생활,25m미만,924.86,452,"347,000",,-,-,201612,28,,1988,-,-,-
170,서울특별시 중구 필동2가,일반,8*,필동로8길,제1종일반주거,제2종근린생활,8m미만,1958.08,654.5,"475,000",,-,-,201612,28,,2002,-,-,-
171,서울특별시 영등포구 신길동,집합,4***,가마산로79길,제3종일반주거,제2종근린생활,25m이상,60.48, ,"12,900",3,-,-,201612,28,,2001,-,-,-
172,서울특별시 은평구 녹번동,집합,9*,은평로21길,제2종일반주거,기타,8m미만,34.4, ,"29,000",5,-,-,201612,28,,2006,-,-,-
173,서울특별시 용산구 이태원동,일반,*,회나무로42길,제1종일반주거,제2종근린생활,8m미만,376.76,294,"500,000",,-,-,201612,28,,2015,-,-,-
174,서울특별시 강서구 화곡동,집합,3**,강서로18다길,제2종일반주거,제2종근린생활,8m미만,26.32, ,"9,000",1,-,-,201612,28,,2009,-,-,-
175,서울특별시 용산구 이태원동,일반,*,회나무로42길,제1종일반주거,제2종근린생활,8m미만,376.76,294,"511,000",,-,-,201612,28,,2015,-,-,-
176,서울특별시 관악구 봉천동,집합,8**,남부순환로,일반상업,판매,25m이상,6.64, ,"2,500",,-,-,201612,28,,2006,-,-,-
177,서울특별시 영등포구 대림동,일반,9**,디지털로70길,제2종일반주거,제2종근린생활,12m미만,505.1,177,"120,232",,-,-,201612,28,,1997,-,-,-
178,서울특별시 영등포구 신길동,집합,4***,가마산로79길,제3종일반주거,제2종근린생활,25m이상,93.24, ,"19,900",3,-,-,201612,28,,2001,-,-,-
