NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
97,서울특별시 양천구 목동,집합,4**,오목로,제3종일반주거,제2종근린생활,12m미만,124.34, ,"164,000",1,-,-,201712,29,,2003,-,-,-
98,서울특별시 중구 중림동,일반,1**,중림로5길,준주거,제2종근린생활,12m미만,39.67,74.7,"74,000",,-,-,201712,29,,,-,-,-
99,서울특별시 마포구 서교동,일반,3**,와우산로29길,제2종일반주거,제2종근린생활,25m미만,326.51,40.83,"64,220",,-,-,201712,28,지분,,-,-,-
100,서울특별시 구로구 구로동,집합,2*,새말로,제3종일반주거,업무,25m이상,45.8, ,"27,500",,-,-,201712,28,,2004,-,-,-
101,서울특별시 구로구 구로동,일반,1***,시흥대로161길,준공업,제2종근린생활,12m미만,1408.4,286,"395,000",,-,-,201712,28,,2011,-,-,-
102,서울특별시 종로구 이화동,일반,*,충신4나길,제2종일반주거,제1종근린생활,8m미만,97.29,67.75,"75,000",,-,-,201712,28,,1979,-,-,-
103,서울특별시 서대문구 북가좌동,집합,2**,증가로,제2종일반주거,제2종근린생활,25m미만,31.48, ,"25,600",1,-,-,201712,28,,2017,-,-,-
104,서울특별시 중구 황학동,집합,2***,청계천로,일반상업,판매,25m이상,11.89, ,"6,500",,-,-,201712,28,,2008,-,-,-
105,서울특별시 광진구 화양동,집합,*,아차산로,일반상업,업무,25m이상,33.1, ,"21,500",8,-,-,201712,28,,2006,-,-,-
106,서울특별시 동대문구 제기동,집합,1***,왕산로19다길,제2종일반주거,제2종근린생활,12m미만,43.35, ,"23,500",2,-,-,201712,28,,2017,-,-,-
107,서울특별시 강서구 마곡동,집합,7**,마곡중앙로,일반상업,제2종근린생활,-,50.02, ,"39,000",3,-,-,201712,28,,2017,-,-,-
108,서울특별시 광진구 자양동,집합,6**,뚝섬로52라길,제2종일반주거,업무,8m미만,39.74, ,"7,000",1,-,-,201712,28,지분,2016,-,-,-
109,서울특별시 중구 신당동,집합,2**,마장로1길,일반상업,제1종근린생활,25m미만,18.63, ,"9,500",,-,-,201712,28,,1996,-,-,-
110,서울특별시 강서구 마곡동,집합,7**,마곡중앙로,일반상업,제2종근린생활,-,50.02, ,"36,000",3,-,-,201712,28,,2017,-,-,-
111,서울특별시 중구 신당동,집합,2**,마장로1길,일반상업,제1종근린생활,25m미만,4.29, ,"13,000",,-,-,201712,28,,1996,-,-,-
112,서울특별시 강서구 화곡동,집합,2*,화곡로,일반상업,업무,8m미만,21, ,"5,500",,-,-,201712,28,,1989,-,-,-
113,서울특별시 성북구 석관동,일반,2**,화랑로32길,제2종일반주거,기타,8m미만,161.58,106,"35,000",,-,-,201712,28,,1994,-,-,-
114,서울특별시 성북구 종암동,일반,8*,종암로21길,제2종일반주거,제2종근린생활,12m미만,458.86,194,"178,000",,-,-,201712,28,,1984,-,-,-
115,서울특별시 성북구 길음동,집합,1***,삼양로13길,제3종일반주거,제2종근린생활,25m미만,30, ,"16,500",4,-,-,201712,28,,2006,-,-,-
116,서울특별시 중구 신당동,집합,2**,청계천로,일반상업,판매,25m이상,6, ,"36,500",,-,-,201712,28,,1983,-,-,-
117,서울특별시 중구 황학동,집합,2***,청계천로,일반상업,판매,25m이상,11.72, ,"5,500",,-,-,201712,28,,2008,-,-,-
118,서울특별시 종로구 행촌동,일반,2**,통일로12길,제2종일반주거,제2종근린생활,12m미만,29.75,26.4,"14,000",,-,-,201712,28,,1932,-,-,-
119,서울특별시 노원구 공릉동,일반,6**,동일로,일반상업,제1종근린생활,25m이상,482.85,766.7,"395,000",,-,-,201712,28,,1992,-,-,-
120,서울특별시 동대문구 청량리동,집합,7**,왕산로37길,일반상업,판매,12m미만,5.75, ,"5,000",,-,-,201712,28,,1997,-,-,-
121,서울특별시 성동구 옥수동,집합,4**,독서당로,제3종일반주거,판매,25m이상,8.98, ,"5,000",2,-,-,201712,28,,1986,-,-,-
122,서울특별시 영등포구 여의도동,집합,5*,국제금융로,제3종일반주거,제2종근린생활,25m이상,28.8, ,"13,000",2,-,-,201712,28,,1984,-,-,-
123,서울특별시 성북구 동선동1가,집합,1**,동소문로20나길,준주거,제1종근린생활,12m미만,23, ,"5,818",,-,-,201712,28,,2010,-,-,-
124,서울특별시 성북구 동선동1가,집합,1**,동소문로20나길,준주거,제1종근린생활,12m미만,17.24, ,"4,362",,-,-,201712,28,,2010,-,-,-
125,서울특별시 영등포구 여의도동,집합,5*,국제금융로,제3종일반주거,제2종근린생활,25m이상,27.82, ,"12,300",6,-,-,201712,28,,1984,-,-,-
126,서울특별시 영등포구 여의도동,집합,5*,국제금융로,제3종일반주거,제2종근린생활,25m이상,28.38, ,"12,200",,-,-,201712,28,,1984,-,-,-
127,서울특별시 성북구 동선동1가,집합,1**,동소문로20나길,준주거,제1종근린생활,12m미만,25.22, ,"6,379",,-,-,201712,28,,2010,-,-,-
128,서울특별시 영등포구 여의도동,집합,5*,국제금융로,제3종일반주거,제2종근린생활,25m이상,92.88, ,"42,000",2,-,-,201712,28,,1984,-,-,-
129,서울특별시 영등포구 여의도동,집합,5*,국제금융로,제3종일반주거,제2종근린생활,25m이상,27.82, ,"12,500",4,-,-,201712,28,,1984,-,-,-
130,서울특별시 구로구 신도림동,집합,4**,신도림로,준공업,업무,25m이상,35.49, ,"13,000",3,-,-,201712,28,,2002,-,-,-
131,서울특별시 구로구 신도림동,집합,4**,신도림로,준공업,업무,25m이상,35.49, ,"13,000",3,-,-,201712,28,,2002,-,-,-
132,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제2종근린생활,25m이상,143.2, ,"35,000",1,-,-,201712,28,,2009,-,-,-
133,서울특별시 용산구 이촌동,집합,2**,이촌로18길,제2종일반주거,숙박,8m미만,146.16, ,"59,500",,-,-,201712,28,지분,1971,-,-,-
134,서울특별시 마포구 연남동,집합,2**,동교로50길,제2종일반주거,제2종근린생활,8m미만,63.13, ,"26,200",2,-,-,201712,28,,2012,-,-,-
135,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,30.4, ,"6,295",,-,-,201712,28,,2009,-,-,-
136,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,118.45, ,"24,527",,-,-,201712,28,,2009,-,-,-
137,서울특별시 노원구 하계동,집합,2**,한글비석로,제3종일반주거,제2종근린생활,25m이상,45.6, ,"11,000",3,-,-,201712,28,,1997,-,-,-
138,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,41.2, ,"8,529",,-,-,201712,28,,2009,-,-,-
139,서울특별시 노원구 하계동,집합,2**,한글비석로,제3종일반주거,제2종근린생활,25m이상,25.01, ,"7,000",3,-,-,201712,28,,1997,-,-,-
140,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,41.2, ,"7,192",,-,-,201712,28,,2009,-,-,-
141,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,30.4, ,"5,308",,-,-,201712,28,,2009,-,-,-
142,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,30.4, ,"6,295",,-,-,201712,28,,2009,-,-,-
143,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,30.4, ,"5,308",,-,-,201712,28,,2009,-,-,-
144,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,65.92, ,"13,651",,-,-,201712,28,,2009,-,-,-
145,서울특별시 양천구 신정동,일반,3**,목동남로,제2종일반주거,업무,25m이상,9713.81,732.13,"502,652",,-,-,201712,28,지분,1994,-,-,-
146,서울특별시 양천구 신정동,일반,3**,목동남로,제2종일반주거,업무,25m이상,9713.81,728.11,"500,000",,-,-,201712,28,지분,1994,-,-,-
147,서울특별시 양천구 신정동,일반,3**,목동남로,제2종일반주거,업무,25m이상,9713.81,291.45,"200,000",,-,-,201712,28,지분,1994,-,-,-
148,서울특별시 양천구 신정동,집합,1***,은행정로,제2종일반주거,기타,12m미만,20.86, ,"2,000",,-,-,201712,28,,1992,-,-,-
149,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,41.2, ,"8,529",,-,-,201712,28,,2009,-,-,-
150,서울특별시 노원구 공릉동,집합,7**,,제3종일반주거,제2종근린생활,25m미만,45.36, ,"15,000",2,-,-,201712,28,지분,2001,-,-,-
151,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,53.96, ,"11,174",,-,-,201712,28,,2009,-,-,-
152,서울특별시 관악구 신림동,집합,1***,난곡로,제2종일반주거,제1종근린생활,25m이상,41.2, ,"7,192",,-,-,201712,28,,2009,-,-,-
153,서울특별시 관악구 봉천동,집합,8**,봉천로,일반상업,교육연구,25m이상,381.02, ,"51,000",3,-,-,201712,28,,2000,-,-,-
154,서울특별시 관악구 봉천동,집합,8**,봉천로,일반상업,교육연구,25m이상,98.23, ,"20,000",2,-,-,201712,28,,2000,-,-,-
155,서울특별시 강남구 청담동,일반,3*,삼성로133길,제3종일반주거,제2종근린생활,25m미만,1059.29,94.35,"205,250",,-,-,201712,28,지분,,-,-,-
156,서울특별시 강남구 청담동,일반,3*,삼성로133길,제3종일반주거,제2종근린생활,25m미만,1059.29,116.65,"249,700",,-,-,201712,28,지분,,-,-,-
157,서울특별시 강남구 일원동,집합,7**,광평로10길,제2종일반주거,제2종근린생활,25m이상,42.12, ,"75,500",,-,-,201712,28,,1993,-,-,-
158,서울특별시 강남구 신사동,일반,5**,도산대로1길,제2종일반주거,제2종근린생활,12m미만,748.43,279.4,"710,000",,-,-,201712,28,,1983,-,-,-
159,서울특별시 강동구 천호동,집합,4**,천호대로,일반상업,제2종근린생활,25m이상,573.9, ,"1,009,012",,-,-,201712,28,,1985,-,-,-
160,서울특별시 송파구 석촌동,집합,2**,가락로,제2종일반주거,판매,25m미만,18.66, ,"6,800",2,-,-,201712,28,,1983,-,-,-
161,서울특별시 송파구 석촌동,집합,2**,가락로,제2종일반주거,판매,25m미만,16.77, ,"6,200",2,-,-,201712,28,,1983,-,-,-
162,서울특별시 강동구 명일동,집합,2*,고덕로46길,제3종일반주거,제1종근린생활,25m이상,17.08, ,"2,500",,-,-,201712,27,,1985,-,-,-
163,서울특별시 강남구 개포동,집합,6**,개포로,제3종일반주거,제1종근린생활,25m이상,14.87, ,"16,000",,-,-,201712,27,,1984,-,-,-
164,서울특별시 강서구 화곡동,집합,2*,까치산로,제2종일반주거,제1종근린생활,12m미만,66.48, ,"37,000",,-,-,201712,27,,2002,-,-,-
165,서울특별시 중구 을지로6가,집합,1*,장충단로,일반상업,판매,25m이상,4.15, ,"1,000",,-,-,201712,27,,2002,-,-,-
166,서울특별시 강북구 번동,집합,4**,오패산로77길,일반상업,제1종근린생활,12m미만,7.92, ,"6,000",1,-,-,201712,27,,2014,-,-,-
167,서울특별시 용산구 한강로3가,일반,6*,한강대로10길,제2종일반주거,제2종근린생활,12m미만,207.53,120,"226,800",,-,-,201712,27,,1980,-,-,-
168,서울특별시 마포구 합정동,집합,4**,월드컵로1길,준주거,판매,25m이상,95.19, ,"98,490",2,-,-,201712,27,,2015,-,-,-
169,서울특별시 용산구 한강로3가,일반,4*,한강대로7길,제2종일반주거,제2종근린생활,12m미만,38.12,86.6,"155,000",,-,-,201712,27,,1976,-,-,-
170,서울특별시 강북구 번동,집합,4**,오패산로77길,일반상업,제1종근린생활,12m미만,39.12, ,"8,000",2,-,-,201712,27,,2014,-,-,-
171,서울특별시 중구 황학동,집합,2***,퇴계로,일반상업,제1종근린생활,25m이상,71.72, ,"28,323",3,-,-,201712,27,,2010,-,-,-
172,서울특별시 강북구 번동,집합,4**,오패산로77길,일반상업,제1종근린생활,12m미만,39.12, ,"8,000",3,-,-,201712,27,,2014,-,-,-
173,서울특별시 금천구 가산동,집합,3**,가산디지털2로,준공업,제2종근린생활,25m미만,128.87, ,"170,168",1,-,-,201712,27,,2008,-,-,-
174,서울특별시 중구 신당동,집합,2**,마장로,일반상업,판매,25m미만,4.98, ,"29,500",,-,-,201712,27,,1996,-,-,-
175,서울특별시 중구 회현동1가,집합,2**,,일반상업,판매,25m이상,79.05, ,"30,814",,-,-,201712,27,,1973,-,-,-
176,서울특별시 중랑구 망우동,일반,4**,망우로,제3종일반주거,업무,25m이상,410.78,577.2,"300,000",,-,-,201712,27,,1985,-,-,-
177,서울특별시 은평구 진관동,일반,2**,대서문길,개발제한구역,제1종근린생활,8m미만,591.94,265,"172,500",,-,-,201712,27,,2011,-,-,-
