거래년도,거래분기,동,건물용도,건물면적당_평균거래가(만원/㎡)
2014,1Q,한남동,연립다세대,758.5597050314783
2014,1Q,한남동,오피스텔,793.6507936507937
2014,1Q,합동,단독다가구,688.5155604516661
2014,1Q,합동,아파트,656.9555260712752
2014,1Q,합동,오피스텔,564.8667847739987
2014,1Q,합정동,단독다가구,455.0141207481415
2014,1Q,합정동,아파트,466.6666874040558
2014,1Q,합정동,연립다세대,515.8074335871016
2014,1Q,합정동,오피스텔,569.4904559078718
2014,1Q,항동,아파트,390.01070109480486
2014,1Q,항동,연립다세대,272.88018357310875
2014,1Q,행당동,단독다가구,549.6369956636235
2014,1Q,행당동,아파트,599.5007926046787
2014,1Q,행당동,연립다세대,563.1100154387873
2014,1Q,행당동,오피스텔,623.8337959931237
2014,1Q,행촌동,단독다가구,260.20189572086923
2014,1Q,행촌동,연립다세대,362.5252609905353
2014,1Q,현석동,아파트,715.8692989715609
2014,1Q,현석동,연립다세대,524.3777878475057
2014,1Q,현저동,아파트,543.3214567186876
2014,1Q,혜화동,단독다가구,621.7065360443544
2014,1Q,혜화동,연립다세대,482.4753743498251
2014,1Q,홍은동,단독다가구,270.97411878977584
2014,1Q,홍은동,아파트,383.27541759438583
2014,1Q,홍은동,연립다세대,301.52175819958205
2014,1Q,홍은동,오피스텔,273.77240001763084
2014,1Q,홍익동,단독다가구,267.1742978325485
2014,1Q,홍익동,아파트,408.92719803639545
2014,1Q,홍익동,연립다세대,765.367137048553
2014,1Q,홍제동,단독다가구,342.1710888832379
2014,1Q,홍제동,아파트,431.618174189403
2014,1Q,홍제동,연립다세대,327.9166253475341
2014,1Q,홍지동,단독다가구,153.73127772653402
2014,1Q,홍지동,연립다세대,318.49203769905756
2014,1Q,홍파동,단독다가구,762.9641318319806
2014,1Q,화곡동,단독다가구,342.58572997848387
2014,1Q,화곡동,아파트,469.2127798448135
2014,1Q,화곡동,연립다세대,314.3703064899725
2014,1Q,화곡동,오피스텔,212.800994546332
2014,1Q,화양동,단독다가구,494.1851134369868
2014,1Q,화양동,아파트,530.6798564431614
2014,1Q,화양동,연립다세대,305.10059686144274
2014,1Q,화양동,오피스텔,606.6446870775216
2014,1Q,황학동,단독다가구,482.89297154749124
2014,1Q,황학동,아파트,641.1146700764612
2014,1Q,황학동,오피스텔,602.0579589712424
2014,1Q,회기동,단독다가구,455.38315955494784
2014,1Q,회기동,아파트,486.98495539299114
2014,1Q,회기동,연립다세대,208.35434383916584
2014,1Q,회현동1가,단독다가구,1464.3931795386159
2014,1Q,회현동1가,아파트,764.5034023912864
2014,1Q,회현동2가,아파트,822.6456722621565
2014,1Q,효자동,단독다가구,761.7052676679917
2014,1Q,효제동,단독다가구,303.68941601346086
2014,1Q,효제동,오피스텔,458.54492087285587
2014,1Q,효창동,단독다가구,607.3347348750292
2014,1Q,효창동,아파트,585.1235460796311
2014,1Q,효창동,연립다세대,464.51815235198114
2014,1Q,후암동,단독다가구,400.05856421385164
2014,1Q,후암동,아파트,471.1300430267151
2014,1Q,후암동,연립다세대,481.8797373890465
2014,1Q,휘경동,단독다가구,307.1339799413186
2014,1Q,휘경동,아파트,438.1410098929311
2014,1Q,휘경동,연립다세대,308.24989596980663
2014,1Q,휘경동,오피스텔,464.73965199667145
2014,1Q,흑석동,단독다가구,435.45416975685316
2014,1Q,흑석동,아파트,630.3797074240524
2014,1Q,흑석동,연립다세대,559.6863916194297
2014,1Q,흥인동,아파트,1021.6212891872425
2014,1Q,흥인동,오피스텔,661.7099566991263
2014,2Q,가락동,단독다가구,325.637758299844
2014,2Q,가락동,아파트,874.2817903213273
2014,2Q,가락동,연립다세대,452.705993563945
2014,2Q,가락동,오피스텔,406.9360176683803
2014,2Q,가리봉동,단독다가구,260.68527413053414
2014,2Q,가리봉동,아파트,253.32862024272416
2014,2Q,가리봉동,연립다세대,330.2483339931603
2014,2Q,가리봉동,오피스텔,414.20118343195264
2014,2Q,가산동,단독다가구,249.03493481757798
2014,2Q,가산동,아파트,543.742454872756
2014,2Q,가산동,연립다세대,489.5779891165942
2014,2Q,가양동,아파트,471.3876376339003
2014,2Q,가양동,연립다세대,296.05819658264255
2014,2Q,가양동,오피스텔,395.7463652960524
2014,2Q,가회동,단독다가구,1412.1549007527071
2014,2Q,가회동,연립다세대,847.1704506946797
2014,2Q,갈월동,아파트,581.8654345942824
2014,2Q,갈월동,연립다세대,706.8609991677249
2014,2Q,갈월동,오피스텔,623.1837261866323
2014,2Q,갈현동,단독다가구,328.3346585308637
2014,2Q,갈현동,아파트,329.7544245225914
2014,2Q,갈현동,연립다세대,327.18637307828794
2014,2Q,강일동,아파트,539.354511597725
2014,2Q,강일동,오피스텔,426.05939822578176
2014,2Q,개봉동,단독다가구,283.1213042382618
2014,2Q,개봉동,아파트,429.7695046144723
2014,2Q,개봉동,연립다세대,350.8023261772578
2014,2Q,개봉동,오피스텔,312.5
2014,2Q,개포동,단독다가구,387.95389209857933
2014,2Q,개포동,아파트,1301.9982515223498
2014,2Q,개포동,연립다세대,531.352448469386
2014,2Q,개포동,오피스텔,465.47419563717335
2014,2Q,개화동,단독다가구,491.5630399967474
2014,2Q,개화동,연립다세대,560.4075691411936
2014,2Q,거여동,단독다가구,360.63537634171183
2014,2Q,거여동,아파트,545.6248233888191
2014,2Q,거여동,연립다세대,451.39223299181106
2014,2Q,견지동,오피스텔,420.37186742118024
2014,2Q,경운동,오피스텔,658.4865397238734
2014,2Q,계동,단독다가구,1212.8565469562986
2014,2Q,고덕동,단독다가구,267.7706927794035
2014,2Q,고덕동,아파트,806.342619543964
2014,2Q,고덕동,연립다세대,421.07795957651587
2014,2Q,고척동,단독다가구,202.49311053738776
2014,2Q,고척동,아파트,389.2964126852252
2014,2Q,고척동,연립다세대,400.125397283237
2014,2Q,고척동,오피스텔,470.31963470319636
2014,2Q,공덕동,단독다가구,407.94507079122997
2014,2Q,공덕동,아파트,682.2282703546997
2014,2Q,공덕동,연립다세대,565.6071246556367
2014,2Q,공덕동,오피스텔,590.2313366103115
2014,2Q,공릉동,단독다가구,367.5887376597565
2014,2Q,공릉동,아파트,422.34329934181454
2014,2Q,공릉동,연립다세대,339.5012131788264
2014,2Q,공릉동,오피스텔,646.6335949727548
2014,2Q,공항동,단독다가구,372.9230390452165
2014,2Q,공항동,아파트,485.11210971548627
2014,2Q,공항동,연립다세대,379.9148243893443
2014,2Q,공항동,오피스텔,434.71351669564996
2014,2Q,관철동,오피스텔,660.1268193398886
2014,2Q,광장동,아파트,702.9003772360911
2014,2Q,광장동,연립다세대,373.12304879913904
2014,2Q,광장동,오피스텔,419.9121883642872
2014,2Q,광희동1가,단독다가구,1770.5992509363296
2014,2Q,광희동1가,오피스텔,436.40006053594834
2014,2Q,광희동2가,단독다가구,332.3809523809524
2014,2Q,구기동,단독다가구,390.2261334716733
2014,2Q,구기동,연립다세대,399.4701844721603
2014,2Q,구로동,단독다가구,313.5664092974165
2014,2Q,구로동,아파트,485.5773429116776
2014,2Q,구로동,연립다세대,352.01250127994825
2014,2Q,구로동,오피스텔,479.01300352266367
2014,2Q,구산동,단독다가구,383.439832853354
2014,2Q,구산동,아파트,328.75551986328765
2014,2Q,구산동,연립다세대,322.6432301059221
2014,2Q,구의동,단독다가구,344.9682571211998
2014,2Q,구의동,아파트,593.2308933964566
2014,2Q,구의동,연립다세대,444.57039686692053
2014,2Q,구의동,오피스텔,489.4638501380283
2014,2Q,군자동,단독다가구,333.26554511695645
2014,2Q,군자동,아파트,513.3402534768585
2014,2Q,군자동,연립다세대,430.3500335065604
2014,2Q,궁동,단독다가구,238.5951517465165
2014,2Q,궁동,아파트,382.8249462335623
2014,2Q,궁동,연립다세대,310.40860028409566
2014,2Q,궁정동,단독다가구,2637.579747869137
2014,2Q,권농동,단독다가구,875.9768086715402
2014,2Q,금호동1가,단독다가구,519.5918622121649
2014,2Q,금호동1가,아파트,601.0790211652159
2014,2Q,금호동1가,연립다세대,362.37313696749993
2014,2Q,금호동1가,오피스텔,330.33033033033036
2014,2Q,금호동2가,아파트,708.7294845451399
2014,2Q,금호동2가,연립다세대,401.66969650006894
2014,2Q,금호동3가,단독다가구,228.2871648097039
2014,2Q,금호동3가,아파트,541.7175372069435
2014,2Q,금호동3가,연립다세대,373.5764982562184
2014,2Q,금호동4가,단독다가구,274.3954509942296
2014,2Q,금호동4가,아파트,690.9106307858318
2014,2Q,금호동4가,연립다세대,453.3705499037381
2014,2Q,금호동4가,오피스텔,337.39319221750253
2014,2Q,길동,단독다가구,309.3515863804233
2014,2Q,길동,아파트,483.8684208521477
2014,2Q,길동,연립다세대,481.8821151473935
2014,2Q,길동,오피스텔,372.2097335855755
2014,2Q,길음동,단독다가구,487.3481644094093
2014,2Q,길음동,아파트,538.97342658617
2014,2Q,길음동,연립다세대,310.91608475575083
2014,2Q,낙원동,오피스텔,433.8353126668406
2014,2Q,남가좌동,단독다가구,320.9129262963385
2014,2Q,남가좌동,아파트,529.7387611313605
2014,2Q,남가좌동,연립다세대,398.76357272151967
2014,2Q,남산동1가,단독다가구,1533.9805825242718
2014,2Q,남현동,단독다가구,345.97487082554096
2014,2Q,남현동,아파트,497.76212138579456
2014,2Q,남현동,연립다세대,488.5281018766257
2014,2Q,남현동,오피스텔,603.385391861396
2014,2Q,내발산동,단독다가구,262.2839690352999
2014,2Q,내발산동,아파트,504.22069349537946
2014,2Q,내발산동,연립다세대,359.6894244486845
2014,2Q,내수동,아파트,837.561407747443
2014,2Q,내수동,연립다세대,593.1879066207424
2014,2Q,내수동,오피스텔,716.5300032571406
2014,2Q,냉천동,아파트,604.7644870985077
2014,2Q,노고산동,단독다가구,513.593904408576
2014,2Q,노고산동,아파트,668.1463263449407
2014,2Q,노고산동,오피스텔,475.65791369381054
2014,2Q,노량진동,단독다가구,440.39519303218566
2014,2Q,노량진동,아파트,503.9994463626263
2014,2Q,노량진동,연립다세대,473.93364928909955
2014,2Q,녹번동,단독다가구,255.81741904683307
2014,2Q,녹번동,아파트,479.23593432373474
2014,2Q,녹번동,연립다세대,312.2399060155667
2014,2Q,논현동,단독다가구,822.9606920248785
2014,2Q,논현동,아파트,858.4201615711183
2014,2Q,논현동,연립다세대,753.0695504133789
2014,2Q,논현동,오피스텔,591.3766340192327
2014,2Q,누상동,연립다세대,457.8769013445482
2014,2Q,누하동,단독다가구,1484.4277052269426
2014,2Q,능동,단독다가구,455.09989870088356
2014,2Q,능동,아파트,313.4544285484649
2014,2Q,능동,연립다세대,566.3267879727381
2014,2Q,능동,오피스텔,455.4908485856905
2014,2Q,답십리동,단독다가구,357.09127056390486
2014,2Q,답십리동,아파트,498.76414385867645
2014,2Q,답십리동,연립다세대,302.3932193980148
2014,2Q,답십리동,오피스텔,424.6915021986197
2014,2Q,당산동,아파트,536.762016886349
2014,2Q,당산동,연립다세대,304.3007982498407
2014,2Q,당산동,오피스텔,328.8767139147131
2014,2Q,당산동1가,단독다가구,365.1937278308905
2014,2Q,당산동1가,아파트,537.8714959303226
2014,2Q,당산동1가,연립다세대,433.0268479463338
2014,2Q,당산동2가,아파트,515.4153725392603
2014,2Q,당산동2가,오피스텔,360.7984579175046
2014,2Q,당산동3가,단독다가구,285.46959748786753
2014,2Q,당산동3가,아파트,637.3227910086824
2014,2Q,당산동3가,오피스텔,442.959723330818
2014,2Q,당산동4가,아파트,566.5683335926242
2014,2Q,당산동4가,연립다세대,356.8879371877231
2014,2Q,당산동4가,오피스텔,455.8009242240715
2014,2Q,당산동5가,아파트,624.9896567683243
2014,2Q,당산동5가,오피스텔,802.7811679774278
2014,2Q,당산동6가,단독다가구,384.95977999153524
2014,2Q,당산동6가,아파트,962.8008752735229
2014,2Q,당산동6가,연립다세대,301.13504748668055
2014,2Q,당산동6가,오피스텔,746.8148310130528
2014,2Q,당인동,연립다세대,463.3475231533498
2014,2Q,당주동,아파트,452.7499240352477
2014,2Q,대림동,단독다가구,355.8375487406188
2014,2Q,대림동,아파트,459.4266685993466
2014,2Q,대림동,연립다세대,389.70399943244695
2014,2Q,대방동,단독다가구,370.73682391607804
2014,2Q,대방동,아파트,555.9855620501746
2014,2Q,대방동,연립다세대,609.5846090396385
2014,2Q,대방동,오피스텔,324.0504896134035
2014,2Q,대신동,단독다가구,432.4004941719934
2014,2Q,대조동,단독다가구,382.17771821496774
2014,2Q,대조동,아파트,640.0775339934067
2014,2Q,대조동,연립다세대,354.86837250324294
2014,2Q,대조동,오피스텔,169.2047377326565
2014,2Q,대치동,단독다가구,408.9682566118358
2014,2Q,대치동,아파트,1050.5036083505308
2014,2Q,대치동,연립다세대,642.9238151133317
2014,2Q,대치동,오피스텔,726.3717347276644
2014,2Q,대현동,단독다가구,1714.9122807017543
2014,2Q,대현동,아파트,475.79723272947786
2014,2Q,대현동,연립다세대,1207.3272273105745
2014,2Q,대현동,오피스텔,645.2066525507819
2014,2Q,대흥동,단독다가구,650.7478530142741
2014,2Q,대흥동,아파트,657.3863991000719
2014,2Q,대흥동,연립다세대,479.3275070536637
2014,2Q,대흥동,오피스텔,684.7412943123412
2014,2Q,도곡동,단독다가구,526.4553439117686
2014,2Q,도곡동,아파트,1000.8878291365645
2014,2Q,도곡동,연립다세대,464.33863025208376
2014,2Q,도곡동,오피스텔,700.2541793982971
2014,2Q,도림동,단독다가구,333.6133952503729
2014,2Q,도림동,아파트,540.7339181310244
2014,2Q,도림동,연립다세대,336.43137986703744
2014,2Q,도림동,오피스텔,420.4136504056837
2014,2Q,도봉동,단독다가구,364.776774752023
2014,2Q,도봉동,아파트,336.2342316554552
2014,2Q,도봉동,연립다세대,337.84304514497654
2014,2Q,도선동,아파트,498.37682130375924
2014,2Q,도선동,연립다세대,424.1707305873271
2014,2Q,도선동,오피스텔,366.83061515431837
2014,2Q,도원동,아파트,623.8532844291691
2014,2Q,도화동,단독다가구,354.6245782624876
2014,2Q,도화동,아파트,539.4003859296673
2014,2Q,도화동,오피스텔,473.7586385105901
2014,2Q,독산동,단독다가구,259.77903769650874
2014,2Q,독산동,아파트,369.47398565595876
2014,2Q,독산동,연립다세대,335.42006062514304
2014,2Q,독산동,오피스텔,409.9141903316711
2014,2Q,돈암동,단독다가구,310.3180760279286
2014,2Q,돈암동,아파트,427.3241406577212
2014,2Q,돈암동,연립다세대,340.5972811969306
2014,2Q,돈의동,단독다가구,351.55593377038156
2014,2Q,동교동,단독다가구,956.1319228850748
2014,2Q,동교동,아파트,466.41791044776113
2014,2Q,동교동,연립다세대,478.7411744981924
2014,2Q,동교동,오피스텔,521.2518167276542
2014,2Q,동빙고동,아파트,558.3588386136157
2014,2Q,동빙고동,연립다세대,842.2556604446542
2014,2Q,동선동1가,단독다가구,763.1157381639994
2014,2Q,동선동2가,단독다가구,1104.2181463376678
2014,2Q,동선동3가,단독다가구,307.4255060395139
2014,2Q,동선동3가,아파트,323.4210762734705
2014,2Q,동선동3가,연립다세대,272.1302831988431
2014,2Q,동선동4가,아파트,404.2334264295164
2014,2Q,동선동4가,오피스텔,620.0541974939252
2014,2Q,동선동5가,단독다가구,668.7615824671662
2014,2Q,동선동5가,연립다세대,539.3210864883114
2014,2Q,동소문동1가,연립다세대,451.15517555030016
2014,2Q,동소문동4가,단독다가구,425.1134504342076
2014,2Q,동소문동4가,아파트,428.5008761950485
2014,2Q,동소문동4가,연립다세대,364.4710592888394
2014,2Q,동소문동5가,아파트,531.7208097928437
2014,2Q,동소문동6가,연립다세대,332.8886310829501
2014,2Q,동소문동6가,오피스텔,528.052805280528
2014,2Q,동소문동7가,아파트,569.8694074164536
2014,2Q,동숭동,단독다가구,807.184348894242
2014,2Q,동숭동,연립다세대,330.58354586542356
2014,2Q,동자동,단독다가구,406.26238654059216
2014,2Q,동자동,아파트,779.1653060736023
2014,2Q,동자동,연립다세대,1012.9384665716575
2014,2Q,동자동,오피스텔,523.3494363929146
2014,2Q,동작동,아파트,749.1487435497099
2014,2Q,동작동,연립다세대,596.3090110136789
2014,2Q,둔촌동,단독다가구,294.75279682351317
2014,2Q,둔촌동,아파트,695.9875743393778
2014,2Q,둔촌동,연립다세대,420.6889460665335
2014,2Q,등촌동,단독다가구,308.21255746533626
2014,2Q,등촌동,아파트,460.44403527944235
2014,2Q,등촌동,연립다세대,400.59808477225846
2014,2Q,등촌동,오피스텔,478.4501171660292
2014,2Q,마곡동,아파트,587.3340033607423
2014,2Q,마곡동,연립다세대,568.4091116902116
2014,2Q,마장동,단독다가구,421.8809193945194
2014,2Q,마장동,아파트,486.76661976497
2014,2Q,마장동,연립다세대,456.14531555238773
2014,2Q,마천동,단독다가구,264.7086180987253
2014,2Q,마천동,아파트,494.3058439859625
2014,2Q,마천동,연립다세대,469.61359822521155
2014,2Q,마포동,아파트,561.4696188426244
2014,2Q,마포동,오피스텔,270.6670726174272
2014,2Q,만리동1가,아파트,521.2564310858381
2014,2Q,만리동1가,오피스텔,491.3654975965818
2014,2Q,만리동2가,오피스텔,469.1682750184249
2014,2Q,망우동,단독다가구,299.7934276605456
2014,2Q,망우동,아파트,426.3059423596659
2014,2Q,망우동,연립다세대,366.27029552079466
2014,2Q,망우동,오피스텔,383.1897730289868
2014,2Q,망원동,단독다가구,407.385037646637
2014,2Q,망원동,아파트,485.12767748319226
2014,2Q,망원동,연립다세대,482.756856884061
2014,2Q,면목동,단독다가구,302.74360478136214
2014,2Q,면목동,아파트,410.32462923250193
2014,2Q,면목동,연립다세대,450.51527040513787
2014,2Q,면목동,오피스텔,333.9437526683886
2014,2Q,명륜1가,단독다가구,388.19814084381943
2014,2Q,명륜1가,아파트,520.322725540322
2014,2Q,명륜1가,연립다세대,278.3090858127741
2014,2Q,명륜2가,단독다가구,440.8307210031348
2014,2Q,명륜2가,아파트,682.6855123674911
2014,2Q,명륜2가,연립다세대,391.20985269258637
2014,2Q,명륜3가,단독다가구,448.8480828191564
2014,2Q,명륜3가,아파트,263.9693444651575
2014,2Q,명륜3가,연립다세대,319.8918225691891
2014,2Q,명일동,단독다가구,290.50096381728963
2014,2Q,명일동,아파트,534.2060381665923
2014,2Q,명일동,연립다세대,477.9393287371552
2014,2Q,명일동,오피스텔,454.2008401680336
2014,2Q,목동,단독다가구,514.8265247093616
2014,2Q,목동,아파트,693.9001279735996
2014,2Q,목동,연립다세대,385.76314506868147
2014,2Q,목동,오피스텔,466.3518970182834
2014,2Q,무악동,단독다가구,831.758034026465
2014,2Q,무악동,아파트,623.774195554193
2014,2Q,무악동,연립다세대,294.0564074869179
2014,2Q,묵동,단독다가구,291.7614663335046
2014,2Q,묵동,아파트,427.4974288061404
2014,2Q,묵동,연립다세대,338.5885737815582
2014,2Q,묵정동,아파트,423.1990672554507
2014,2Q,문래동2가,단독다가구,508.19771311029103
2014,2Q,문래동2가,아파트,475.37156845602374
2014,2Q,문래동3가,아파트,564.3675587592439
2014,2Q,문래동3가,오피스텔,406.21723244204946
2014,2Q,문래동4가,아파트,482.8974725240829
2014,2Q,문래동5가,아파트,359.60297751987713
2014,2Q,문래동5가,오피스텔,301.14837628062264
2014,2Q,문래동6가,아파트,460.19316459954314
2014,2Q,문래동6가,오피스텔,345.5236159498059
2014,2Q,문배동,아파트,734.9215504913228
2014,2Q,문배동,오피스텔,728.8292786851197
2014,2Q,문정동,단독다가구,302.4290820744867
2014,2Q,문정동,아파트,609.2647508163225
2014,2Q,문정동,연립다세대,443.62938654759705
2014,2Q,문정동,오피스텔,677.5355909900508
2014,2Q,미근동,아파트,244.35789017856547
2014,2Q,미아동,단독다가구,327.05113320113696
2014,2Q,미아동,아파트,450.85548644609327
2014,2Q,미아동,연립다세대,331.2181562814987
2014,2Q,반포동,단독다가구,586.4629835030825
2014,2Q,반포동,아파트,1211.2563558554277
2014,2Q,반포동,연립다세대,608.4067179352455
2014,2Q,방배동,단독다가구,588.9247650863782
2014,2Q,방배동,아파트,764.1641345185096
2014,2Q,방배동,연립다세대,589.3659590425614
2014,2Q,방배동,오피스텔,654.7100441672561
2014,2Q,방이동,단독다가구,465.28367165249335
2014,2Q,방이동,아파트,767.6814788528712
2014,2Q,방이동,연립다세대,450.1661844506472
2014,2Q,방이동,오피스텔,577.6058738193103
2014,2Q,방학동,단독다가구,197.54391307445405
2014,2Q,방학동,아파트,354.12986405643977
2014,2Q,방학동,연립다세대,279.25399152608196
2014,2Q,방학동,오피스텔,382.9991598896347
2014,2Q,방화동,단독다가구,360.61975135150476
2014,2Q,방화동,아파트,407.34548756071104
2014,2Q,방화동,연립다세대,330.3290774321041
2014,2Q,방화동,오피스텔,318.8021126246093
2014,2Q,번동,단독다가구,366.7205551218106
2014,2Q,번동,아파트,377.16890272705956
2014,2Q,번동,연립다세대,281.47224293255954
2014,2Q,번동,오피스텔,353.9089866855741
2014,2Q,보광동,단독다가구,690.6626801800999
2014,2Q,보광동,아파트,675.5757044814991
2014,2Q,보광동,연립다세대,846.4033323587447
2014,2Q,보문동2가,단독다가구,294.61784713885555
2014,2Q,보문동2가,연립다세대,564.532008254989
2014,2Q,보문동3가,아파트,543.9811464392124
2014,2Q,보문동6가,단독다가구,435.29729585824043
2014,2Q,보문동6가,아파트,365.35450220237846
2014,2Q,보문동6가,연립다세대,443.4782608695652
2014,2Q,본동,단독다가구,259.51046888823356
2014,2Q,본동,아파트,557.8441958636781
2014,2Q,본동,연립다세대,514.7468002225933
2014,2Q,봉천동,단독다가구,369.6450127796832
2014,2Q,봉천동,아파트,495.88295236271966
2014,2Q,봉천동,연립다세대,394.9180342719239
2014,2Q,봉천동,오피스텔,515.8602735977162
2014,2Q,부암동,단독다가구,526.7083061433765
2014,2Q,부암동,연립다세대,454.33857120938393
2014,2Q,북가좌동,단독다가구,398.00121188085325
2014,2Q,북가좌동,아파트,460.1194540283255
2014,2Q,북가좌동,연립다세대,363.38055221871724
2014,2Q,북아현동,단독다가구,495.32893650287355
2014,2Q,북아현동,아파트,467.4238480539038
2014,2Q,북아현동,연립다세대,411.7128558059764
2014,2Q,불광동,단독다가구,332.84575048087055
2014,2Q,불광동,아파트,497.3592221065276
2014,2Q,불광동,연립다세대,283.3401918119905
2014,2Q,사근동,단독다가구,421.9265267154924
2014,2Q,사근동,아파트,391.282232712579
2014,2Q,사근동,연립다세대,475.7442369210167
2014,2Q,사당동,단독다가구,448.85489350483067
2014,2Q,사당동,아파트,552.8339193513397
2014,2Q,사당동,연립다세대,448.2990969975295
2014,2Q,사직동,단독다가구,854.8014700987657
2014,2Q,사직동,아파트,727.1891757769172
2014,2Q,사직동,연립다세대,453.2638976380522
2014,2Q,사직동,오피스텔,753.667172483561
2014,2Q,산천동,아파트,568.9455861084431
2014,2Q,삼선동1가,단독다가구,568.6717909264943
2014,2Q,삼선동1가,연립다세대,396.38733582235704
2014,2Q,삼선동2가,단독다가구,390.0
2014,2Q,삼선동2가,아파트,508.4989617414533
2014,2Q,삼선동3가,단독다가구,331.7951818710828
2014,2Q,삼선동3가,아파트,583.8592453576326
2014,2Q,삼선동3가,연립다세대,390.1032453404472
2014,2Q,삼선동4가,단독다가구,242.9471363167752
2014,2Q,삼선동4가,아파트,463.37776536092014
2014,2Q,삼선동4가,연립다세대,370.1172987131306
2014,2Q,삼선동5가,단독다가구,876.3254558112609
2014,2Q,삼선동5가,아파트,366.6666666666667
2014,2Q,삼선동5가,연립다세대,404.7846791750091
2014,2Q,삼선동5가,오피스텔,381.6793893129771
2014,2Q,삼성동,단독다가구,1479.4631743594243
2014,2Q,삼성동,아파트,1014.3080013639495
2014,2Q,삼성동,연립다세대,797.3551851779313
2014,2Q,삼성동,오피스텔,664.8504930919237
2014,2Q,삼전동,단독다가구,562.0061184013925
2014,2Q,삼전동,아파트,486.42533936651586
2014,2Q,삼전동,연립다세대,489.4351386373724
2014,2Q,삼청동,단독다가구,1426.194797338173
2014,2Q,삼청동,연립다세대,600.2000666888963
2014,2Q,상계동,단독다가구,341.5177897569467
2014,2Q,상계동,아파트,399.2065146806572
2014,2Q,상계동,연립다세대,319.77351860311876
2014,2Q,상계동,오피스텔,392.1281231171672
2014,2Q,상도1동,단독다가구,989.5984657094998
2014,2Q,상도1동,아파트,396.1848862802641
2014,2Q,상도1동,연립다세대,368.5037606962394
2014,2Q,상도동,단독다가구,453.08914725863065
2014,2Q,상도동,아파트,613.2637382695551
2014,2Q,상도동,연립다세대,478.5320191366585
2014,2Q,상봉동,단독다가구,331.61932733691424
2014,2Q,상봉동,아파트,448.5969605495669
2014,2Q,상봉동,연립다세대,575.3833456561898
2014,2Q,상봉동,오피스텔,366.21930457606186
2014,2Q,상수동,단독다가구,674.0754396320386
2014,2Q,상수동,아파트,747.9348430870144
2014,2Q,상수동,연립다세대,596.9260744227512
2014,2Q,상수동,오피스텔,536.1360883990517
2014,2Q,상암동,단독다가구,471.58842389559567
2014,2Q,상암동,아파트,715.7721531223278
2014,2Q,상암동,연립다세대,1093.3692180661587
2014,2Q,상암동,오피스텔,595.3235369028307
2014,2Q,상왕십리동,아파트,738.4212944367338
2014,2Q,상왕십리동,오피스텔,453.3799533799534
2014,2Q,상월곡동,단독다가구,365.5468534647107
2014,2Q,상월곡동,아파트,406.5486519599094
2014,2Q,상월곡동,연립다세대,251.309916553464
2014,2Q,상일동,아파트,718.6340295324611
2014,2Q,상일동,연립다세대,473.67044869505133
2014,2Q,서계동,단독다가구,805.5156657025104
2014,2Q,서계동,연립다세대,607.7733208357749
2014,2Q,서계동,오피스텔,669.3542045317164
2014,2Q,서교동,단독다가구,699.5654147927345
2014,2Q,서교동,아파트,599.0711665958032
2014,2Q,서교동,연립다세대,585.8265108624574
2014,2Q,서교동,오피스텔,552.537781926915
2014,2Q,서빙고동,아파트,757.2903175011568
2014,2Q,서초동,단독다가구,976.0772116332645
2014,2Q,서초동,아파트,850.1123100110724
2014,2Q,서초동,연립다세대,633.9033268618508
2014,2Q,서초동,오피스텔,605.5163273395278
2014,2Q,석관동,단독다가구,339.02224554214587
2014,2Q,석관동,아파트,453.0404973645609
2014,2Q,석관동,연립다세대,335.13267294464765
2014,2Q,석촌동,아파트,716.4263890313615
2014,2Q,석촌동,연립다세대,538.8478690528211
2014,2Q,석촌동,오피스텔,466.7176740627391
2014,2Q,성내동,단독다가구,369.1232751735201
2014,2Q,성내동,아파트,536.637027027618
2014,2Q,성내동,연립다세대,435.4357448477248
2014,2Q,성내동,오피스텔,574.0230421216419
2014,2Q,성북동,단독다가구,654.4220764373298
2014,2Q,성북동,아파트,190.04282655246254
2014,2Q,성북동,연립다세대,418.7500278909071
2014,2Q,성북동1가,단독다가구,636.8284533474435
2014,2Q,성북동1가,연립다세대,368.5299013321629
2014,2Q,성산동,단독다가구,599.7323509811796
2014,2Q,성산동,아파트,588.6975481697431
2014,2Q,성산동,연립다세대,375.45570996454785
2014,2Q,성산동,오피스텔,444.3345507926178
2014,2Q,성수동1가,단독다가구,599.9336966772391
2014,2Q,성수동1가,아파트,731.08181419491
2014,2Q,성수동1가,연립다세대,649.475212990904
2014,2Q,성수동1가,오피스텔,575.2819043045927
2014,2Q,성수동2가,단독다가구,424.8720003761825
2014,2Q,성수동2가,아파트,554.4346772102164
2014,2Q,성수동2가,연립다세대,483.20709950396554
2014,2Q,성수동2가,오피스텔,642.1773099493544
2014,2Q,세곡동,단독다가구,530.3957568339453
2014,2Q,세곡동,아파트,704.0394171241466
2014,2Q,송월동,단독다가구,813.1350024930116
2014,2Q,송정동,단독다가구,268.61097883886026
2014,2Q,송정동,아파트,451.2296287905985
2014,2Q,송정동,연립다세대,292.880744968459
2014,2Q,송파동,단독다가구,316.21722917619275
2014,2Q,송파동,아파트,673.711256902748
2014,2Q,송파동,연립다세대,441.7128342342898
2014,2Q,송파동,오피스텔,516.2241887905604
2014,2Q,수색동,단독다가구,450.27193043093797
2014,2Q,수색동,아파트,437.0517960914295
