거래년도,거래분기,동,건물면적당_평균거래가(만원/㎡)
2015,4Q,잠실동,1089.542060897783
2015,4Q,잠원동,1114.8296287769563
2015,4Q,장안동,501.3597078958505
2015,4Q,장위동,379.82982864086273
2015,4Q,장지동,775.5007153345327
2015,4Q,장충동1가,529.2017915717375
2015,4Q,장충동2가,456.9808541266277
2015,4Q,저동1가,4673.742481039142
2015,4Q,전농동,505.1557408398621
2015,4Q,정동,739.4814838546362
2015,4Q,정릉동,421.53090101024713
2015,4Q,제기동,495.7928672183606
2015,4Q,종로1가,751.2477289671461
2015,4Q,종로6가,693.6416184971098
2015,4Q,종암동,505.5467433064278
2015,4Q,주성동,818.2042531137137
2015,4Q,중계동,478.2491213424887
2015,4Q,중곡동,474.22435710680264
2015,4Q,중동,491.0823204115122
2015,4Q,중림동,690.988302050896
2015,4Q,중화동,399.14271042126944
2015,4Q,증산동,397.2521184991019
2015,4Q,진관동,580.4177108385775
2015,4Q,창동,410.6765597970302
2015,4Q,창성동,1010.8231157749424
2015,4Q,창신동,456.59757157358507
2015,4Q,창전동,660.2956564637889
2015,4Q,창천동,608.7339275482569
2015,4Q,천연동,612.7040949295882
2015,4Q,천왕동,522.2365767030404
2015,4Q,천호동,523.573262886158
2015,4Q,청담동,1095.5251057824003
2015,4Q,청량리동,434.03171656169786
2015,4Q,청암동,752.7154925998856
2015,4Q,청운동,562.6707430009278
2015,4Q,청파동1가,490.72552343765784
2015,4Q,청파동2가,516.8041058619692
2015,4Q,청파동3가,477.6358721669325
2015,4Q,체부동,728.7597781577305
2015,4Q,충무로4가,459.5460479422162
2015,4Q,충무로5가,550.795593635251
2015,4Q,충신동,412.763090361435
2015,4Q,충정로2가,580.7547353335359
2015,4Q,충정로3가,630.8290618852609
2015,4Q,토정동,716.3140353376249
2015,4Q,통인동,531.2952311792247
2015,4Q,팔판동,1901.2136900383423
2015,4Q,평창동,493.95997735353063
2015,4Q,풍납동,589.8009308705886
2015,4Q,필동2가,425.4254254254254
2015,4Q,필동3가,1039.846934531237
2015,4Q,필운동,742.2695798008027
2015,4Q,하계동,479.4412400596652
2015,4Q,하왕십리동,687.9827964182559
2015,4Q,하월곡동,514.4391187881631
2015,4Q,하중동,934.0905850996874
2015,4Q,한강로1가,801.1723179905483
2015,4Q,한강로2가,899.2956192259034
2015,4Q,한강로3가,739.1120762496232
2015,4Q,한남동,978.5223887748866
2015,4Q,합동,618.0813474668337
2015,4Q,합정동,623.0010293462718
2015,4Q,항동,409.76555126410494
2015,4Q,행당동,677.608134208172
2015,4Q,행촌동,338.5873787389907
2015,4Q,현석동,831.6355118906745
2015,4Q,현저동,596.0187287895959
2015,4Q,혜화동,560.6390844587177
2015,4Q,홍은동,376.77169125333535
2015,4Q,홍익동,516.0333293937255
2015,4Q,홍제동,433.16244515576244
2015,4Q,홍지동,429.42530353770854
2015,4Q,화곡동,387.9925119661842
2015,4Q,화양동,638.6118705544787
2015,4Q,황학동,689.1275015182853
2015,4Q,회기동,415.4182354108593
2015,4Q,회현동1가,723.5739919501628
2015,4Q,효자동,1015.4193305754043
2015,4Q,효제동,805.8776435958738
2015,4Q,효창동,608.2971964756606
2015,4Q,후암동,577.0937132611172
2015,4Q,휘경동,450.92287630011333
2015,4Q,흑석동,709.5178379481865
2015,4Q,흥인동,666.352897699524
2016,1Q,가락동,777.1086360212357
2016,1Q,가리봉동,376.49621932908315
2016,1Q,가산동,543.8816826930433
2016,1Q,가양동,554.7446507301084
2016,1Q,가회동,1471.9308005774135
2016,1Q,갈월동,620.1189065904402
2016,1Q,갈현동,385.85947216817283
2016,1Q,강일동,551.223467353264
2016,1Q,개봉동,397.41584449496725
2016,1Q,개포동,1437.0891797854124
2016,1Q,개화동,1068.5545874312252
2016,1Q,거여동,544.5880042879243
2016,1Q,견지동,747.8632478632479
2016,1Q,경운동,701.5682052488356
2016,1Q,계동,914.9255894957563
2016,1Q,고덕동,759.3484820100331
2016,1Q,고척동,409.6472900917695
2016,1Q,공덕동,721.0776085007332
2016,1Q,공릉동,466.90944333375893
2016,1Q,공항동,385.72031917455706
2016,1Q,관훈동,2373.1968357375526
2016,1Q,광장동,751.8007809148429
2016,1Q,광희동1가,398.2905694578529
2016,1Q,광희동2가,720.6926681072486
2016,1Q,교남동,962.7612964563348
2016,1Q,구기동,433.48340126229834
2016,1Q,구로동,474.9743357947895
2016,1Q,구산동,347.8954523959521
2016,1Q,구수동,738.9496983111488
2016,1Q,구의동,587.4646653408745
2016,1Q,군자동,491.0649441186968
2016,1Q,궁동,333.71825495109266
2016,1Q,권농동,2009.5073465859982
2016,1Q,금호동1가,677.9394110952837
2016,1Q,금호동2가,808.6078614048744
2016,1Q,금호동3가,570.8514503353192
2016,1Q,금호동4가,779.0350630631973
2016,1Q,길동,505.8613292792658
2016,1Q,길음동,593.3022585981643
2016,1Q,낙원동,1022.5834632272931
2016,1Q,남가좌동,605.3917574780464
2016,1Q,남대문로5가,497.73843684645686
2016,1Q,남산동2가,686.4623243933589
2016,1Q,남영동,2160.7605877268797
2016,1Q,남창동,1218.5364311328337
2016,1Q,남현동,631.3237826748572
2016,1Q,내곡동,984.4825944935917
2016,1Q,내발산동,503.62146915200964
2016,1Q,내수동,759.593856571388
2016,1Q,냉천동,700.862097370054
2016,1Q,노고산동,584.9741865783851
2016,1Q,노량진동,563.4661958426838
2016,1Q,녹번동,444.89039210295476
2016,1Q,논현동,801.4997841988295
2016,1Q,누상동,506.0383402220627
2016,1Q,누하동,1544.868070970345
2016,1Q,능동,594.2065013166801
2016,1Q,답십리동,533.3433950838137
2016,1Q,당산동,546.65097484334
2016,1Q,당산동1가,496.60357079646695
2016,1Q,당산동2가,593.9503272364958
2016,1Q,당산동3가,623.548467656708
2016,1Q,당산동4가,625.3776185925473
2016,1Q,당산동5가,684.8024764594306
2016,1Q,당산동6가,691.8974067689678
2016,1Q,당인동,659.6961124405868
2016,1Q,대림동,449.4671323473562
2016,1Q,대방동,606.981699188033
2016,1Q,대신동,396.4548754631267
2016,1Q,대조동,458.8724269618472
2016,1Q,대치동,1122.2968274125699
2016,1Q,대현동,803.9227218755971
2016,1Q,대흥동,718.2491706742376
2016,1Q,도곡동,1009.6271500487854
2016,1Q,도림동,473.09783809005944
2016,1Q,도봉동,365.89676456294933
2016,1Q,도선동,722.1337979142938
2016,1Q,도원동,674.1458774673048
2016,1Q,도화동,608.2205383719572
2016,1Q,독산동,452.1281206733034
2016,1Q,돈암동,486.95866016401357
2016,1Q,돈의동,567.5850754219131
2016,1Q,동교동,572.897721519291
2016,1Q,동빙고동,1058.957588352783
2016,1Q,동선동1가,515.438064996107
2016,1Q,동선동2가,687.127953334606
2016,1Q,동선동3가,347.2374148240332
2016,1Q,동선동4가,559.1536213866775
2016,1Q,동선동5가,427.1763938702863
2016,1Q,동소문동1가,414.31261770244816
2016,1Q,동소문동2가,798.7220447284345
2016,1Q,동소문동4가,585.3630189874285
2016,1Q,동소문동5가,773.8575433732022
2016,1Q,동소문동6가,522.7372571466225
2016,1Q,동소문동7가,572.4334705596859
2016,1Q,동숭동,416.7210165104423
2016,1Q,동자동,697.9637596682653
2016,1Q,동작동,751.144514201873
2016,1Q,둔촌동,722.8297866553651
2016,1Q,등촌동,498.2707812565296
2016,1Q,마곡동,691.1768300766586
2016,1Q,마장동,536.8276660838501
2016,1Q,마천동,487.47505550762037
2016,1Q,마포동,467.0172544213256
2016,1Q,만리동1가,623.3121469849077
2016,1Q,만리동2가,775.5615687409813
2016,1Q,망우동,389.9633611788741
2016,1Q,망원동,512.9649675962668
2016,1Q,면목동,426.69333565443964
2016,1Q,명륜1가,470.4484598456213
2016,1Q,명륜2가,636.6574068470918
2016,1Q,명륜3가,460.0385210890077
2016,1Q,명륜4가,1245.5516014234875
2016,1Q,명일동,568.9051689751647
2016,1Q,목동,565.4090113762762
2016,1Q,무악동,671.8925112043745
2016,1Q,묵동,440.16411465738554
2016,1Q,문래동2가,560.1391685453182
2016,1Q,문래동3가,583.3049037988159
2016,1Q,문래동4가,550.3686661022656
2016,1Q,문래동5가,395.4913846086855
2016,1Q,문래동6가,461.2491663298731
2016,1Q,문배동,691.7317356540236
2016,1Q,문정동,637.7171904509768
2016,1Q,미근동,307.26201365685785
2016,1Q,미아동,465.4930161928173
2016,1Q,반포동,1320.160071525123
2016,1Q,방배동,799.0878066607859
2016,1Q,방이동,632.0259218412449
2016,1Q,방학동,356.97095818224864
2016,1Q,방화동,462.0857980563244
2016,1Q,번동,365.5353836535419
2016,1Q,보광동,1005.8096585595454
2016,1Q,보문동1가,413.3811230585424
2016,1Q,보문동2가,540.3527793951939
2016,1Q,보문동3가,581.5292766672152
2016,1Q,보문동5가,524.2588576210619
2016,1Q,보문동6가,607.5270606612784
2016,1Q,보문동7가,652.0349456637546
2016,1Q,본동,672.6072073150302
2016,1Q,봉천동,497.83172442217864
2016,1Q,부암동,533.9303790209856
2016,1Q,북가좌동,458.44445634650884
2016,1Q,북아현동,747.3698223785963
2016,1Q,불광동,440.39178989839314
2016,1Q,사근동,442.8252233254523
2016,1Q,사당동,538.9929828441448
2016,1Q,사직동,742.6763413157508
2016,1Q,산림동,367.32929991356957
2016,1Q,산천동,627.8072051902474
2016,1Q,삼선동1가,430.37649778006363
2016,1Q,삼선동2가,543.4614044900375
2016,1Q,삼선동3가,528.251844641359
2016,1Q,삼선동4가,513.6160904101582
2016,1Q,삼선동5가,444.7272915100445
2016,1Q,삼성동,1059.811476631147
2016,1Q,삼전동,494.53946717948537
2016,1Q,삼청동,1511.851831244445
2016,1Q,상계동,432.4648523764105
2016,1Q,상도1동,484.09408498418003
2016,1Q,상도동,648.1882747292209
2016,1Q,상봉동,506.6284492557951
2016,1Q,상수동,826.2015028045422
2016,1Q,상암동,769.1125502842102
2016,1Q,상왕십리동,806.5512320716282
2016,1Q,상월곡동,413.6992603520807
2016,1Q,상일동,818.7514444938112
2016,1Q,서계동,613.4496707422251
2016,1Q,서교동,654.5423166672616
2016,1Q,서빙고동,820.259963352447
2016,1Q,서초동,811.657724482576
2016,1Q,석관동,427.1590762184605
2016,1Q,석촌동,590.4205252389437
2016,1Q,성내동,555.3958030318095
2016,1Q,성북동,561.613177057346
2016,1Q,성북동1가,399.59024070826433
2016,1Q,성산동,517.7280287398125
2016,1Q,성수동1가,793.6045044764362
2016,1Q,성수동2가,606.6384829845553
2016,1Q,세곡동,918.7116755634249
2016,1Q,송정동,421.35758118160584
2016,1Q,송파동,622.9608983740304
2016,1Q,수색동,439.51052512729257
2016,1Q,수서동,903.6685603517018
2016,1Q,수송동,673.3762428401374
2016,1Q,수유동,352.5745057758622
2016,1Q,순화동,721.5185408755873
2016,1Q,숭인동,555.6501010516055
2016,1Q,시흥동,381.4711745687499
2016,1Q,신계동,908.508421316936
2016,1Q,신공덕동,692.6808291883785
2016,1Q,신교동,511.3680230103701
2016,1Q,신길동,513.4081159571217
2016,1Q,신내동,435.09716876612487
2016,1Q,신당동,617.8163906306931
2016,1Q,신대방동,511.82547333456677
2016,1Q,신도림동,560.727815725165
2016,1Q,신림동,450.35513187040647
2016,1Q,신문로1가,641.6131989000917
2016,1Q,신사동,385.48187058764756
2016,1Q,신설동,547.1178691053416
2016,1Q,신수동,612.4025613520045
2016,1Q,신영동,534.3930930954799
2016,1Q,신원동,910.7888925258374
2016,1Q,신월동,352.00793756660795
2016,1Q,신정동,552.756108259571
2016,1Q,신창동,478.29169065493306
2016,1Q,신천동,1032.4054399188656
2016,1Q,쌍문동,347.08356985032714
2016,1Q,아현동,599.56939019309
2016,1Q,안국동,1373.9695228578566
2016,1Q,안암동1가,771.4716971720186
2016,1Q,안암동2가,559.0052502706013
2016,1Q,안암동3가,341.6751218472926
2016,1Q,안암동4가,200.94232057440075
2016,1Q,안암동5가,502.94913014042663
2016,1Q,암사동,589.2989581308548
2016,1Q,압구정동,1401.3654260633239
2016,1Q,양재동,629.0824668674793
2016,1Q,양평동1가,571.1115350031682
2016,1Q,양평동2가,447.647981097576
2016,1Q,양평동3가,502.18589091295047
2016,1Q,양평동4가,655.587125126316
2016,1Q,양평동5가,566.0210413478246
2016,1Q,양평동6가,651.3503961923046
2016,1Q,여의도동,660.1020774232595
2016,1Q,역삼동,842.059347706361
2016,1Q,역촌동,377.32686763193095
2016,1Q,연건동,501.03623909127026
2016,1Q,연남동,545.4113319853851
2016,1Q,연지동,390.2394887040132
2016,1Q,연희동,505.1131203925439
2016,1Q,염곡동,793.8680536545305
2016,1Q,염리동,535.3278797260091
2016,1Q,염창동,539.6113560132493
2016,1Q,영등포동,548.833216305318
2016,1Q,영등포동1가,695.2021147932694
2016,1Q,영등포동2가,538.0863166985536
2016,1Q,영등포동3가,636.6392385599399
2016,1Q,영등포동4가,825.8484439710139
2016,1Q,영등포동5가,337.2312302194133
2016,1Q,영등포동6가,489.97381917335474
2016,1Q,영등포동7가,680.824620313911
2016,1Q,영등포동8가,683.0680595217739
2016,1Q,영천동,534.4604053504838
2016,1Q,예장동,466.74445740956827
2016,1Q,오금동,581.8460699960656
2016,1Q,오류동,391.51126835372213
2016,1Q,오장동,384.3390804597701
2016,1Q,옥수동,827.8480382002941
2016,1Q,옥인동,700.1518664363999
2016,1Q,옥천동,307.97651148256364
2016,1Q,온수동,448.61399531246775
2016,1Q,외발산동,486.1914826672278
2016,1Q,용강동,758.3306307387111
2016,1Q,용답동,426.2134659600989
2016,1Q,용두동,558.1389608074987
2016,1Q,용문동,598.4443054910201
2016,1Q,용산동2가,530.66800110478
2016,1Q,용산동3가,1896.9495001281723
2016,1Q,용산동5가,1124.6418648104773
2016,1Q,우면동,917.6881861546691
2016,1Q,우이동,342.7288676019056
2016,1Q,운니동,490.19607843137254
2016,1Q,원남동,565.436380312626
2016,1Q,원서동,524.2929796558648
2016,1Q,원효로1가,667.6894636231538
2016,1Q,원효로2가,575.7575757575758
2016,1Q,원효로3가,416.55034015852226
2016,1Q,원효로4가,748.4316981181877
2016,1Q,월계동,433.87025078391446
2016,1Q,율현동,719.9427020418128
2016,1Q,을지로2가,855.6737545499049
2016,1Q,을지로3가,478.9599726308587
2016,1Q,을지로4가,532.101965867358
2016,1Q,을지로5가,463.63497703353823
2016,1Q,을지로6가,644.6067898581865
2016,1Q,을지로7가,680.1549720189411
2016,1Q,응봉동,580.7287498093422
2016,1Q,응암동,405.51298552909105
2016,1Q,의주로1가,539.1657039284808
2016,1Q,이문동,463.94864462405053
2016,1Q,이촌동,951.8904673821106
2016,1Q,이태원동,844.768593692555
2016,1Q,익선동,794.7146252018666
2016,1Q,인의동,622.8826676980262
2016,1Q,인현동2가,522.449200430309
2016,1Q,일원동,909.9992507890153
2016,1Q,자곡동,797.7351140896478
2016,1Q,자양동,599.4525711220324
2016,1Q,잠실동,1011.5311627200731
2016,1Q,잠원동,1347.8514446268666
2016,1Q,장안동,487.7014893865257
2016,1Q,장위동,362.2282983231363
2016,1Q,장지동,779.0319768055192
2016,1Q,장충동1가,425.0167339866525
2016,1Q,장충동2가,404.65054295659354
2016,1Q,적선동,614.7540983606557
2016,1Q,전농동,575.099423123924
2016,1Q,정릉동,413.0530580189949
2016,1Q,제기동,553.0358678142635
2016,1Q,종로1가,748.5997020491036
2016,1Q,종로6가,496.71899405160354
2016,1Q,종암동,459.17294124221445
2016,1Q,주성동,527.975361149813
2016,1Q,중계동,474.3675414853947
2016,1Q,중곡동,505.5728504504182
2016,1Q,중동,466.1656505955542
2016,1Q,중림동,688.617089651157
2016,1Q,중화동,387.58686821684466
2016,1Q,증산동,431.5151249128679
2016,1Q,진관동,579.1954400920436
2016,1Q,창동,408.0601338119744
2016,1Q,창성동,1244.7650069799909
2016,1Q,창신동,437.8079062933207
2016,1Q,창전동,660.6892240766928
2016,1Q,창천동,558.9289829445779
2016,1Q,천연동,743.5551271932685
2016,1Q,천왕동,501.4103180836673
2016,1Q,천호동,515.9580007682373
2016,1Q,청담동,1079.5400605911666
2016,1Q,청량리동,395.32498618196047
2016,1Q,청암동,756.440360535042
2016,1Q,청운동,782.735694817422
2016,1Q,청파동1가,458.04684448403447
2016,1Q,청파동2가,534.9742873415192
2016,1Q,청파동3가,934.660771543173
2016,1Q,체부동,1203.8245374253704
2016,1Q,충무로3가,905.7934260675551
2016,1Q,충무로4가,687.3002899867889
2016,1Q,충신동,515.4910162182275
2016,1Q,충정로2가,556.5392311702487
2016,1Q,충정로3가,582.9811037733642
2016,1Q,토정동,698.5268049599529
2016,1Q,통인동,357.78175313059035
2016,1Q,팔판동,1548.0427046263346
2016,1Q,평창동,635.3668264867725
2016,1Q,풍납동,577.1315299698608
2016,1Q,필동1가,262.0295378751787
2016,1Q,필동2가,692.3151050193477
2016,1Q,필동3가,571.2694877505568
2016,1Q,필운동,917.8068018124422
2016,1Q,하계동,465.8518103741714
2016,1Q,하왕십리동,714.0528275595586
2016,1Q,하월곡동,526.6084510480904
2016,1Q,하중동,837.4756000326876
2016,1Q,한강로1가,832.698779329748
2016,1Q,한강로2가,775.2178562552059
2016,1Q,한강로3가,719.5620753486626
2016,1Q,한남동,1018.73253860181
2016,1Q,합동,590.7506239685472
2016,1Q,합정동,650.7964192035149
2016,1Q,항동,389.05578961763564
2016,1Q,행당동,671.7413432540144
2016,1Q,행촌동,337.695804178069
2016,1Q,현석동,888.3098015048447
2016,1Q,현저동,603.0498559492679
2016,1Q,혜화동,562.1769358302764
2016,1Q,홍은동,379.56629775104363
2016,1Q,홍익동,604.8298372378559
2016,1Q,홍제동,449.829154731258
2016,1Q,홍지동,319.39105969590315
2016,1Q,홍파동,347.8594938175915
2016,1Q,화곡동,372.9997347618273
2016,1Q,화양동,635.0432182586592
2016,1Q,황학동,726.2368566921507
2016,1Q,회기동,437.80401420703413
2016,1Q,회현동1가,709.4990626279794
2016,1Q,회현동2가,771.7745621558956
2016,1Q,효창동,558.255174152497
2016,1Q,후암동,565.2635275472354
2016,1Q,휘경동,469.9750494981574
2016,1Q,흑석동,712.1032872894707
2016,1Q,흥인동,664.1813738331651
2016,2Q,가락동,996.9640454348153
2016,2Q,가리봉동,351.9008552271894
2016,2Q,가산동,535.5057436847144
2016,2Q,가양동,587.6127823611669
2016,2Q,가회동,1330.5724867683828
2016,2Q,갈월동,767.596962194485
2016,2Q,갈현동,367.77607635987624
2016,2Q,강일동,559.9166653776751
2016,2Q,개봉동,408.3114297315533
2016,2Q,개포동,1485.055734823125
2016,2Q,개화동,540.5143857212606
2016,2Q,거여동,579.2638775561156
2016,2Q,견지동,1107.470524031292
2016,2Q,경운동,689.7316319523918
2016,2Q,계동,1257.052835604077
2016,2Q,고덕동,799.6782183358191
2016,2Q,고척동,421.0247898544551
2016,2Q,공덕동,740.3832708122525
2016,2Q,공릉동,460.6990088203293
2016,2Q,공항동,373.9224477605391
2016,2Q,광장동,756.7568223414248
2016,2Q,광희동1가,440.213298122337
2016,2Q,광희동2가,944.0821809318855
2016,2Q,교남동,980.8498975449686
2016,2Q,교북동,640.2134044681561
2016,2Q,구기동,529.7332383524334
2016,2Q,구로동,501.01027561476826
2016,2Q,구산동,352.96411602864896
2016,2Q,구수동,603.1471378343978
2016,2Q,구의동,552.5506624554705
2016,2Q,군자동,522.6911653441888
2016,2Q,궁동,370.6648320272227
2016,2Q,권농동,1704.5454545454545
2016,2Q,금호동1가,705.5756273287097
2016,2Q,금호동2가,812.2026738879562
2016,2Q,금호동3가,640.1477104083942
2016,2Q,금호동4가,822.7764047242493
2016,2Q,길동,492.9567554566918
2016,2Q,길음동,619.7931498198487
2016,2Q,낙원동,483.1561856562221
2016,2Q,남가좌동,558.2523096664045
2016,2Q,남대문로5가,674.4172957271825
2016,2Q,남산동1가,507.45982261245143
2016,2Q,남산동2가,985.1635283573937
2016,2Q,남산동3가,1019.0876738919444
2016,2Q,남영동,1421.4597079227233
2016,2Q,남창동,785.751702462022
2016,2Q,남현동,565.5400978490861
2016,2Q,내곡동,903.4004714428829
2016,2Q,내발산동,564.8039445225622
2016,2Q,내수동,767.818348625125
2016,2Q,냉천동,670.3595084675959
2016,2Q,노고산동,650.5918449221649
2016,2Q,노량진동,608.4464742551176
2016,2Q,녹번동,488.67577622765526
2016,2Q,논현동,807.0488164449005
2016,2Q,누상동,645.4770843276751
2016,2Q,누하동,1433.4172450466694
2016,2Q,능동,560.1480208531008
2016,2Q,답십리동,606.8470892965697
2016,2Q,당산동,636.042401661255
2016,2Q,당산동1가,644.1035462327455
2016,2Q,당산동2가,557.8330398505271
2016,2Q,당산동3가,625.5480277684011
2016,2Q,당산동4가,615.7861653009548
2016,2Q,당산동5가,692.65975546029
2016,2Q,당산동6가,946.2010653312257
2016,2Q,당인동,672.5025972771272
2016,2Q,당주동,469.02268760907504
2016,2Q,대림동,454.1385273717433
2016,2Q,대방동,601.6639996657001
2016,2Q,대신동,278.60696517412936
2016,2Q,대조동,429.6978718971878
2016,2Q,대치동,1244.5688525202843
2016,2Q,대현동,687.5294834357529
2016,2Q,대흥동,785.0895884075312
2016,2Q,도곡동,1091.8744346934395
2016,2Q,도림동,466.9637061220027
2016,2Q,도봉동,360.6182965331358
2016,2Q,도선동,707.8922122902651
2016,2Q,도원동,679.5588211443331
2016,2Q,도화동,619.6365918353846
2016,2Q,독산동,451.07898145235345
2016,2Q,돈암동,491.6342783054819
2016,2Q,돈의동,1516.8882902775383
2016,2Q,동교동,569.1979406616481
2016,2Q,동빙고동,1226.797830400713
2016,2Q,동선동1가,567.3375017356971
2016,2Q,동선동2가,898.1245117713873
2016,2Q,동선동3가,517.4068332989561
2016,2Q,동선동4가,649.7967194634016
2016,2Q,동선동5가,435.3953142847054
2016,2Q,동소문동1가,387.10405248173333
2016,2Q,동소문동3가,814.6399055489965
2016,2Q,동소문동4가,488.9823902790154
2016,2Q,동소문동5가,934.5123579890321
2016,2Q,동소문동6가,695.2489729022797
2016,2Q,동소문동7가,593.7519040036926
2016,2Q,동숭동,662.7085615347775
2016,2Q,동자동,736.7193040012874
2016,2Q,동작동,763.7142945011046
2016,2Q,둔촌동,802.4503299226793
2016,2Q,등촌동,501.20618409451004
2016,2Q,마곡동,727.8792871020906
2016,2Q,마장동,605.0080825429977
2016,2Q,마천동,512.6790275827082
2016,2Q,마포동,518.925785570608
2016,2Q,만리동1가,656.614431994862
2016,2Q,만리동2가,812.6171371111676
2016,2Q,망우동,411.05903924975564
2016,2Q,망원동,520.9970583068779
2016,2Q,면목동,424.0269353704
2016,2Q,명륜1가,490.23163248432235
2016,2Q,명륜2가,637.3414593945355
2016,2Q,명륜3가,356.64231378421977
2016,2Q,명륜4가,1825.428421556644
2016,2Q,명일동,599.8376920740452
2016,2Q,목동,690.3961119226898
2016,2Q,무악동,719.513596198633
2016,2Q,묵동,452.1040665130918
2016,2Q,묵정동,662.5392344202651
2016,2Q,문래동2가,546.4122780524249
2016,2Q,문래동3가,588.1896018077183
2016,2Q,문래동4가,507.468897087708
2016,2Q,문래동5가,432.3414852468856
2016,2Q,문래동6가,474.7197221718223
2016,2Q,문배동,688.4510675877343
2016,2Q,문정동,673.2960955439862
2016,2Q,미근동,845.0563963583689
2016,2Q,미아동,451.3839032144545
2016,2Q,반포동,1441.4689974894054
2016,2Q,방배동,795.2046501503718
2016,2Q,방이동,739.2828491405594
2016,2Q,방학동,365.33610081882244
2016,2Q,방화동,487.48280834402794
2016,2Q,번동,391.9588135811335
2016,2Q,보광동,993.9934306477621
2016,2Q,보문동1가,656.5938243069371
2016,2Q,보문동2가,645.4759813737828
2016,2Q,보문동3가,499.1179061896331
2016,2Q,보문동4가,474.03490410043577
2016,2Q,보문동5가,629.7120287188368
2016,2Q,보문동6가,650.8687398995592
2016,2Q,보문동7가,974.7899159663865
2016,2Q,본동,706.4281921549502
2016,2Q,봉천동,517.0003993495055
2016,2Q,부암동,589.0306549448629
2016,2Q,북가좌동,457.32341682884925
2016,2Q,북아현동,705.113479732626
2016,2Q,북창동,796.1783439490446
2016,2Q,불광동,476.1482141025678
2016,2Q,사근동,487.4015337768607
2016,2Q,사당동,587.6939470063038
2016,2Q,사직동,810.488507365391
2016,2Q,산림동,1456.2096941959642
2016,2Q,산천동,653.5452741825533
2016,2Q,삼선동1가,547.1008940762579
2016,2Q,삼선동2가,575.4685150668856
2016,2Q,삼선동3가,609.5387712369285
2016,2Q,삼선동4가,591.3729465253577
2016,2Q,삼선동5가,370.817912247532
2016,2Q,삼성동,1162.9633020095564
2016,2Q,삼전동,529.7026229736146
2016,2Q,삼청동,793.9739413680782
2016,2Q,상계동,462.7900288231781
2016,2Q,상도1동,479.3717111704221
2016,2Q,상도동,606.8996137026223
2016,2Q,상봉동,484.1529609331755
2016,2Q,상수동,825.4404606231421
2016,2Q,상암동,752.8919849813102
2016,2Q,상왕십리동,829.9067869756313
2016,2Q,상월곡동,461.23799028576
2016,2Q,상일동,880.3939551382873
2016,2Q,서계동,691.7346078745088
2016,2Q,서교동,618.9940257141608
2016,2Q,서빙고동,861.6353777548061
2016,2Q,서초동,881.5062327715397
2016,2Q,석관동,465.05944317302857
2016,2Q,석촌동,616.0269291785114
2016,2Q,성내동,579.64612067978
2016,2Q,성북동,611.658178281936
2016,2Q,성북동1가,416.9698940745079
2016,2Q,성산동,565.962641964901
2016,2Q,성수동1가,795.2446572346807
2016,2Q,성수동2가,658.3505656169195
2016,2Q,세곡동,923.5116564694443
2016,2Q,송정동,400.91114945567824
2016,2Q,송파동,685.1433220778067
2016,2Q,수색동,465.8880047664156
2016,2Q,수서동,949.7804647345266
2016,2Q,수송동,654.6058611084345
2016,2Q,수유동,342.7011857984792
2016,2Q,순화동,691.4416367384515
2016,2Q,숭인동,544.6550601209408
2016,2Q,시흥동,390.3650764527967
2016,2Q,신계동,986.4636642050498
2016,2Q,신공덕동,724.8718447925319
2016,2Q,신교동,987.3157612128578
2016,2Q,신길동,494.7619601352214
2016,2Q,신내동,441.1753181536361
2016,2Q,신당동,636.1140953037778
2016,2Q,신대방동,540.3423201659717
2016,2Q,신도림동,594.3581484942508
2016,2Q,신림동,441.3153618349337
2016,2Q,신문로1가,839.1273076000958
2016,2Q,신사동,428.1717574716721
2016,2Q,신설동,599.0770911926891
2016,2Q,신수동,609.4314689751749
2016,2Q,신영동,509.4164960820468
2016,2Q,신원동,968.78851219214
2016,2Q,신월동,352.01136015827365
2016,2Q,신정동,617.8655052427506
2016,2Q,신창동,574.6126770736056
2016,2Q,신천동,1070.9106655674968
2016,2Q,쌍문동,363.355141117936
2016,2Q,아현동,700.0731236407652
2016,2Q,안국동,3781.0042347247427
2016,2Q,안암동1가,547.4223940573951
2016,2Q,안암동2가,693.871246237007
2016,2Q,안암동3가,382.05711092100404
2016,2Q,안암동4가,321.3630389426568
2016,2Q,안암동5가,755.3142224021157
2016,2Q,암사동,608.6467300492171
2016,2Q,압구정동,1488.1918208138568
2016,2Q,양재동,651.6786841415836
2016,2Q,양평동1가,554.978426159526
2016,2Q,양평동2가,463.2461455297188
2016,2Q,양평동3가,534.0546334700052
2016,2Q,양평동4가,531.0855565253489
2016,2Q,양평동5가,626.1501744495978
2016,2Q,양평동6가,585.327384386762
2016,2Q,여의도동,749.058924402488
2016,2Q,역삼동,884.0335463421931
2016,2Q,역촌동,394.4288091243122
2016,2Q,연건동,680.8670745206763
2016,2Q,연남동,632.7372284408585
2016,2Q,연지동,1006.2536673033491
2016,2Q,연희동,504.4582208666588
2016,2Q,염곡동,1073.042068636638
2016,2Q,염리동,659.8805543088275
2016,2Q,염창동,553.1637530951097
2016,2Q,영등포동,563.4371465407426
2016,2Q,영등포동1가,665.5099222476198
2016,2Q,영등포동2가,687.2941410238273
2016,2Q,영등포동3가,676.4883979318012
2016,2Q,영등포동4가,1108.4987221336514
2016,2Q,영등포동5가,463.41508080617194
2016,2Q,영등포동6가,421.9938287433976
