거래년도,거래분기,동,건물면적당_평균거래가(만원/㎡)
2014,2Q,돈의동,351.55593377038156
2014,2Q,동교동,547.3247949832638
2014,2Q,동빙고동,794.9395234728144
2014,2Q,동선동1가,763.1157381639994
2014,2Q,동선동2가,1104.2181463376678
2014,2Q,동선동3가,289.54188873541005
2014,2Q,동선동4가,576.8900432810435
2014,2Q,동선동5가,557.812585913862
2014,2Q,동소문동1가,451.15517555030016
2014,2Q,동소문동4가,408.01768043294396
2014,2Q,동소문동5가,531.7208097928437
2014,2Q,동소문동6가,381.6796746323446
2014,2Q,동소문동7가,569.8694074164536
2014,2Q,동숭동,466.7552038736574
2014,2Q,동자동,756.0651347464837
2014,2Q,동작동,701.3863271322002
2014,2Q,둔촌동,635.5400347177159
2014,2Q,등촌동,452.13724547001505
2014,2Q,마곡동,586.7332131489793
2014,2Q,마장동,480.19435919581446
2014,2Q,마천동,454.0749595414269
2014,2Q,마포동,402.8500481743351
2014,2Q,만리동1가,501.3291420930006
2014,2Q,만리동2가,469.1682750184249
2014,2Q,망우동,372.9578086902456
2014,2Q,망원동,474.5003297002157
2014,2Q,면목동,405.94311032870183
2014,2Q,명륜1가,394.5511493196644
2014,2Q,명륜2가,606.495447933311
2014,2Q,명륜3가,373.1854570733664
2014,2Q,명일동,520.6070628554716
2014,2Q,목동,592.6290654227441
2014,2Q,무악동,596.8373153566223
2014,2Q,묵동,377.0127455559029
2014,2Q,묵정동,423.1990672554507
2014,2Q,문래동2가,480.84259256506834
2014,2Q,문래동3가,539.2072795724175
2014,2Q,문래동4가,482.8974725240829
2014,2Q,문래동5가,340.11811044012563
2014,2Q,문래동6가,407.5071557604747
2014,2Q,문배동,733.7030961300823
2014,2Q,문정동,544.8423773103528
2014,2Q,미근동,244.35789017856547
2014,2Q,미아동,390.4407996782696
2014,2Q,반포동,1111.1082439035438
2014,2Q,방배동,686.8513717735491
2014,2Q,방이동,625.6060539238831
2014,2Q,방학동,319.7868123125934
2014,2Q,방화동,383.5970006784755
2014,2Q,번동,349.11624237736135
2014,2Q,보광동,762.3764436101661
2014,2Q,보문동2가,474.56062121627787
2014,2Q,보문동3가,543.9811464392124
2014,2Q,보문동6가,401.34851965672505
2014,2Q,본동,544.7122296091962
2014,2Q,봉천동,457.685993156301
2014,2Q,부암동,459.9054738966142
2014,2Q,북가좌동,391.1941270879654
2014,2Q,북아현동,451.6092597010851
2014,2Q,불광동,403.6278714139769
2014,2Q,사근동,418.38939822190434
2014,2Q,사당동,512.8102717006003
2014,2Q,사직동,672.7171856753015
2014,2Q,산천동,568.9455861084431
2014,2Q,삼선동1가,470.22353086698735
2014,2Q,삼선동2가,502.26217428137676
2014,2Q,삼선동3가,515.2715432801349
2014,2Q,삼선동4가,422.2914788427601
2014,2Q,삼선동5가,508.8922966779615
2014,2Q,삼성동,962.7326284242336
2014,2Q,삼전동,493.33883209230333
2014,2Q,삼청동,1013.1974320135346
2014,2Q,상계동,391.1004615638219
2014,2Q,상도1동,547.9366139560299
2014,2Q,상도동,534.799558938672
2014,2Q,상봉동,458.99066866059013
2014,2Q,상수동,683.2653131990041
2014,2Q,상암동,712.7115004867794
2014,2Q,상왕십리동,720.606210620685
2014,2Q,상월곡동,392.72829805763325
2014,2Q,상일동,689.0694594313945
2014,2Q,서계동,651.2759984991993
2014,2Q,서교동,608.3006121576619
2014,2Q,서빙고동,757.2903175011568
2014,2Q,서초동,782.0327122120948
2014,2Q,석관동,390.5769424224707
2014,2Q,석촌동,558.3251420897067
2014,2Q,성내동,481.8229931522136
2014,2Q,성북동,533.0095625813691
2014,2Q,성북동1가,514.8745660677706
2014,2Q,성산동,489.67350570044636
2014,2Q,성수동1가,700.2488532486086
2014,2Q,성수동2가,552.3563372843313
2014,2Q,세곡동,686.6750510951265
2014,2Q,송월동,813.1350024930116
2014,2Q,송정동,404.14930654544156
2014,2Q,송파동,590.0992660044694
2014,2Q,수색동,409.60336486876264
2014,2Q,수서동,773.4734424468003
2014,2Q,수송동,702.618635360567
2014,2Q,수유동,317.9585633319444
2014,2Q,순화동,641.432133787802
2014,2Q,숭인동,578.1160588111663
2014,2Q,시흥동,345.1624498791237
2014,2Q,신계동,892.3196881919238
2014,2Q,신공덕동,663.3299952402382
2014,2Q,신교동,596.5784471413949
2014,2Q,신길동,460.8900885630449
2014,2Q,신내동,383.34487754064946
2014,2Q,신당동,524.6439308145591
2014,2Q,신대방동,527.5707237554001
2014,2Q,신도림동,534.926418556378
2014,2Q,신림동,460.1437817432246
2014,2Q,신문로1가,887.9081062752483
2014,2Q,신문로2가,526.1524748672566
2014,2Q,신사동,368.35748078572794
2014,2Q,신설동,535.985526121793
2014,2Q,신수동,538.254186456383
2014,2Q,신영동,398.788069490858
2014,2Q,신원동,755.08315495937
2014,2Q,신월동,319.2609977669556
2014,2Q,신정동,494.11368956643736
2014,2Q,신창동,548.5431166686328
2014,2Q,신천동,952.1126844259364
2014,2Q,신촌동,221.17777163395078
2014,2Q,쌍문동,326.68263214587245
2014,2Q,아현동,672.5203774207525
2014,2Q,안국동,748.1168094107935
2014,2Q,안암동1가,491.8632863441873
2014,2Q,안암동2가,667.9174317097118
2014,2Q,안암동3가,317.40280828313104
2014,2Q,안암동4가,355.20434227330776
2014,2Q,안암동5가,416.6407517136159
2014,2Q,암사동,533.663686622816
2014,2Q,압구정동,1252.3574022565574
2014,2Q,양재동,533.4804388283477
2014,2Q,양평동1가,468.8929222387447
2014,2Q,양평동2가,398.51724018318095
2014,2Q,양평동3가,502.180222738852
2014,2Q,양평동4가,492.006829318735
2014,2Q,양평동5가,471.71162266100356
2014,2Q,양평동6가,468.32720890005436
2014,2Q,여의도동,639.5758818398848
2014,2Q,역삼동,790.4592330562776
2014,2Q,역촌동,334.03167611225183
2014,2Q,연건동,491.13043430919095
2014,2Q,연남동,509.5790321542535
2014,2Q,연지동,392.85714285714283
2014,2Q,연희동,452.8291767298966
2014,2Q,염리동,466.6877938220575
2014,2Q,염창동,473.35476232093464
2014,2Q,영등포동,531.0820890762045
2014,2Q,영등포동1가,718.7388496070104
2014,2Q,영등포동2가,850.0490118633006
2014,2Q,영등포동4가,877.9369220784217
2014,2Q,영등포동7가,544.3581295637425
2014,2Q,영등포동8가,638.6533148004202
2014,2Q,영천동,467.9905950083022
2014,2Q,예장동,415.8004158004158
2014,2Q,오곡동,247.4747474747475
2014,2Q,오금동,509.11354865486123
2014,2Q,오류동,405.64543327722504
2014,2Q,오장동,931.9804058782366
2014,2Q,옥수동,679.8663961883012
2014,2Q,옥인동,794.9798080936101
2014,2Q,옥천동,752.070633681236
2014,2Q,온수동,378.9381303764126
2014,2Q,외발산동,263.9935437976094
2014,2Q,용강동,726.4720089041938
2014,2Q,용답동,330.1307683960536
2014,2Q,용두동,522.1258608792417
2014,2Q,용문동,552.6389595167947
2014,2Q,용산동2가,483.115479355599
2014,2Q,용산동5가,853.7470858437246
2014,2Q,우면동,765.6376189617723
2014,2Q,우이동,327.8972996004545
2014,2Q,운니동,360.9684614586576
2014,2Q,원서동,540.4987480227876
2014,2Q,원효로1가,677.3231077333411
2014,2Q,원효로3가,798.7531205523501
2014,2Q,원효로4가,656.8196897635927
2014,2Q,월계동,394.7102139331708
2014,2Q,율현동,547.8189637517919
2014,2Q,을지로4가,1004.53743382909
2014,2Q,을지로5가,513.9360680422046
2014,2Q,을지로6가,601.6330038676407
2014,2Q,을지로7가,472.9202049089198
2014,2Q,응봉동,504.69653213143647
2014,2Q,응암동,323.64662606292416
2014,2Q,의주로1가,600.4738289858948
2014,2Q,이문동,414.5241652702271
2014,2Q,이촌동,803.1177448449848
2014,2Q,이태원동,753.3197105691155
2014,2Q,이화동,744.6732829406899
2014,2Q,익선동,504.05393269654127
2014,2Q,인사동,509.1649694501018
2014,2Q,인의동,449.5982787474633
2014,2Q,인현동2가,562.2377053392096
2014,2Q,일원동,815.7880649006606
2014,2Q,자곡동,687.6728795786267
2014,2Q,자양동,558.5443576873691
2014,2Q,잠실동,1031.3136687636738
2014,2Q,잠원동,921.1917851529234
2014,2Q,장사동,1340.4825737265414
2014,2Q,장안동,432.8687841539542
2014,2Q,장위동,318.500271288158
2014,2Q,장지동,706.0782548695134
2014,2Q,장충동1가,381.17731248572085
2014,2Q,장충동2가,587.5374734579336
2014,2Q,적선동,587.8894767783657
2014,2Q,전농동,430.109405089311
2014,2Q,정릉동,381.5060004887529
2014,2Q,제기동,502.9637264797289
2014,2Q,종로1가,652.7545010772776
2014,2Q,종로6가,373.92708421857736
2014,2Q,종암동,498.35872356750366
2014,2Q,중계동,429.1772515566792
2014,2Q,중곡동,458.30533801575535
2014,2Q,중동,461.08378325360997
2014,2Q,중림동,633.9621841631807
2014,2Q,중화동,351.8414086026164
2014,2Q,증산동,403.3445538025344
2014,2Q,진관동,525.4346651681808
2014,2Q,창동,372.8266898122765
2014,2Q,창신동,415.0980932416996
2014,2Q,창전동,663.6428734783509
2014,2Q,창천동,415.08899893093565
2014,2Q,천연동,569.7047028188291
2014,2Q,천왕동,452.2542728694181
2014,2Q,천호동,471.7613555666491
2014,2Q,청담동,871.1816811018898
2014,2Q,청량리동,424.3635374125267
2014,2Q,청운동,645.0668347091856
2014,2Q,청파동1가,471.3269434694336
2014,2Q,청파동2가,523.3224706416389
2014,2Q,청파동3가,420.0628673035053
2014,2Q,체부동,995.1693474901416
2014,2Q,충무로3가,889.0829694323144
2014,2Q,충무로4가,508.16288641580115
2014,2Q,충무로5가,800.2389792993781
2014,2Q,충신동,387.45373343523005
2014,2Q,충정로2가,484.58615450139786
2014,2Q,충정로3가,472.8316129938118
2014,2Q,토정동,557.961252112341
2014,2Q,통인동,961.6518530371272
2014,2Q,평동,570.7589110258675
2014,2Q,평창동,480.35694614297216
2014,2Q,풍납동,533.5500912236527
2014,2Q,필동1가,627.8339727938611
2014,2Q,필동2가,426.1704893373111
2014,2Q,필운동,1065.830931333406
2014,2Q,하계동,424.5233177458907
2014,2Q,하왕십리동,555.8480359517839
2014,2Q,하월곡동,496.06005975878486
2014,2Q,하중동,673.5225955967554
2014,2Q,한강로1가,794.4274198955185
2014,2Q,한강로2가,895.2826249090571
2014,2Q,한강로3가,796.0219154833937
2014,2Q,한남동,948.2373033268445
2014,2Q,합동,513.7936860615208
2014,2Q,합정동,599.2517503090523
2014,2Q,항동,356.85473512680045
