거래년도,거래분기,동,총직장인구수
2021,1Q,상계동,337
2021,1Q,상계동,491
2021,1Q,상계동,275
2021,1Q,상계동,124
2021,1Q,상계동,93
2021,1Q,상계동,116
2021,1Q,상계동,96
2021,1Q,상계동,49
2021,1Q,상계동,68
2021,1Q,상계동,180
2021,1Q,상계동,1552
2021,1Q,상계동,389
2021,1Q,상도1동,296
2021,1Q,상도1동,3057
2021,1Q,상도1동,360
2021,1Q,상도1동,131
2021,1Q,상도1동,187
2021,1Q,상도1동,239
2021,1Q,상도동,319
2021,1Q,상도동,366
2021,1Q,상도동,262
2021,1Q,상도동,281
2021,1Q,상도동,72
2021,1Q,상도동,255
2021,1Q,상도동,296
2021,1Q,상도동,3057
2021,1Q,상도동,360
2021,1Q,상도동,131
2021,1Q,상도동,187
2021,1Q,상도동,211
2021,1Q,상도동,21
2021,1Q,상도동,497
2021,1Q,상도동,65
2021,1Q,상도동,239
2021,1Q,상봉동,1012
2021,1Q,상봉동,431
2021,1Q,상봉동,327
2021,1Q,상봉동,397
2021,1Q,상봉동,1530
2021,1Q,상봉동,198
2021,1Q,상봉동,139
2021,1Q,상봉동,13
2021,1Q,상수동,395
2021,1Q,상수동,309
2021,1Q,상수동,110
2021,1Q,상수동,91
2021,1Q,상수동,67
2021,1Q,상수동,358
2021,1Q,상수동,524
2021,1Q,상암동,8846
2021,1Q,상암동,816
2021,1Q,상왕십리동,33
2021,1Q,상왕십리동,945
2021,1Q,상왕십리동,1670
2021,1Q,상월곡동,109
2021,1Q,상월곡동,99
2021,1Q,상월곡동,369
2021,1Q,서계동,12
2021,1Q,서계동,748
2021,1Q,서계동,1547
2021,1Q,서계동,825
2021,1Q,서교동,471
2021,1Q,서교동,1932
2021,1Q,서교동,1690
2021,1Q,서교동,7276
2021,1Q,서교동,9580
2021,1Q,서교동,29
2021,1Q,서교동,24
2021,1Q,서교동,150
2021,1Q,서교동,367
2021,1Q,서교동,1579
2021,1Q,서교동,284
2021,1Q,서교동,760
2021,1Q,서린동,325
2021,1Q,서린동,12937
2021,1Q,서린동,33181
2021,1Q,서린동,22070
2021,1Q,서린동,8495
2021,1Q,서린동,4095
2021,1Q,서린동,2984
2021,1Q,서린동,364
2021,1Q,서린동,133
2021,1Q,서린동,32892
2021,1Q,서린동,466
2021,1Q,서빙고동,101
2021,1Q,서빙고동,752
2021,1Q,서빙고동,149
2021,1Q,서소문동,5958
2021,1Q,서소문동,6561
2021,1Q,서소문동,23737
2021,1Q,서소문동,5197
2021,1Q,서소문동,1096
2021,1Q,서소문동,104830
2021,1Q,서소문동,22643
2021,1Q,서초동,794
2021,1Q,서초동,15771
2021,1Q,서초동,11750
2021,1Q,서초동,10241
2021,1Q,서초동,874
2021,1Q,서초동,1610
2021,1Q,서초동,8254
2021,1Q,서초동,596
2021,1Q,서초동,21130
2021,1Q,서초동,2178
2021,1Q,서초동,18222
2021,1Q,서초동,532
2021,1Q,서초동,679
2021,1Q,서초동,379
2021,1Q,서초동,72613
2021,1Q,석관동,94
2021,1Q,석관동,95
2021,1Q,석관동,13
2021,1Q,석관동,191
2021,1Q,석관동,235
2021,1Q,석관동,441
2021,1Q,석관동,988
2021,1Q,석관동,170
2021,1Q,석관동,249
2021,1Q,석촌동,1551
2021,1Q,석촌동,130
2021,1Q,석촌동,1512
2021,1Q,석촌동,2344
2021,1Q,석촌동,732
2021,1Q,석촌동,876
2021,1Q,석촌동,619
2021,1Q,성내동,131
2021,1Q,성내동,394
2021,1Q,성내동,6288
2021,1Q,성내동,47
2021,1Q,성내동,433
2021,1Q,성내동,451
2021,1Q,성내동,774
2021,1Q,성내동,4533
2021,1Q,성내동,1884
2021,1Q,성내동,751
2021,1Q,성내동,171
2021,1Q,성내동,157
2021,1Q,성내동,746
2021,1Q,성북동,73
2021,1Q,성북동,13818
2021,1Q,성북동,203
2021,1Q,성북동,814
2021,1Q,성북동,986
2021,1Q,성북동,216
2021,1Q,성북동,1730
2021,1Q,성북동1가,73
2021,1Q,성북동1가,13818
2021,1Q,성북동1가,203
2021,1Q,성북동1가,814
2021,1Q,성북동1가,986
2021,1Q,성북동1가,216
2021,1Q,성북동1가,1730
2021,1Q,성산동,84
2021,1Q,성산동,77
2021,1Q,성산동,38
2021,1Q,성산동,789
2021,1Q,성산동,795
2021,1Q,성산동,357
2021,1Q,성산동,803
2021,1Q,성산동,637
2021,1Q,성산동,281
2021,1Q,성산동,2362
2021,1Q,성수동1가,79
2021,1Q,성수동1가,1253
2021,1Q,성수동1가,27
2021,1Q,성수동1가,290
2021,1Q,성수동1가,911
2021,1Q,성수동1가,640
2021,1Q,성수동1가,212
2021,1Q,성수동1가,3944
2021,1Q,성수동1가,1017
2021,1Q,성수동2가,4798
2021,1Q,성수동2가,786
2021,1Q,성수동2가,11387
2021,1Q,성수동2가,771
2021,1Q,성수동2가,335
2021,1Q,성수동2가,4745
2021,1Q,성수동2가,6605
2021,1Q,성수동2가,45
2021,1Q,세곡동,17
2021,1Q,세곡동,268
2021,1Q,세곡동,39
2021,1Q,세곡동,58
2021,1Q,세곡동,317
2021,1Q,세종로,1989
2021,1Q,세종로,325
2021,1Q,세종로,43873
2021,1Q,세종로,12937
2021,1Q,세종로,33181
2021,1Q,세종로,22070
2021,1Q,세종로,8495
2021,1Q,세종로,4095
2021,1Q,세종로,2984
2021,1Q,세종로,63
2021,1Q,세종로,564
2021,1Q,세종로,364
2021,1Q,세종로,133
2021,1Q,세종로,32892
2021,1Q,세종로,466
2021,1Q,세종로,283
2021,1Q,세종로,507
2021,1Q,세종로,263
2021,1Q,세종로,1042
2021,1Q,세종로,125
2021,1Q,세종로,194
2021,1Q,세종로,578
2021,1Q,소격동,3049
2021,1Q,소공동,5958
2021,1Q,소공동,6561
2021,1Q,소공동,23737
2021,1Q,소공동,5197
2021,1Q,소공동,1096
2021,1Q,소공동,104830
2021,1Q,소공동,22643
2021,1Q,송월동,1510
2021,1Q,송월동,32
2021,1Q,송정동,105
2021,1Q,송정동,122
2021,1Q,송정동,401
2021,1Q,송정동,132
2021,1Q,송정동,160
2021,1Q,송파동,4494
2021,1Q,송파동,2234
2021,1Q,송파동,1352
2021,1Q,송파동,3803
2021,1Q,송파동,1056
2021,1Q,송현동,3049
2021,1Q,수색동,7
2021,1Q,수색동,20
2021,1Q,수서동,12418
2021,1Q,수서동,1724
2021,1Q,수송동,325
2021,1Q,수송동,12937
2021,1Q,수송동,33181
2021,1Q,수송동,22070
2021,1Q,수송동,8495
2021,1Q,수송동,4095
2021,1Q,수송동,2984
2021,1Q,수송동,364
2021,1Q,수송동,133
2021,1Q,수송동,32892
2021,1Q,수송동,466
2021,1Q,수유동,911
2021,1Q,수유동,20
2021,1Q,수유동,69
2021,1Q,수유동,24
2021,1Q,수유동,32
2021,1Q,수유동,86
2021,1Q,수유동,142
2021,1Q,수유동,166
2021,1Q,수유동,512
2021,1Q,수유동,263
2021,1Q,수유동,11
2021,1Q,수유동,176
2021,1Q,수유동,496
2021,1Q,수유동,60
2021,1Q,수유동,100
2021,1Q,수유동,12
2021,1Q,수유동,114
2021,1Q,수유동,96
2021,1Q,수유동,343
2021,1Q,수유동,83
2021,1Q,수유동,148
2021,1Q,수유동,214
2021,1Q,수유동,275
2021,1Q,수유동,187
2021,1Q,수유동,1930
2021,1Q,수유동,228
2021,1Q,수유동,725
2021,1Q,수유동,549
2021,1Q,수유동,126
2021,1Q,수유동,321
2021,1Q,수유동,205
2021,1Q,수유동,91
2021,1Q,수유동,1943
2021,1Q,수유동,188
2021,1Q,수표동,10242
2021,1Q,수표동,967
2021,1Q,수표동,30610
2021,1Q,수표동,18097
2021,1Q,수표동,12590
2021,1Q,수표동,7461
2021,1Q,수표동,11882
2021,1Q,수하동,10242
2021,1Q,수하동,967
2021,1Q,수하동,30610
2021,1Q,수하동,18097
2021,1Q,수하동,12590
2021,1Q,수하동,7461
2021,1Q,수하동,11882
2021,1Q,순화동,1907
2021,1Q,순화동,732
2021,1Q,순화동,22643
2021,1Q,순화동,5494
2021,1Q,순화동,22578
2021,1Q,순화동,5958
2021,1Q,순화동,6561
2021,1Q,순화동,23737
2021,1Q,순화동,1096
2021,1Q,순화동,49
2021,1Q,순화동,165
2021,1Q,순화동,5197
2021,1Q,순화동,2167
2021,1Q,순화동,104830
2021,1Q,숭인동,407
2021,1Q,숭인동,50
2021,1Q,숭인동,166
2021,1Q,숭인동,276
2021,1Q,숭인동,52
2021,1Q,숭인동,208
2021,1Q,시흥동,154
2021,1Q,시흥동,1044
2021,1Q,시흥동,374
2021,1Q,시흥동,92
2021,1Q,시흥동,99
2021,1Q,시흥동,646
2021,1Q,시흥동,426
2021,1Q,시흥동,191
2021,1Q,시흥동,76
2021,1Q,시흥동,813
2021,1Q,시흥동,102
2021,1Q,시흥동,418
2021,1Q,시흥동,397
2021,1Q,시흥동,269
2021,1Q,시흥동,617
2021,1Q,시흥동,202
2021,1Q,시흥동,193
2021,1Q,시흥동,298
2021,1Q,시흥동,139
2021,1Q,시흥동,39
2021,1Q,시흥동,113
2021,1Q,신계동,374
2021,1Q,신계동,137
2021,1Q,신계동,1090
2021,1Q,신공덕동,3948
2021,1Q,신공덕동,15
2021,1Q,신공덕동,1855
2021,1Q,신공덕동,264
2021,1Q,신공덕동,169
2021,1Q,신공덕동,46
2021,1Q,신공덕동,97
2021,1Q,신교동,63
2021,1Q,신교동,507
2021,1Q,신교동,263
2021,1Q,신교동,194
2021,1Q,신교동,578
2021,1Q,신길동,171
2021,1Q,신길동,741
2021,1Q,신길동,25
2021,1Q,신길동,69
2021,1Q,신길동,533
2021,1Q,신길동,47
2021,1Q,신길동,53
2021,1Q,신길동,119
2021,1Q,신길동,2
2021,1Q,신길동,336
2021,1Q,신길동,312
2021,1Q,신길동,312
2021,1Q,신길동,45
2021,1Q,신길동,14
2021,1Q,신길동,67
2021,1Q,신길동,112
2021,1Q,신길동,403
2021,1Q,신길동,187
2021,1Q,신길동,363
2021,1Q,신길동,286
2021,1Q,신길동,673
2021,1Q,신길동,2250
2021,1Q,신길동,517
2021,1Q,신길동,26
2021,1Q,신길동,223
2021,1Q,신내동,477
2021,1Q,신내동,610
2021,1Q,신내동,148
2021,1Q,신내동,29
2021,1Q,신내동,31
2021,1Q,신내동,9
2021,1Q,신내동,97
2021,1Q,신당동,104
2021,1Q,신당동,160
2021,1Q,신당동,2303
2021,1Q,신당동,306
2021,1Q,신당동,111
2021,1Q,신당동,484
2021,1Q,신당동,281
2021,1Q,신당동,1542
2021,1Q,신당동,2299
2021,1Q,신당동,514
2021,1Q,신당동,2348
2021,1Q,신당동,158
2021,1Q,신당동,20
2021,1Q,신당동,158
2021,1Q,신당동,20
2021,1Q,신당동,42
2021,1Q,신당동,233
2021,1Q,신당동,391
2021,1Q,신당동,160
2021,1Q,신당동,169
2021,1Q,신대방동,20
2021,1Q,신대방동,456
2021,1Q,신대방동,599
2021,1Q,신대방동,472
2021,1Q,신대방동,70
2021,1Q,신대방동,2417
2021,1Q,신도림동,1045
2021,1Q,신림동,637
2021,1Q,신림동,695
2021,1Q,신림동,164
2021,1Q,신림동,39
2021,1Q,신림동,98
2021,1Q,신림동,75
2021,1Q,신림동,2159
2021,1Q,신림동,22
2021,1Q,신림동,1
2021,1Q,신림동,20
2021,1Q,신림동,25
2021,1Q,신림동,17
2021,1Q,신림동,615
2021,1Q,신림동,2
2021,1Q,신림동,217
2021,1Q,신림동,55
2021,1Q,신림동,429
2021,1Q,신림동,538
2021,1Q,신림동,431
2021,1Q,신림동,66
2021,1Q,신림동,182
2021,1Q,신림동,410
2021,1Q,신림동,1168
2021,1Q,신림동,84
2021,1Q,신림동,319
2021,1Q,신림동,236
2021,1Q,신림동,270
2021,1Q,신림동,184
2021,1Q,신림동,202
2021,1Q,신림동,232
2021,1Q,신림동,1026
2021,1Q,신림동,64
2021,1Q,신림동,279
2021,1Q,신림동,46
2021,1Q,신림동,49
2021,1Q,신림동,319
2021,1Q,신림동,368
2021,1Q,신림동,17
2021,1Q,신림동,995
2021,1Q,신림동,1580
2021,1Q,신림동,733
2021,1Q,신림동,339
2021,1Q,신림동,184
2021,1Q,신림동,12
2021,1Q,신문로1가,1989
2021,1Q,신문로1가,43873
2021,1Q,신문로1가,564
2021,1Q,신문로1가,283
2021,1Q,신문로1가,1042
2021,1Q,신문로1가,125
2021,1Q,신문로2가,1989
2021,1Q,신문로2가,43873
2021,1Q,신문로2가,564
2021,1Q,신문로2가,283
2021,1Q,신문로2가,1042
2021,1Q,신문로2가,125
2021,1Q,신사동,24
2021,1Q,신사동,6384
2021,1Q,신사동,5611
2021,1Q,신사동,1683
2021,1Q,신사동,267
2021,1Q,신사동,11735
2021,1Q,신사동,71
2021,1Q,신사동,163
2021,1Q,신사동,271
2021,1Q,신사동,120
2021,1Q,신사동,53
2021,1Q,신사동,373
2021,1Q,신사동,515
2021,1Q,신사동,58
2021,1Q,신사동,6518
2021,1Q,신사동,547
2021,1Q,신사동,8579
2021,1Q,신사동,11725
2021,1Q,신설동,1864
2021,1Q,신설동,370
2021,1Q,신설동,839
2021,1Q,신설동,398
2021,1Q,신설동,122
2021,1Q,신설동,4
2021,1Q,신설동,3124
2021,1Q,신설동,807
2021,1Q,신설동,42
2021,1Q,신설동,70
2021,1Q,신설동,221
2021,1Q,신설동,12648
2021,1Q,신수동,61
2021,1Q,신수동,635
2021,1Q,신수동,470
2021,1Q,신수동,28
2021,1Q,신수동,173
2021,1Q,신수동,208
2021,1Q,신수동,1605
2021,1Q,신수동,34
2021,1Q,신수동,78
2021,1Q,신영동,141
2021,1Q,신영동,607
2021,1Q,신영동,1057
2021,1Q,신영동,27
2021,1Q,신영동,930
2021,1Q,신원동,933
2021,1Q,신원동,191
2021,1Q,신원동,112
2021,1Q,신원동,57
2021,1Q,신월동,431
2021,1Q,신월동,304
2021,1Q,신월동,357
2021,1Q,신월동,731
2021,1Q,신월동,417
2021,1Q,신월동,517
2021,1Q,신월동,381
2021,1Q,신월동,378
2021,1Q,신월동,350
2021,1Q,신월동,1200
2021,1Q,신월동,674
2021,1Q,신월동,635
2021,1Q,신월동,155
2021,1Q,신월동,544
2021,1Q,신월동,47
2021,1Q,신월동,875
2021,1Q,신월동,18
2021,1Q,신월동,27
2021,1Q,신월동,27
2021,1Q,신월동,40
2021,1Q,신월동,34
2021,1Q,신월동,102
2021,1Q,신월동,141
2021,1Q,신정동,395
2021,1Q,신정동,309
2021,1Q,신정동,110
2021,1Q,신정동,91
2021,1Q,신정동,67
2021,1Q,신정동,358
2021,1Q,신정동,61
2021,1Q,신정동,635
2021,1Q,신정동,470
2021,1Q,신정동,187
2021,1Q,신정동,1377
2021,1Q,신정동,126
2021,1Q,신정동,289
2021,1Q,신정동,644
2021,1Q,신정동,80
2021,1Q,신정동,596
2021,1Q,신정동,87
2021,1Q,신정동,161
2021,1Q,신정동,34
2021,1Q,신정동,20
2021,1Q,신정동,130
2021,1Q,신정동,38
2021,1Q,신정동,726
2021,1Q,신정동,548
2021,1Q,신정동,15
2021,1Q,신정동,524
2021,1Q,신정동,992
2021,1Q,신정동,608
2021,1Q,신정동,1858
2021,1Q,신창동,1189
2021,1Q,신천동,9608
2021,1Q,신천동,45462
2021,1Q,신촌동,493
2021,1Q,신촌동,30
2021,1Q,신촌동,147
2021,1Q,신촌동,391
2021,1Q,신촌동,86
2021,1Q,신촌동,5328
2021,1Q,신촌동,105
2021,1Q,신촌동,51
2021,1Q,신촌동,211
2021,1Q,신촌동,13
2021,1Q,쌍림동,1545
2021,1Q,쌍림동,2257
2021,1Q,쌍림동,35317
2021,1Q,쌍림동,167
2021,1Q,쌍림동,3089
2021,1Q,쌍림동,5916
2021,1Q,쌍림동,1000
2021,1Q,쌍문동,191
2021,1Q,쌍문동,21
2021,1Q,쌍문동,244
2021,1Q,쌍문동,263
2021,1Q,쌍문동,32
2021,1Q,쌍문동,33
2021,1Q,쌍문동,261
2021,1Q,쌍문동,37
2021,1Q,쌍문동,307
2021,1Q,쌍문동,35
2021,1Q,쌍문동,209
2021,1Q,쌍문동,43
2021,1Q,쌍문동,474
2021,1Q,아현동,3948
2021,1Q,아현동,15
2021,1Q,아현동,203
2021,1Q,아현동,12
2021,1Q,아현동,49
2021,1Q,아현동,918
2021,1Q,아현동,1855
2021,1Q,아현동,264
2021,1Q,아현동,169
2021,1Q,아현동,46
2021,1Q,아현동,97
2021,1Q,안국동,3049
2021,1Q,안암동1가,248
2021,1Q,안암동1가,883
2021,1Q,안암동1가,376
2021,1Q,안암동1가,150
2021,1Q,안암동1가,2069
2021,1Q,안암동1가,59
2021,1Q,안암동1가,2735
2021,1Q,안암동2가,248
2021,1Q,안암동2가,883
2021,1Q,안암동2가,376
2021,1Q,안암동2가,150
2021,1Q,안암동2가,2069
2021,1Q,안암동2가,59
2021,1Q,안암동2가,2735
2021,1Q,안암동3가,248
2021,1Q,안암동3가,883
2021,1Q,안암동3가,376
2021,1Q,안암동3가,150
2021,1Q,안암동3가,2069
2021,1Q,안암동3가,59
2021,1Q,안암동3가,2735
2021,1Q,안암동4가,248
2021,1Q,안암동4가,883
2021,1Q,안암동4가,376
2021,1Q,안암동4가,150
2021,1Q,안암동4가,2069
2021,1Q,안암동4가,59
2021,1Q,안암동4가,2735
2021,1Q,안암동5가,248
2021,1Q,안암동5가,883
2021,1Q,안암동5가,376
2021,1Q,안암동5가,150
2021,1Q,안암동5가,2069
2021,1Q,안암동5가,59
2021,1Q,안암동5가,2735
2021,1Q,암사동,147
2021,1Q,암사동,104
2021,1Q,암사동,673
2021,1Q,암사동,173
2021,1Q,암사동,916
2021,1Q,암사동,831
2021,1Q,암사동,417
2021,1Q,압구정동,24
2021,1Q,압구정동,6384
2021,1Q,압구정동,5611
2021,1Q,압구정동,1683
2021,1Q,압구정동,267
2021,1Q,압구정동,11735
2021,1Q,압구정동,271
2021,1Q,압구정동,53
2021,1Q,압구정동,58
2021,1Q,압구정동,6518
2021,1Q,압구정동,8579
2021,1Q,압구정동,11725
2021,1Q,양재동,41
2021,1Q,양재동,10139
2021,1Q,양재동,7278
2021,1Q,양재동,89
2021,1Q,양재동,94
2021,1Q,양재동,2562
2021,1Q,양재동,3558
2021,1Q,양재동,994
2021,1Q,양재동,6231
2021,1Q,양재동,832
2021,1Q,양재동,2465
2021,1Q,양재동,1522
2021,1Q,양재동,5949
2021,1Q,양재동,956
2021,1Q,양재동,261
2021,1Q,양재동,3242
2021,1Q,양재동,1122
2021,1Q,양평동,1792
2021,1Q,양평동,500
2021,1Q,양평동,3139
2021,1Q,양평동,161
2021,1Q,양평동1가,275
2021,1Q,양평동1가,1501
2021,1Q,양평동1가,5072
2021,1Q,양평동2가,275
2021,1Q,양평동2가,1501
2021,1Q,양평동2가,5072
2021,1Q,양평동3가,500
2021,1Q,양평동3가,275
2021,1Q,양평동3가,1501
2021,1Q,양평동3가,5072
2021,1Q,양평동3가,1792
2021,1Q,양평동3가,3139
2021,1Q,양평동3가,161
2021,1Q,양평동4가,1792
2021,1Q,양평동4가,500
2021,1Q,양평동4가,3139
2021,1Q,양평동4가,161
2021,1Q,양평동5가,1792
2021,1Q,양평동5가,500
2021,1Q,양평동5가,3139
2021,1Q,양평동5가,161
2021,1Q,양평동6가,1792
2021,1Q,양평동6가,500
2021,1Q,양평동6가,3139
2021,1Q,양평동6가,161
2021,1Q,양화동,1792
2021,1Q,양화동,500
2021,1Q,양화동,3139
2021,1Q,양화동,161
2021,1Q,여의도동,31135
2021,1Q,여의도동,69255
2021,1Q,여의도동,8614
2021,1Q,역삼동,27363
2021,1Q,역삼동,235
2021,1Q,역삼동,17
2021,1Q,역삼동,58731
2021,1Q,역삼동,11531
2021,1Q,역삼동,3427
2021,1Q,역삼동,11549
2021,1Q,역삼동,636
2021,1Q,역삼동,1199
2021,1Q,역삼동,41471
2021,1Q,역삼동,997
2021,1Q,역삼동,5243
2021,1Q,역삼동,779
2021,1Q,역삼동,1139
2021,1Q,역삼동,377
2021,1Q,역삼동,1546
2021,1Q,역삼동,1542
2021,1Q,역삼동,2628
2021,1Q,역촌동,87
2021,1Q,역촌동,1202
2021,1Q,역촌동,690
2021,1Q,연건동,598
2021,1Q,연건동,704
2021,1Q,연건동,92
2021,1Q,연남동,292
2021,1Q,연남동,426
2021,1Q,연남동,10
2021,1Q,연남동,5955
2021,1Q,연지동,213
2021,1Q,연지동,190
2021,1Q,연지동,7536
2021,1Q,연지동,4887
2021,1Q,연지동,302
2021,1Q,연지동,24
2021,1Q,연지동,200
2021,1Q,연지동,88
2021,1Q,연지동,1319
2021,1Q,연희동,214
2021,1Q,연희동,14
2021,1Q,연희동,110
2021,1Q,연희동,947
2021,1Q,연희동,100
2021,1Q,연희동,3646
2021,1Q,연희동,335
2021,1Q,연희동,457
2021,1Q,연희동,884
2021,1Q,연희동,129
2021,1Q,연희동,661
2021,1Q,염곡동,933
2021,1Q,염곡동,191
2021,1Q,염곡동,112
2021,1Q,염곡동,57
2021,1Q,염리동,11485
2021,1Q,염리동,145
2021,1Q,염리동,2091
2021,1Q,염리동,875
2021,1Q,염리동,16
2021,1Q,염리동,56
2021,1Q,염리동,12
2021,1Q,염리동,49
2021,1Q,염리동,918
2021,1Q,염리동,203
2021,1Q,염창동,285
2021,1Q,염창동,574
2021,1Q,영등포동,28
2021,1Q,영등포동,69
2021,1Q,영등포동,10
2021,1Q,영등포동,1
2021,1Q,영등포동,87
2021,1Q,영등포동,9
2021,1Q,영등포동,119
2021,1Q,영등포동,227
2021,1Q,영등포동,2017
2021,1Q,영등포동,3856
2021,1Q,영등포동,312
2021,1Q,영등포동,5066
2021,1Q,영등포동,45
2021,1Q,영등포동,76
2021,1Q,영등포동,102
2021,1Q,영등포동,67
2021,1Q,영등포동,112
2021,1Q,영등포동,158
2021,1Q,영등포동,127
2021,1Q,영등포동,292
2021,1Q,영등포동1가,28
2021,1Q,영등포동1가,10
2021,1Q,영등포동1가,1
2021,1Q,영등포동1가,87
2021,1Q,영등포동1가,9
2021,1Q,영등포동1가,45
2021,1Q,영등포동1가,227
2021,1Q,영등포동1가,2017
2021,1Q,영등포동1가,3856
2021,1Q,영등포동1가,5066
2021,1Q,영등포동1가,158
2021,1Q,영등포동1가,76
2021,1Q,영등포동1가,102
2021,1Q,영등포동1가,127
2021,1Q,영등포동1가,292
2021,1Q,영등포동2가,28
2021,1Q,영등포동2가,10
2021,1Q,영등포동2가,1
2021,1Q,영등포동2가,87
2021,1Q,영등포동2가,9
2021,1Q,영등포동2가,45
2021,1Q,영등포동2가,227
2021,1Q,영등포동2가,2017
2021,1Q,영등포동2가,3856
2021,1Q,영등포동2가,5066
2021,1Q,영등포동2가,158
2021,1Q,영등포동2가,76
2021,1Q,영등포동2가,102
2021,1Q,영등포동2가,127
2021,1Q,영등포동2가,292
2021,1Q,영등포동3가,28
2021,1Q,영등포동3가,10
2021,1Q,영등포동3가,1
2021,1Q,영등포동3가,87
2021,1Q,영등포동3가,9
2021,1Q,영등포동3가,45
2021,1Q,영등포동3가,227
2021,1Q,영등포동3가,2017
2021,1Q,영등포동3가,3856
2021,1Q,영등포동3가,5066
2021,1Q,영등포동3가,158
2021,1Q,영등포동3가,76
2021,1Q,영등포동3가,102
2021,1Q,영등포동3가,127
2021,1Q,영등포동3가,292
2021,1Q,영등포동4가,28
2021,1Q,영등포동4가,10
2021,1Q,영등포동4가,1
2021,1Q,영등포동4가,87
2021,1Q,영등포동4가,9
2021,1Q,영등포동4가,45
2021,1Q,영등포동4가,227
2021,1Q,영등포동4가,2017
2021,1Q,영등포동4가,3856
2021,1Q,영등포동4가,5066
2021,1Q,영등포동4가,158
2021,1Q,영등포동4가,76
2021,1Q,영등포동4가,102
2021,1Q,영등포동4가,127
2021,1Q,영등포동4가,292
2021,1Q,영등포동5가,28
2021,1Q,영등포동5가,10
2021,1Q,영등포동5가,1
2021,1Q,영등포동5가,87
2021,1Q,영등포동5가,9
2021,1Q,영등포동5가,45
2021,1Q,영등포동5가,227
2021,1Q,영등포동5가,2017
2021,1Q,영등포동5가,3856
2021,1Q,영등포동5가,5066
2021,1Q,영등포동5가,158
2021,1Q,영등포동5가,76
2021,1Q,영등포동5가,102
2021,1Q,영등포동5가,127
2021,1Q,영등포동5가,292
2021,1Q,영등포동6가,28
2021,1Q,영등포동6가,10
2021,1Q,영등포동6가,1
2021,1Q,영등포동6가,87
2021,1Q,영등포동6가,9
2021,1Q,영등포동6가,45
2021,1Q,영등포동6가,227
2021,1Q,영등포동6가,2017
2021,1Q,영등포동6가,3856
2021,1Q,영등포동6가,5066
2021,1Q,영등포동6가,158
2021,1Q,영등포동6가,76
2021,1Q,영등포동6가,102
2021,1Q,영등포동6가,127
2021,1Q,영등포동6가,292
2021,1Q,영등포동7가,28
2021,1Q,영등포동7가,10
2021,1Q,영등포동7가,1
2021,1Q,영등포동7가,87
2021,1Q,영등포동7가,9
2021,1Q,영등포동7가,45
2021,1Q,영등포동7가,227
2021,1Q,영등포동7가,2017
2021,1Q,영등포동7가,3856
2021,1Q,영등포동7가,5066
2021,1Q,영등포동7가,158
2021,1Q,영등포동7가,76
2021,1Q,영등포동7가,102
2021,1Q,영등포동7가,127
2021,1Q,영등포동7가,292
2021,1Q,영등포동8가,28
2021,1Q,영등포동8가,10
2021,1Q,영등포동8가,1
2021,1Q,영등포동8가,87
2021,1Q,영등포동8가,9
2021,1Q,영등포동8가,45
2021,1Q,영등포동8가,227
2021,1Q,영등포동8가,2017
2021,1Q,영등포동8가,3856
2021,1Q,영등포동8가,5066
2021,1Q,영등포동8가,158
2021,1Q,영등포동8가,76
2021,1Q,영등포동8가,102
2021,1Q,영등포동8가,127
2021,1Q,영등포동8가,292
2021,1Q,영천동,78
2021,1Q,영천동,488
2021,1Q,예관동,1545
2021,1Q,예관동,2257
2021,1Q,예관동,35317
2021,1Q,예관동,167
2021,1Q,예관동,3089
2021,1Q,예관동,5916
2021,1Q,예관동,1000
2021,1Q,예장동,10818
2021,1Q,예장동,14
2021,1Q,예장동,10242
2021,1Q,예장동,967
2021,1Q,예장동,683
2021,1Q,예장동,18097
2021,1Q,예장동,12590
2021,1Q,예장동,7461
2021,1Q,예장동,11882
2021,1Q,예장동,30610
2021,1Q,예지동,325
2021,1Q,예지동,12937
2021,1Q,예지동,33181
2021,1Q,예지동,22070
2021,1Q,예지동,8495
2021,1Q,예지동,4095
2021,1Q,예지동,2984
2021,1Q,예지동,364
2021,1Q,예지동,133
2021,1Q,예지동,32892
2021,1Q,예지동,466
2021,1Q,오곡동,190
2021,1Q,오곡동,664
2021,1Q,오곡동,1451
2021,1Q,오곡동,560
2021,1Q,오곡동,653
2021,1Q,오곡동,117
2021,1Q,오금동,346
2021,1Q,오금동,665
2021,1Q,오금동,3878
2021,1Q,오금동,1465
2021,1Q,오금동,531
2021,1Q,오금동,373
2021,1Q,오금동,416
2021,1Q,오금동,485
2021,1Q,오류동,169
2021,1Q,오류동,287
2021,1Q,오류동,577
2021,1Q,오류동,17
2021,1Q,오류동,132
2021,1Q,오류동,2120
2021,1Q,오류동,56
2021,1Q,오류동,21
2021,1Q,오쇠동,190
2021,1Q,오쇠동,664
2021,1Q,오쇠동,1451
2021,1Q,오쇠동,560
2021,1Q,오쇠동,653
2021,1Q,오쇠동,117
2021,1Q,오장동,1545
2021,1Q,오장동,2257
2021,1Q,오장동,35317
2021,1Q,오장동,167
2021,1Q,오장동,3089
2021,1Q,오장동,5916
2021,1Q,오장동,1000
2021,1Q,옥수동,37
2021,1Q,옥수동,218
2021,1Q,옥수동,175
2021,1Q,옥인동,63
2021,1Q,옥인동,507
2021,1Q,옥인동,263
2021,1Q,옥인동,194
2021,1Q,옥인동,578
2021,1Q,옥천동,78
2021,1Q,옥천동,488
