거래년도,거래분기,동,총직장인구수
2022,1Q,동선동5가,139
2022,1Q,동소문동1가,73
2022,1Q,동소문동1가,13818
2022,1Q,동소문동1가,203
2022,1Q,동소문동1가,814
2022,1Q,동소문동1가,986
2022,1Q,동소문동1가,216
2022,1Q,동소문동1가,1730
2022,1Q,동소문동2가,466
2022,1Q,동소문동2가,255
2022,1Q,동소문동2가,99
2022,1Q,동소문동2가,342
2022,1Q,동소문동2가,654
2022,1Q,동소문동3가,466
2022,1Q,동소문동3가,255
2022,1Q,동소문동3가,99
2022,1Q,동소문동3가,342
2022,1Q,동소문동3가,654
2022,1Q,동소문동4가,73
2022,1Q,동소문동4가,13818
2022,1Q,동소문동4가,203
2022,1Q,동소문동4가,814
2022,1Q,동소문동4가,986
2022,1Q,동소문동4가,216
2022,1Q,동소문동4가,1730
2022,1Q,동소문동5가,466
2022,1Q,동소문동5가,255
2022,1Q,동소문동5가,99
2022,1Q,동소문동5가,342
2022,1Q,동소문동5가,654
2022,1Q,동소문동6가,77
2022,1Q,동소문동6가,1048
2022,1Q,동소문동6가,484
2022,1Q,동소문동6가,139
2022,1Q,동소문동7가,77
2022,1Q,동소문동7가,1048
2022,1Q,동소문동7가,484
2022,1Q,동소문동7가,139
2022,1Q,동숭동,598
2022,1Q,동숭동,704
2022,1Q,동숭동,92
2022,1Q,동자동,4057
2022,1Q,동자동,8149
2022,1Q,동자동,1630
2022,1Q,동자동,4044
2022,1Q,동작동,141
2022,1Q,동작동,493
2022,1Q,동작동,3366
2022,1Q,둔촌동,973
2022,1Q,둔촌동,297
2022,1Q,둔촌동,377
2022,1Q,둔촌동,78
2022,1Q,둔촌동,64
2022,1Q,등촌동,3180
2022,1Q,등촌동,4614
2022,1Q,등촌동,118
2022,1Q,등촌동,177
2022,1Q,등촌동,491
2022,1Q,등촌동,4521
2022,1Q,등촌동,168
2022,1Q,등촌동,228
2022,1Q,등촌동,410
2022,1Q,등촌동,1427
2022,1Q,등촌동,13
2022,1Q,등촌동,643
2022,1Q,마곡동,3180
2022,1Q,마곡동,1427
2022,1Q,마곡동,190
2022,1Q,마곡동,112
2022,1Q,마곡동,119
2022,1Q,마곡동,1075
2022,1Q,마곡동,664
2022,1Q,마곡동,1451
2022,1Q,마곡동,152
2022,1Q,마곡동,560
2022,1Q,마곡동,372
2022,1Q,마곡동,534
2022,1Q,마곡동,1019
2022,1Q,마곡동,345
2022,1Q,마곡동,193
2022,1Q,마곡동,653
2022,1Q,마곡동,336
2022,1Q,마곡동,782
2022,1Q,마곡동,117
2022,1Q,마곡동,451
2022,1Q,마곡동,13
2022,1Q,마곡동,643
2022,1Q,마장동,4825
2022,1Q,마장동,103
2022,1Q,마장동,127
2022,1Q,마장동,461
2022,1Q,마장동,511
2022,1Q,마장동,975
2022,1Q,마천동,32
2022,1Q,마천동,557
2022,1Q,마천동,708
2022,1Q,마천동,111
2022,1Q,마천동,18
2022,1Q,마천동,107
2022,1Q,마포동,11485
2022,1Q,마포동,13077
2022,1Q,마포동,145
2022,1Q,마포동,875
2022,1Q,마포동,750
2022,1Q,마포동,1040
2022,1Q,마포동,16
2022,1Q,만리동1가,2190
2022,1Q,만리동1가,87
2022,1Q,만리동2가,2190
2022,1Q,만리동2가,87
2022,1Q,망우동,31
2022,1Q,망우동,63
2022,1Q,망우동,307
2022,1Q,망우동,145
2022,1Q,망우동,276
2022,1Q,망우동,60
2022,1Q,망우동,168
2022,1Q,망원동,846
2022,1Q,망원동,190
2022,1Q,망원동,143
2022,1Q,망원동,238
2022,1Q,망원동,377
2022,1Q,망원동,3997
2022,1Q,망원동,1203
2022,1Q,망원동,284
2022,1Q,면목동,86
2022,1Q,면목동,523
2022,1Q,면목동,145
2022,1Q,면목동,166
2022,1Q,면목동,274
2022,1Q,면목동,164
2022,1Q,면목동,298
2022,1Q,면목동,712
2022,1Q,면목동,181
2022,1Q,면목동,259
2022,1Q,면목동,477
2022,1Q,면목동,260
2022,1Q,면목동,543
2022,1Q,면목동,126
2022,1Q,면목동,167
2022,1Q,면목동,130
2022,1Q,면목동,358
2022,1Q,면목동,225
2022,1Q,면목동,169
2022,1Q,면목동,107
2022,1Q,면목동,224
2022,1Q,명동1가,10242
2022,1Q,명동1가,967
2022,1Q,명동1가,30610
2022,1Q,명동1가,18097
2022,1Q,명동1가,12590
2022,1Q,명동1가,7461
2022,1Q,명동1가,11882
2022,1Q,명동2가,10242
2022,1Q,명동2가,967
2022,1Q,명동2가,30610
2022,1Q,명동2가,18097
2022,1Q,명동2가,12590
2022,1Q,명동2가,7461
2022,1Q,명동2가,11882
2022,1Q,명륜1가,593
2022,1Q,명륜1가,395
2022,1Q,명륜1가,506
2022,1Q,명륜1가,928
2022,1Q,명륜1가,2004
2022,1Q,명륜2가,593
2022,1Q,명륜2가,395
2022,1Q,명륜2가,506
2022,1Q,명륜2가,928
2022,1Q,명륜2가,2004
2022,1Q,명륜3가,593
2022,1Q,명륜3가,395
2022,1Q,명륜3가,506
2022,1Q,명륜3가,928
2022,1Q,명륜3가,2004
2022,1Q,명륜4가,593
2022,1Q,명륜4가,395
2022,1Q,명륜4가,506
2022,1Q,명륜4가,928
2022,1Q,명륜4가,2004
2022,1Q,명일동,434
2022,1Q,명일동,297
2022,1Q,명일동,89
2022,1Q,명일동,859
2022,1Q,명일동,1359
2022,1Q,목동,379
2022,1Q,목동,148
2022,1Q,목동,652
2022,1Q,목동,113
2022,1Q,목동,469
2022,1Q,목동,432
2022,1Q,목동,1633
2022,1Q,목동,641
2022,1Q,목동,13498
2022,1Q,목동,262
2022,1Q,목동,193
2022,1Q,목동,311
2022,1Q,목동,458
2022,1Q,목동,163
2022,1Q,목동,458
2022,1Q,묘동,325
2022,1Q,묘동,12937
2022,1Q,묘동,33181
2022,1Q,묘동,22070
2022,1Q,묘동,8495
2022,1Q,묘동,4095
2022,1Q,묘동,2984
2022,1Q,묘동,364
2022,1Q,묘동,133
2022,1Q,묘동,32892
2022,1Q,묘동,466
2022,1Q,무교동,10242
2022,1Q,무교동,967
2022,1Q,무교동,30610
2022,1Q,무교동,18097
2022,1Q,무교동,12590
2022,1Q,무교동,7461
2022,1Q,무교동,11882
2022,1Q,무악동,475
2022,1Q,무학동,20
2022,1Q,무학동,42
2022,1Q,무학동,233
2022,1Q,무학동,111
2022,1Q,무학동,281
2022,1Q,무학동,2348
2022,1Q,무학동,169
2022,1Q,무학동,20
2022,1Q,무학동,158
2022,1Q,묵동,415
2022,1Q,묵동,381
2022,1Q,묵동,85
2022,1Q,묵동,111
2022,1Q,묵동,1015
2022,1Q,묵동,47
2022,1Q,묵정동,5315
2022,1Q,묵정동,10818
2022,1Q,묵정동,2289
2022,1Q,묵정동,14
2022,1Q,묵정동,683
2022,1Q,묵정동,1202
2022,1Q,묵정동,405
2022,1Q,묵정동,234
2022,1Q,문래동1가,675
2022,1Q,문래동1가,296
2022,1Q,문래동1가,4221
2022,1Q,문래동1가,180
2022,1Q,문래동1가,50
2022,1Q,문래동1가,6184
2022,1Q,문래동1가,889
2022,1Q,문래동1가,282
2022,1Q,문래동2가,675
2022,1Q,문래동2가,296
2022,1Q,문래동2가,4221
2022,1Q,문래동2가,180
2022,1Q,문래동2가,50
2022,1Q,문래동2가,6184
2022,1Q,문래동2가,889
2022,1Q,문래동2가,282
2022,1Q,문래동3가,675
2022,1Q,문래동3가,296
2022,1Q,문래동3가,4221
2022,1Q,문래동3가,180
2022,1Q,문래동3가,50
2022,1Q,문래동3가,6184
2022,1Q,문래동3가,889
2022,1Q,문래동3가,282
2022,1Q,문래동4가,675
2022,1Q,문래동4가,296
2022,1Q,문래동4가,4221
2022,1Q,문래동4가,180
2022,1Q,문래동4가,50
2022,1Q,문래동4가,6184
2022,1Q,문래동4가,889
2022,1Q,문래동4가,282
2022,1Q,문래동5가,675
2022,1Q,문래동5가,296
2022,1Q,문래동5가,4221
2022,1Q,문래동5가,180
2022,1Q,문래동5가,50
2022,1Q,문래동5가,6184
2022,1Q,문래동5가,889
2022,1Q,문래동5가,282
2022,1Q,문래동6가,675
2022,1Q,문래동6가,296
2022,1Q,문래동6가,4221
2022,1Q,문래동6가,180
2022,1Q,문래동6가,50
2022,1Q,문래동6가,6184
2022,1Q,문래동6가,889
2022,1Q,문래동6가,282
2022,1Q,문배동,374
2022,1Q,문배동,137
2022,1Q,문배동,1090
2022,1Q,문정동,954
2022,1Q,문정동,4622
2022,1Q,문정동,939
2022,1Q,문정동,2257
2022,1Q,문정동,1393
2022,1Q,문정동,424
2022,1Q,문정동,3127
2022,1Q,문정동,70
2022,1Q,미근동,2246
2022,1Q,미근동,157
2022,1Q,미근동,141
2022,1Q,미근동,1514
2022,1Q,미근동,284
2022,1Q,미근동,2792
2022,1Q,미아동,121
2022,1Q,미아동,61
2022,1Q,미아동,73
2022,1Q,미아동,62
2022,1Q,미아동,65
2022,1Q,미아동,38
2022,1Q,미아동,218
2022,1Q,미아동,143
2022,1Q,미아동,22
2022,1Q,미아동,306
2022,1Q,미아동,101
2022,1Q,미아동,19
2022,1Q,미아동,146
2022,1Q,미아동,341
2022,1Q,미아동,199
2022,1Q,미아동,518
2022,1Q,미아동,367
2022,1Q,미아동,49
2022,1Q,미아동,491
2022,1Q,미아동,21
2022,1Q,미아동,23
2022,1Q,반포동,1505
2022,1Q,반포동,3467
2022,1Q,반포동,6925
2022,1Q,반포동,506
2022,1Q,반포동,2026
2022,1Q,반포동,1071
2022,1Q,반포동,893
2022,1Q,반포동,694
2022,1Q,반포동,1517
2022,1Q,방배동,210
2022,1Q,방배동,3293
2022,1Q,방배동,146
2022,1Q,방배동,3011
2022,1Q,방배동,1152
2022,1Q,방배동,682
2022,1Q,방배동,1289
2022,1Q,방배동,359
2022,1Q,방배동,219
2022,1Q,방배동,210
2022,1Q,방배동,874
2022,1Q,방배동,1610
2022,1Q,방배동,596
2022,1Q,방배동,9153
2022,1Q,방배동,2517
2022,1Q,방배동,1253
2022,1Q,방배동,491
2022,1Q,방배동,8579
2022,1Q,방배동,5465
2022,1Q,방배동,794
2022,1Q,방배동,15771
2022,1Q,방배동,11750
2022,1Q,방배동,10241
2022,1Q,방배동,85
2022,1Q,방배동,7222
2022,1Q,방배동,835
2022,1Q,방배동,287
2022,1Q,방배동,683
2022,1Q,방배동,775
2022,1Q,방배동,132
2022,1Q,방배동,614
2022,1Q,방배동,29
2022,1Q,방산동,867
2022,1Q,방산동,921
2022,1Q,방산동,169
2022,1Q,방산동,1190
2022,1Q,방산동,6147
2022,1Q,방이동,7319
2022,1Q,방이동,521
2022,1Q,방이동,272
2022,1Q,방이동,10419
2022,1Q,방이동,1458
2022,1Q,방이동,304
2022,1Q,방이동,7683
2022,1Q,방이동,430
2022,1Q,방이동,3889
2022,1Q,방이동,25240
2022,1Q,방학동,471
2022,1Q,방학동,316
2022,1Q,방학동,39
2022,1Q,방학동,1123
2022,1Q,방학동,957
2022,1Q,방학동,124
2022,1Q,방학동,231
2022,1Q,방학동,219
2022,1Q,방학동,49
2022,1Q,방학동,214
2022,1Q,방학동,163
2022,1Q,방화동,112
2022,1Q,방화동,8
2022,1Q,방화동,190
2022,1Q,방화동,1472
2022,1Q,방화동,335
2022,1Q,방화동,1075
2022,1Q,방화동,28
2022,1Q,방화동,664
2022,1Q,방화동,1451
2022,1Q,방화동,152
2022,1Q,방화동,560
2022,1Q,방화동,372
2022,1Q,방화동,534
2022,1Q,방화동,1019
2022,1Q,방화동,345
2022,1Q,방화동,193
2022,1Q,방화동,653
2022,1Q,방화동,23
2022,1Q,방화동,117
2022,1Q,번동,891
2022,1Q,번동,110
2022,1Q,번동,224
2022,1Q,번동,12
2022,1Q,번동,48
2022,1Q,번동,171
2022,1Q,번동,36
2022,1Q,번동,7
2022,1Q,보광동,3968
2022,1Q,보광동,468
2022,1Q,보광동,39
2022,1Q,보광동,26
2022,1Q,보문동1가,3797
2022,1Q,보문동2가,3797
2022,1Q,보문동3가,3797
2022,1Q,보문동4가,3797
2022,1Q,보문동5가,3797
2022,1Q,보문동6가,3797
2022,1Q,보문동7가,3797
2022,1Q,본동,491
2022,1Q,본동,41
2022,1Q,본동,3600
2022,1Q,본동,115
2022,1Q,본동,59
2022,1Q,본동,2
2022,1Q,봉래동1가,1907
2022,1Q,봉래동1가,732
2022,1Q,봉래동1가,22643
2022,1Q,봉래동1가,5494
2022,1Q,봉래동1가,22578
2022,1Q,봉래동1가,5958
2022,1Q,봉래동1가,6561
2022,1Q,봉래동1가,23737
2022,1Q,봉래동1가,1096
2022,1Q,봉래동1가,49
2022,1Q,봉래동1가,165
2022,1Q,봉래동1가,5197
2022,1Q,봉래동1가,2167
2022,1Q,봉래동1가,104830
2022,1Q,봉래동2가,1907
2022,1Q,봉래동2가,732
2022,1Q,봉래동2가,5494
2022,1Q,봉래동2가,22578
2022,1Q,봉래동2가,2167
2022,1Q,봉래동2가,49
2022,1Q,봉래동2가,165
2022,1Q,봉원동,493
2022,1Q,봉원동,30
2022,1Q,봉원동,147
2022,1Q,봉원동,391
2022,1Q,봉원동,86
2022,1Q,봉원동,5328
2022,1Q,봉원동,105
2022,1Q,봉원동,51
2022,1Q,봉원동,211
2022,1Q,봉원동,13
2022,1Q,봉익동,325
2022,1Q,봉익동,12937
2022,1Q,봉익동,33181
2022,1Q,봉익동,22070
2022,1Q,봉익동,8495
2022,1Q,봉익동,4095
2022,1Q,봉익동,2984
2022,1Q,봉익동,364
2022,1Q,봉익동,133
2022,1Q,봉익동,32892
2022,1Q,봉익동,466
2022,1Q,봉천동,1430
2022,1Q,봉천동,36
2022,1Q,봉천동,417
2022,1Q,봉천동,154
2022,1Q,봉천동,102
2022,1Q,봉천동,122
2022,1Q,봉천동,348
2022,1Q,봉천동,19
2022,1Q,봉천동,208
2022,1Q,봉천동,372
2022,1Q,봉천동,94
2022,1Q,봉천동,376
2022,1Q,봉천동,249
2022,1Q,봉천동,47
2022,1Q,봉천동,709
2022,1Q,봉천동,353
2022,1Q,봉천동,20
2022,1Q,봉천동,1796
2022,1Q,봉천동,202
2022,1Q,봉천동,219
2022,1Q,봉천동,66
2022,1Q,봉천동,681
2022,1Q,봉천동,444
2022,1Q,봉천동,245
2022,1Q,부암동,141
2022,1Q,부암동,607
2022,1Q,부암동,1057
2022,1Q,부암동,27
2022,1Q,부암동,930
2022,1Q,북가좌동,611
2022,1Q,북가좌동,222
2022,1Q,북가좌동,263
2022,1Q,북가좌동,892
2022,1Q,북가좌동,31
2022,1Q,북가좌동,501
2022,1Q,북아현동,2246
2022,1Q,북아현동,36
2022,1Q,북아현동,328
2022,1Q,북아현동,22
2022,1Q,북아현동,157
2022,1Q,북아현동,59
2022,1Q,북아현동,141
2022,1Q,북아현동,1514
2022,1Q,북아현동,284
2022,1Q,북아현동,2792
2022,1Q,북창동,5958
2022,1Q,북창동,6561
2022,1Q,북창동,23737
2022,1Q,북창동,5197
2022,1Q,북창동,1096
2022,1Q,북창동,104830
2022,1Q,북창동,22643
2022,1Q,불광동,155
2022,1Q,불광동,119
2022,1Q,불광동,318
2022,1Q,불광동,161
2022,1Q,불광동,11
2022,1Q,불광동,119
2022,1Q,불광동,1259
2022,1Q,불광동,63
2022,1Q,불광동,234
2022,1Q,불광동,796
2022,1Q,불광동,43
2022,1Q,사간동,3049
2022,1Q,사근동,32
2022,1Q,사근동,45
2022,1Q,사근동,135
2022,1Q,사당동,486
2022,1Q,사당동,220
2022,1Q,사당동,969
2022,1Q,사당동,493
2022,1Q,사당동,198
2022,1Q,사당동,389
2022,1Q,사당동,45
2022,1Q,사당동,141
2022,1Q,사당동,107
2022,1Q,사당동,467
2022,1Q,사당동,181
2022,1Q,사당동,3366
2022,1Q,사당동,101
2022,1Q,사당동,535
2022,1Q,사당동,443
2022,1Q,사직동,1989
2022,1Q,사직동,43873
2022,1Q,사직동,564
2022,1Q,사직동,283
2022,1Q,사직동,1042
2022,1Q,사직동,125
2022,1Q,산림동,867
2022,1Q,산림동,921
2022,1Q,산림동,169
2022,1Q,산림동,1190
2022,1Q,산림동,6147
2022,1Q,산천동,1189
2022,1Q,삼각동,10242
2022,1Q,삼각동,967
2022,1Q,삼각동,30610
2022,1Q,삼각동,18097
2022,1Q,삼각동,12590
2022,1Q,삼각동,7461
2022,1Q,삼각동,11882
2022,1Q,삼선동1가,466
2022,1Q,삼선동1가,255
2022,1Q,삼선동1가,99
2022,1Q,삼선동1가,342
2022,1Q,삼선동1가,654
2022,1Q,삼선동2가,466
2022,1Q,삼선동2가,255
2022,1Q,삼선동2가,99
2022,1Q,삼선동2가,342
2022,1Q,삼선동2가,654
2022,1Q,삼선동3가,466
2022,1Q,삼선동3가,255
2022,1Q,삼선동3가,99
2022,1Q,삼선동3가,342
2022,1Q,삼선동3가,654
2022,1Q,삼선동4가,466
2022,1Q,삼선동4가,255
2022,1Q,삼선동4가,99
2022,1Q,삼선동4가,342
2022,1Q,삼선동4가,654
2022,1Q,삼선동5가,466
2022,1Q,삼선동5가,255
2022,1Q,삼선동5가,99
2022,1Q,삼선동5가,342
2022,1Q,삼선동5가,654
2022,1Q,삼성동,166
2022,1Q,삼성동,90
2022,1Q,삼성동,1594
2022,1Q,삼성동,1246
2022,1Q,삼성동,11920
2022,1Q,삼성동,5085
2022,1Q,삼성동,8521
2022,1Q,삼성동,61667
2022,1Q,삼성동,15904
2022,1Q,삼성동,290
2022,1Q,삼성동,17557
2022,1Q,삼성동,278
2022,1Q,삼전동,1865
2022,1Q,삼전동,1112
2022,1Q,삼전동,936
2022,1Q,삼청동,3049
2022,1Q,상계동,635
2022,1Q,상계동,468
2022,1Q,상계동,695
2022,1Q,상계동,277
2022,1Q,상계동,388
2022,1Q,상계동,136
2022,1Q,상계동,337
2022,1Q,상계동,491
2022,1Q,상계동,275
2022,1Q,상계동,124
2022,1Q,상계동,93
2022,1Q,상계동,116
2022,1Q,상계동,96
2022,1Q,상계동,49
2022,1Q,상계동,68
2022,1Q,상계동,180
2022,1Q,상계동,1552
2022,1Q,상계동,389
2022,1Q,상도1동,296
2022,1Q,상도1동,3057
2022,1Q,상도1동,360
2022,1Q,상도1동,131
2022,1Q,상도1동,187
2022,1Q,상도1동,239
2022,1Q,상도동,319
2022,1Q,상도동,366
2022,1Q,상도동,262
2022,1Q,상도동,281
2022,1Q,상도동,72
2022,1Q,상도동,255
2022,1Q,상도동,296
2022,1Q,상도동,3057
2022,1Q,상도동,360
2022,1Q,상도동,131
2022,1Q,상도동,187
2022,1Q,상도동,211
2022,1Q,상도동,21
2022,1Q,상도동,497
2022,1Q,상도동,65
2022,1Q,상도동,239
2022,1Q,상봉동,1012
2022,1Q,상봉동,431
2022,1Q,상봉동,327
2022,1Q,상봉동,397
2022,1Q,상봉동,1530
2022,1Q,상봉동,198
2022,1Q,상봉동,139
2022,1Q,상봉동,13
2022,1Q,상수동,395
2022,1Q,상수동,309
2022,1Q,상수동,110
2022,1Q,상수동,91
2022,1Q,상수동,67
2022,1Q,상수동,358
2022,1Q,상수동,524
2022,1Q,상암동,8846
2022,1Q,상암동,816
2022,1Q,상왕십리동,33
2022,1Q,상왕십리동,945
2022,1Q,상왕십리동,1670
2022,1Q,상월곡동,109
2022,1Q,상월곡동,99
2022,1Q,상월곡동,369
2022,1Q,서계동,12
2022,1Q,서계동,748
2022,1Q,서계동,1547
2022,1Q,서계동,825
2022,1Q,서교동,471
2022,1Q,서교동,1932
2022,1Q,서교동,1690
2022,1Q,서교동,7276
2022,1Q,서교동,9580
2022,1Q,서교동,29
2022,1Q,서교동,24
2022,1Q,서교동,150
2022,1Q,서교동,367
2022,1Q,서교동,1579
2022,1Q,서교동,284
2022,1Q,서교동,760
2022,1Q,서린동,325
2022,1Q,서린동,12937
2022,1Q,서린동,33181
2022,1Q,서린동,22070
2022,1Q,서린동,8495
2022,1Q,서린동,4095
2022,1Q,서린동,2984
2022,1Q,서린동,364
2022,1Q,서린동,133
2022,1Q,서린동,32892
2022,1Q,서린동,466
2022,1Q,서빙고동,101
2022,1Q,서빙고동,752
2022,1Q,서빙고동,149
2022,1Q,서소문동,5958
2022,1Q,서소문동,6561
2022,1Q,서소문동,23737
2022,1Q,서소문동,5197
2022,1Q,서소문동,1096
2022,1Q,서소문동,104830
2022,1Q,서소문동,22643
2022,1Q,서초동,794
2022,1Q,서초동,15771
2022,1Q,서초동,11750
2022,1Q,서초동,10241
2022,1Q,서초동,874
2022,1Q,서초동,1610
2022,1Q,서초동,8254
2022,1Q,서초동,596
2022,1Q,서초동,21130
2022,1Q,서초동,2178
2022,1Q,서초동,18222
2022,1Q,서초동,532
2022,1Q,서초동,679
2022,1Q,서초동,379
2022,1Q,서초동,72613
2022,1Q,석관동,94
2022,1Q,석관동,95
2022,1Q,석관동,13
2022,1Q,석관동,191
2022,1Q,석관동,235
2022,1Q,석관동,441
2022,1Q,석관동,988
2022,1Q,석관동,170
2022,1Q,석관동,249
2022,1Q,석촌동,1551
2022,1Q,석촌동,130
2022,1Q,석촌동,1512
2022,1Q,석촌동,2344
2022,1Q,석촌동,732
2022,1Q,석촌동,876
2022,1Q,석촌동,619
2022,1Q,성내동,131
2022,1Q,성내동,394
2022,1Q,성내동,6288
2022,1Q,성내동,47
2022,1Q,성내동,433
2022,1Q,성내동,451
2022,1Q,성내동,774
2022,1Q,성내동,4533
2022,1Q,성내동,1884
2022,1Q,성내동,751
2022,1Q,성내동,171
2022,1Q,성내동,157
2022,1Q,성내동,746
2022,1Q,성북동,73
2022,1Q,성북동,13818
2022,1Q,성북동,203
2022,1Q,성북동,814
2022,1Q,성북동,986
2022,1Q,성북동,216
2022,1Q,성북동,1730
2022,1Q,성북동1가,73
2022,1Q,성북동1가,13818
2022,1Q,성북동1가,203
2022,1Q,성북동1가,814
2022,1Q,성북동1가,986
2022,1Q,성북동1가,216
2022,1Q,성북동1가,1730
2022,1Q,성산동,84
2022,1Q,성산동,77
2022,1Q,성산동,38
2022,1Q,성산동,789
2022,1Q,성산동,795
2022,1Q,성산동,357
2022,1Q,성산동,803
2022,1Q,성산동,637
2022,1Q,성산동,281
2022,1Q,성산동,2362
2022,1Q,성수동1가,79
2022,1Q,성수동1가,1253
2022,1Q,성수동1가,27
2022,1Q,성수동1가,290
2022,1Q,성수동1가,911
2022,1Q,성수동1가,640
2022,1Q,성수동1가,212
2022,1Q,성수동1가,3944
2022,1Q,성수동1가,1017
2022,1Q,성수동2가,4798
2022,1Q,성수동2가,786
2022,1Q,성수동2가,11387
2022,1Q,성수동2가,771
2022,1Q,성수동2가,335
2022,1Q,성수동2가,4745
2022,1Q,성수동2가,6605
2022,1Q,성수동2가,45
2022,1Q,세곡동,17
2022,1Q,세곡동,268
2022,1Q,세곡동,39
2022,1Q,세곡동,58
2022,1Q,세곡동,317
2022,1Q,세종로,1989
2022,1Q,세종로,325
2022,1Q,세종로,43873
2022,1Q,세종로,12937
2022,1Q,세종로,33181
2022,1Q,세종로,22070
2022,1Q,세종로,8495
2022,1Q,세종로,4095
2022,1Q,세종로,2984
2022,1Q,세종로,63
2022,1Q,세종로,564
2022,1Q,세종로,364
2022,1Q,세종로,133
2022,1Q,세종로,32892
2022,1Q,세종로,466
2022,1Q,세종로,283
2022,1Q,세종로,507
2022,1Q,세종로,263
2022,1Q,세종로,1042
2022,1Q,세종로,125
2022,1Q,세종로,194
2022,1Q,세종로,578
2022,1Q,소격동,3049
2022,1Q,소공동,5958
2022,1Q,소공동,6561
2022,1Q,소공동,23737
2022,1Q,소공동,5197
2022,1Q,소공동,1096
2022,1Q,소공동,104830
2022,1Q,소공동,22643
2022,1Q,송월동,1510
2022,1Q,송월동,32
2022,1Q,송정동,105
2022,1Q,송정동,122
2022,1Q,송정동,401
2022,1Q,송정동,132
2022,1Q,송정동,160
2022,1Q,송파동,4494
2022,1Q,송파동,2234
2022,1Q,송파동,1352
2022,1Q,송파동,3803
2022,1Q,송파동,1056
2022,1Q,송현동,3049
2022,1Q,수색동,7
2022,1Q,수색동,20
2022,1Q,수서동,12418
2022,1Q,수서동,1724
2022,1Q,수송동,325
2022,1Q,수송동,12937
2022,1Q,수송동,33181
2022,1Q,수송동,22070
2022,1Q,수송동,8495
2022,1Q,수송동,4095
2022,1Q,수송동,2984
2022,1Q,수송동,364
2022,1Q,수송동,133
2022,1Q,수송동,32892
2022,1Q,수송동,466
2022,1Q,수유동,911
2022,1Q,수유동,20
2022,1Q,수유동,69
2022,1Q,수유동,24
2022,1Q,수유동,32
2022,1Q,수유동,86
2022,1Q,수유동,142
2022,1Q,수유동,166
2022,1Q,수유동,512
2022,1Q,수유동,263
2022,1Q,수유동,11
2022,1Q,수유동,176
2022,1Q,수유동,496
2022,1Q,수유동,60
2022,1Q,수유동,100
2022,1Q,수유동,12
2022,1Q,수유동,114
2022,1Q,수유동,96
2022,1Q,수유동,343
2022,1Q,수유동,83
2022,1Q,수유동,148
2022,1Q,수유동,214
2022,1Q,수유동,275
2022,1Q,수유동,187
2022,1Q,수유동,1930
2022,1Q,수유동,228
2022,1Q,수유동,725
2022,1Q,수유동,549
2022,1Q,수유동,126
2022,1Q,수유동,321
2022,1Q,수유동,205
2022,1Q,수유동,91
2022,1Q,수유동,1943
2022,1Q,수유동,188
2022,1Q,수표동,10242
2022,1Q,수표동,967
2022,1Q,수표동,30610
2022,1Q,수표동,18097
2022,1Q,수표동,12590
2022,1Q,수표동,7461
2022,1Q,수표동,11882
2022,1Q,수하동,10242
2022,1Q,수하동,967
2022,1Q,수하동,30610
2022,1Q,수하동,18097
2022,1Q,수하동,12590
2022,1Q,수하동,7461
2022,1Q,수하동,11882
2022,1Q,순화동,1907
2022,1Q,순화동,732
2022,1Q,순화동,22643
2022,1Q,순화동,5494
2022,1Q,순화동,22578
2022,1Q,순화동,5958
2022,1Q,순화동,6561
2022,1Q,순화동,23737
2022,1Q,순화동,1096
2022,1Q,순화동,49
2022,1Q,순화동,165
2022,1Q,순화동,5197
2022,1Q,순화동,2167
2022,1Q,순화동,104830
2022,1Q,숭인동,407
2022,1Q,숭인동,50
2022,1Q,숭인동,166
2022,1Q,숭인동,276
2022,1Q,숭인동,52
2022,1Q,숭인동,208
2022,1Q,시흥동,154
2022,1Q,시흥동,1044
2022,1Q,시흥동,374
2022,1Q,시흥동,92
2022,1Q,시흥동,99
2022,1Q,시흥동,646
2022,1Q,시흥동,426
2022,1Q,시흥동,191
2022,1Q,시흥동,76
2022,1Q,시흥동,813
2022,1Q,시흥동,102
2022,1Q,시흥동,418
2022,1Q,시흥동,397
2022,1Q,시흥동,269
2022,1Q,시흥동,617
2022,1Q,시흥동,202
2022,1Q,시흥동,193
2022,1Q,시흥동,298
2022,1Q,시흥동,139
2022,1Q,시흥동,39
2022,1Q,시흥동,113
2022,1Q,신계동,374
2022,1Q,신계동,137
2022,1Q,신계동,1090
2022,1Q,신공덕동,3948
2022,1Q,신공덕동,15
2022,1Q,신공덕동,1855
2022,1Q,신공덕동,264
2022,1Q,신공덕동,169
2022,1Q,신공덕동,46
2022,1Q,신공덕동,97
2022,1Q,신교동,63
2022,1Q,신교동,507
2022,1Q,신교동,263
2022,1Q,신교동,194
2022,1Q,신교동,578
2022,1Q,신길동,171
2022,1Q,신길동,741
2022,1Q,신길동,25
2022,1Q,신길동,69
2022,1Q,신길동,533
2022,1Q,신길동,47
2022,1Q,신길동,53
2022,1Q,신길동,119
2022,1Q,신길동,2
2022,1Q,신길동,336
2022,1Q,신길동,312
2022,1Q,신길동,312
2022,1Q,신길동,45
2022,1Q,신길동,14
2022,1Q,신길동,67
2022,1Q,신길동,112
2022,1Q,신길동,403
2022,1Q,신길동,187
2022,1Q,신길동,363
2022,1Q,신길동,286
2022,1Q,신길동,673
2022,1Q,신길동,2250
2022,1Q,신길동,517
2022,1Q,신길동,26
